"NMFS_POPID","SPAWNINGYEAR","NOSAIJ","NOSAEJ","PHOSIJ","PHOSEJ","NOSJF","HOSJF","TSAIJ","TSAEJ","AGE2PROP","AGE3PROP","AGE4PROP","AGE5PROP","AGE6PROP","AGE7PROP","ext_datasource","NOSAEJ_10yrGeomean","NOSAEJ_5yrGeomean","NOSAIJ_10yrGeomean","NOSAIJ_5yrGeomean","TSAEJ_10yrGeomean","TSAEJ_5yrGeomean","TSAIJ_10yrGeomean","TSAIJ_5yrGeomean"
310,2011,5647,NA,0.028,NA,NA,NA,5810,NA,NA,NA,0.5269947,0.464201,0.008804261,NA,"CAX",NA,NA,2364,2535,NA,NA,2370,2550
310,2012,1305,NA,0.038,NA,NA,NA,1357,NA,NA,NA,0.5269947,0.464201,0.008804261,NA,"CAX",NA,NA,2077,2573,NA,NA,2091,2608
310,2013,2149,NA,0.022,NA,NA,NA,2197,NA,NA,NA,0.5269947,0.464201,0.008804261,NA,"CAX",NA,NA,2056,2533,NA,NA,2074,2579
310,2014,2641,NA,0.02933333,NA,NA,NA,2720,NA,NA,NA,0.5269947,0.464201,0.008804261,NA,"CAX",NA,NA,2142,2381,NA,NA,2167,2439
310,2015,2916,NA,0.0178,NA,NA,NA,2969,NA,NA,NA,0.5269947,0.464201,0.008804261,NA,"CAX",NA,NA,2243,2614,NA,NA,2274,2686
310,2016,1593,NA,0.042,NA,NA,NA,1663,NA,NA,NA,0.5269947,0.464201,0.008804261,NA,"CAX",NA,NA,2268,2029,NA,NA,2309,2092
310,2017,1565,NA,0.0275,NA,NA,NA,1610,NA,NA,NA,0.5269947,0.46420103,0.008804261,NA,"CAX",NA,NA,2327,2104,NA,NA,2376,2164
311,2013,332,332,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NPT",NA,350,NA,350,NA,NA,NA,NA
311,2014,338,338,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NPT",NA,348,NA,348,NA,NA,NA,NA
311,2015,341,341,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NPT",347,334,347,334,NA,NA,NA,NA
311,2016,394,394,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NPT",353,351,353,351,NA,NA,NA,NA
311,2017,159,159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NPT",320,299,320,299,NA,NA,NA,NA
311,2018,97,97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NPT",280,234,280,234,NA,NA,NA,NA
313,2013,91,91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NPT",NA,164,NA,164,NA,NA,NA,NA
313,2014,85,85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NPT",NA,144,NA,144,NA,NA,NA,NA
313,2015,420,420,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NPT",172,191,172,191,NA,NA,NA,NA
313,2016,141,141,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NPT",167,153,167,153,NA,NA,NA,NA
313,2017,1393,1393,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NPT",218,230,218,230,NA,NA,NA,NA
313,2018,215,215,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NPT",218,273,218,273,NA,NA,NA,NA
314,2015,558,558,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NPT",NA,422,NA,422,NA,NA,NA,NA
314,2016,376,376,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NPT",NA,413,NA,413,NA,NA,NA,NA
314,2017,125,125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NPT",338,296,338,296,NA,NA,NA,NA
314,2018,128,128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NPT",294,248,294,248,NA,NA,NA,NA
318,2016,70,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NPT",NA,346,NA,346,NA,NA,NA,NA
318,2017,11,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NPT",NA,174,NA,174,NA,NA,NA,NA
318,2018,29,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NPT",129,100,129,100,NA,NA,NA,NA
32,2016,NA,6,NA,0.889,NA,NA,NA,54,NA,NA,NA,NA,NA,NA,"CAX",NA,13,NA,NA,NA,99,NA,NA
32,2017,NA,5,NA,0.667,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,"CAX",NA,11,NA,NA,NA,68,NA,NA
320,2013,190,190,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NPT",NA,371,NA,371,NA,NA,NA,NA
320,2014,185,185,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NPT",NA,323,NA,323,NA,NA,NA,NA
320,2015,349,349,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NPT",327,315,327,315,NA,NA,NA,NA
320,2016,236,236,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NPT",312,286,312,286,NA,NA,NA,NA
320,2017,68,68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NPT",258,181,258,181,NA,NA,NA,NA
320,2018,47,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NPT",213,137,213,137,NA,NA,NA,NA
321,2013,42,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NPT",NA,145,NA,145,NA,NA,NA,NA
321,2014,146,146,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NPT",NA,145,NA,145,NA,NA,NA,NA
321,2015,230,230,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NPT",157,153,157,153,NA,NA,NA,NA
321,2016,165,165,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NPT",158,133,158,133,NA,NA,NA,NA
321,2017,69,69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NPT",142,110,142,110,NA,NA,NA,NA
321,2018,34,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NPT",121,105,121,105,NA,NA,NA,NA
324,2013,646,646,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NPT",NA,1144,NA,1144,NA,NA,NA,NA
324,2014,743,743,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NPT",NA,1050,NA,1050,NA,NA,NA,NA
324,2015,1473,1473,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NPT",1111,1098,1111,1098,NA,NA,NA,NA
324,2016,764,764,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NPT",1053,902,1053,902,NA,NA,NA,NA
324,2017,461,461,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NPT",949,757,949,757,NA,NA,NA,NA
324,2018,141,141,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NPT",768,559,768,559,NA,NA,NA,NA
325,2018,175,NA,0.858,NA,NA,NA,1175,NA,NA,0,0.583,0.417,0,0,"CAX",NA,NA,NA,257,NA,NA,NA,951
328,1981,34,NA,0.75,0.75,NA,NA,137,137,0,0.011,0.362,0.477,0.15,0,"SPS",NA,NA,NA,32,NA,176,NA,176
328,1982,31,NA,0.83,0.83,NA,NA,184,184,0,0.011,0.362,0.477,0.15,0,"SPS",NA,NA,NA,32,NA,178,NA,178
328,1983,42,NA,0.82,0.82,NA,NA,234,234,0,0.011,0.362,0.477,0.15,0,"SPS",NA,NA,34,32,186,167,186,167
328,1984,11,NA,0.62,0.62,NA,NA,29,29,0,0.011,0.362,0.477,0.15,0,"SPS",NA,NA,29,28,143,122,143,122
328,1985,29,NA,0.6,0.6,NA,NA,72,72,0,0.011,0.362,0.477,0.15,0,"SPS",NA,NA,29,27,131,104,131,104
328,1986,87,NA,0.77,0.77,NA,NA,380,380,0,0.011,0.362,0.477,0.15,0,"SPS",NA,NA,32,32,147,128,147,128
328,1987,104,NA,0.6,0.6,NA,NA,261,261,0,0.031,0.344,0.516,0.109,0,"SPS",NA,NA,36,41,156,137,156,137
328,1988,184,NA,0.56,0.56,NA,NA,418,418,0,0.014,0.5,0.4,0.086,0,"SPS",NA,NA,42,56,161,154,161,154
328,1989,114,NA,0.31,0.31,NA,NA,165,165,0,0.01,0.378,0.561,0.051,0,"SPS",NA,NA,50,89,163,218,163,218
328,1990,109,NA,0.62,0.62,NA,NA,288,288,0,0,0.34,0.515,0.144,0,"SPS",NA,NA,56,116,173,288,173,288
328,1991,56,NA,0.73,0.73,NA,NA,207,207,0,0.013,0.26,0.558,0.169,0,"SPS",NA,NA,59,106,180,255,180,255
328,1992,104,NA,0.0600000000000001,0.0600000000000001,NA,NA,111,111,0,0.025,0.509,0.365,0.101,0,"SPS",NA,NA,66,106,172,215,172,215
328,1993,62,NA,0.24,0.24,NA,NA,82,82,0,0,0.234,0.531,0.234,0,"SPS",NA,NA,69,85,155,155,155,155
328,1994,36,NA,0.55,0.55,NA,NA,80,80,0,0,0.309,0.436,0.255,0,"SPS",NA,NA,77,68,171,134,171,134
328,1995,35,NA,0.72,0.72,NA,NA,126,126,0,0,0.286,0.469,0.245,0,"SPS",NA,NA,79,54,181,114,181,114
328,1996,48,NA,0.69,0.69,NA,NA,156,156,0,0.016,0.46,0.413,0.111,0,"SPS",NA,NA,74,52,165,107,165,107
328,1997,30,NA,0.77,0.77,NA,NA,132,132,0,0.029,0.571,0.314,0.086,0,"SPS",NA,NA,66,41,155,111,155,111
328,1998,38,NA,0.91,0.91,NA,NA,427,427,0,0.029,0.571,0.314,0.086,0,"SPS",NA,NA,56,37,155,155,155,155
328,1999,38,NA,0.87,0.87,NA,NA,291,291,0,0.044,0.516,0.385,0.055,0,"SPS",NA,NA,50,37,164,200,164,200
328,2000,51,NA,0.76,0.76,NA,NA,211,211,0,0.008,0.508,0.413,0.071,0,"SPS",NA,NA,47,40,159,222,159,222
328,2001,99,NA,0.74,0.74,NA,NA,380,380,0,0.249,0.348,0.364,0.04,0,"SPS",NA,NA,49,47,169,265,169,265
328,2002,262,NA,0.67,0.67,NA,NA,794,794,0,0.027,0.549,0.384,0.04,0,"SPS",NA,NA,54,72,206,380,206,380
328,2003,119,NA,0.74,0.74,NA,NA,456,456,0,0.011,0.147,0.718,0.124,0,"SPS",NA,NA,58,90,244,385,244,385
328,2004,89,NA,0.91,0.91,NA,NA,987,987,0,0.088,0.695,0.195,0.022,0,"SPS",NA,NA,63,107,314,491,314,491
328,2005,116,NA,0.87,0.87,NA,NA,892,892,0,0.022,0.486,0.457,0.036,0,"SPS",NA,NA,71,126,382,656,382,656
328,2006,129,NA,0.72,0.72,NA,NA,462,462,0,0.011,0.333,0.608,0.048,0,"SPS",NA,NA,79,133,425,682,425,682
328,2007,59,NA,0.78,0.78,NA,NA,266,266,0,0.048,0.389,0.452,0.111,0,"SPS",NA,NA,84,99,456,548,456,548
328,2008,122,NA,0.56,0.56,NA,NA,278,278,0,0.052,0.608,0.308,0.024,0,"SPS",NA,NA,95,99,437,496,437,496
328,2009,104,NA,0.85,0.85,NA,NA,693,693,0,0.085,0.504,0.359,0.048,0.005,"SPS",NA,NA,105,102,477,462,477,462
328,2010,300,NA,0.71,0.71,NA,NA,1033,1033,0,0.009,0.317,0.575,0.092,0.007,"SPS",NA,NA,125,124,559,476,559,476
328,2011,293,NA,0.672,0.672,NA,NA,892,892,0,0.014,0.346,0.542,0.086,0.012,"SPS",NA,NA,139,146,608,543,608,543
328,2012,190,NA,0.746,0.746,NA,NA,747,747,0,0.026,0.361,0.477,0.119,0.018,"SPS",NA,NA,135,184,605,668,605,668
328,2013,129,NA,0.752,0.752,NA,NA,519,519,0,0.027,0.495,0.406,0.066,0.006,"SPS",NA,NA,136,186,613,756,613,756
328,2014,187,NA,0.59,0.59,NA,NA,456,456,0,0.03,0.49,0.41,0.07,0.01,"SPS",NA,NA,146,209,567,696,567,696
328,2015,234,234,0.607,0.607,NA,NA,595,595,NA,0.022,0.258,0.656,0.061,NA,"CAX",NA,NA,157,199,545,623,545,623
328,2016,56,56,0.689,0.689,NA,NA,180,180,NA,0.068,0.386,0.455,0.091,NA,"CAX",NA,NA,144,143,496,452,496,452
328,2017,50,50,0.689,0.689,NA,NA,161,161,NA,0.031,0.37,0.509,0.084,0.006,"CAX",NA,NA,142,110,471,333,471,333
329,1980,75,NA,0.881,0.881,NA,NA,627,627,0,0.011,0.362,0.477,0.15,0,"SPS",NA,NA,NA,32,NA,256,NA,256
329,1981,46,NA,0.881,0.881,NA,NA,385,385,0,0.011,0.362,0.477,0.15,0,"SPS",NA,NA,NA,34,NA,278,NA,278
329,1982,106,NA,0.881,0.881,NA,NA,892,892,0,0.011,0.362,0.477,0.15,0,"SPS",NA,NA,41,41,338,338,338,338
329,1983,71,NA,0.922,0.922,NA,NA,913,913,0,0.011,0.362,0.477,0.15,0,"SPS",NA,NA,45,38,389,337,389,337
329,1984,47,NA,0.984,0.984,NA,NA,2909,2909,0,0.011,0.362,0.477,0.15,0,"SPS",NA,NA,45,66,501,894,501,894
329,1985,88,NA,0.97,0.97,NA,NA,2934,2934,0,0.011,0.362,0.477,0.15,0,"SPS",NA,NA,48,68,609,1218,609,1218
329,1986,218,NA,0.948,0.948,NA,NA,4188,4188,0,0.011,0.362,0.477,0.15,0,"SPS",NA,NA,56,93,739,1962,739,1962
329,1987,99,NA,0.964,0.964,NA,NA,2738,2738,0,0.031,0.344,0.516,0.109,0,"SPS",NA,NA,61,91,911,2456,911,2456
329,1988,402,NA,0.739,0.739,NA,NA,1539,1539,0,0.014,0.5,0.4,0.086,0,"SPS",NA,NA,70,129,958,2726,958,2726
329,1989,297,NA,0.745,0.745,NA,NA,1165,1165,0,0.01,0.378,0.561,0.051,0,"SPS",NA,NA,111,187,1425,2270,1425,2270
329,1990,377,NA,0.72,0.72,NA,NA,1346,1346,0,0,0.34,0.515,0.144,0,"SPS",NA,NA,130,250,1538,1943,1538,1943
329,1991,294,NA,0.682,0.682,NA,NA,925,925,0,0.013,0.26,0.558,0.169,0,"SPS",NA,NA,157,265,1679,1436,1679,1436
329,1992,513,NA,0.761,0.761,NA,NA,2147,2147,0,0.025,0.509,0.365,0.101,0,"SPS",NA,NA,183,368,1833,1368,1833,1368
329,1993,234,NA,0.855,0.855,NA,NA,1616,1616,0,0,0.234,0.531,0.234,0,"SPS",NA,NA,207,331,1941,1382,1941,1382
329,1994,115,NA,0.805,0.805,NA,NA,591,591,0,0,0.309,0.436,0.255,0,"SPS",NA,NA,226,273,1655,1206,1655,1206
329,1995,107,NA,0.841,0.841,NA,NA,676,676,0,0,0.286,0.469,0.245,0,"SPS",NA,NA,230,213,1429,1051,1429,1051
329,1996,71,NA,0.696,0.696,NA,NA,234,234,0,0.016,0.46,0.413,0.111,0,"SPS",NA,NA,206,160,1071,798,1071,798
329,1997,147,NA,0.901,0.901,NA,NA,1484,1484,0,0.029,0.571,0.314,0.086,0,"SPS",NA,NA,214,125,1007,742,1007,742
329,1998,68,NA,0.967,0.967,NA,NA,2058,2058,0,0.029,0.571,0.314,0.086,0,"SPS",NA,NA,179,97,1037,778,1037,778
329,1999,130,NA,0.908,0.908,NA,NA,1417,1417,0,0.044,0.516,0.385,0.055,0,"SPS",NA,NA,165,100,1057,927,1057,927
329,2000,256,NA,0.864,0.864,NA,NA,1886,1886,0,0.008,0.508,0.413,0.071,0,"SPS",NA,NA,159,119,1094,1138,1094,1138
329,2001,333,NA,0.9,0.9,NA,NA,3326,3326,0,0.249,0.348,0.364,0.04,0,"SPS",NA,NA,161,162,1243,1935,1243,1935
329,2002,555,NA,0.943,0.943,NA,NA,9743,9743,0,0.027,0.549,0.384,0.04,0,"SPS",NA,NA,162,211,1446,2820,1446,2820
329,2003,501,NA,0.89,0.89,NA,NA,4557,4557,0,0.011,0.147,0.718,0.124,0,"SPS",NA,NA,175,315,1604,3306,1604,3306
329,2004,645,NA,0.867,0.867,NA,NA,4852,4852,0,0.088,0.695,0.195,0.022,0,"SPS",NA,NA,208,433,1980,4228,1980,4228
329,2005,485,NA,0.884,0.884,NA,NA,4183,4183,0,0.022,0.486,0.457,0.036,0,"SPS",NA,NA,242,492,2376,4958,2376,4958
329,2006,421,NA,0.864,0.864,NA,NA,3093,3093,0,0.011,0.333,0.608,0.048,0,"SPS",NA,NA,289,516,3075,4887,3075,4887
329,2007,365,NA,0.887,0.887,NA,NA,3234,3234,0,0.048,0.389,0.452,0.111,0,"SPS",NA,NA,316,475,3324,3920,3324,3920
329,2008,688,NA,0.776,0.776,NA,NA,3070,3070,0,0.052,0.608,0.308,0.024,0,"SPS",NA,NA,399,506,3460,3622,3460,3622
329,2009,636,NA,0.836,0.836,NA,NA,3879,3879,0,0.085,0.504,0.359,0.048,0.005,"SPS",NA,NA,467,504,3827,3463,3827,3463
329,2010,1105,NA,0.858,0.858,NA,NA,7781,7781,0,0.009,0.317,0.575,0.092,0.007,"SPS",NA,NA,541,595,4409,3921,4409,3921
329,2011,986,NA,0.682,0.682,NA,NA,3102,3102,0,0.014,0.346,0.542,0.086,0.012,"SPS",NA,NA,603,705,4379,3923,4379,3923
329,2012,769,NA,0.817,0.817,NA,NA,4204,4204,0,0.026,0.361,0.477,0.119,0.018,"SPS",NA,NA,623,818,4026,4135,4026,4135
329,2013,493,NA,0.847,0.847,NA,NA,3225,3225,0,0.027,0.495,0.406,0.066,0.006,"SPS",NA,NA,622,765,3889,4176,3889,4176
329,2014,1019,NA,0.6,0.6,NA,NA,2548,2548,0,0.0271,0.4943,0.4071,0.0657,0.0057,"SPS",NA,NA,651,841,3646,3839,3646,3839
329,2015,1113,1113,0.5782,0.5782,NA,NA,2639,2639,NA,0.021,0.183,0.643,0.143,0.01,"CAX",NA,NA,708,842,3482,3092,3482,3092
329,2016,942,942,0.7043,0.7043,NA,NA,3186,3186,NA,0.013,0.573,0.32,0.093,NA,"CAX",NA,NA,767,835,3492,3109,3492,3109
329,2017,469,469,NA,NA,NA,NA,1895,1895,NA,NA,NA,NA,NA,NA,"CAX",NA,NA,786,756,3311,2651,3311,2651
329,2018,402,402,NA,NA,NA,NA,1342,1342,NA,NA,NA,NA,NA,NA,"CAX",NA,667,745,726,3048,2225,3048,2225
33,2015,NA,382,NA,0.811,NA,NA,NA,2026,NA,NA,NA,NA,NA,NA,"CAX",NA,237,NA,NA,NA,4052,NA,NA
33,2016,NA,187,NA,0.757,NA,NA,NA,768,NA,NA,NA,NA,NA,NA,"CAX",226,226,NA,NA,3055,2905,NA,NA
33,2017,NA,186,NA,0.903,NA,NA,NA,1927,NA,NA,NA,NA,NA,NA,"CAX",219,230,NA,NA,2860,2265,NA,NA
330,1980,68,NA,0.93,0.93,NA,NA,974,974,0,0.011,0.362,0.477,0.15,0,"SPS",NA,NA,NA,59,NA,846,NA,846
330,1981,42,NA,0.93,0.93,NA,NA,603,603,0,0.011,0.362,0.477,0.15,0,"SPS",NA,NA,NA,55,NA,791,NA,791
330,1982,98,NA,0.93,0.93,NA,NA,1403,1403,0,0.011,0.362,0.477,0.15,0,"SPS",NA,NA,61,59,870,840,870,840
330,1983,54,NA,0.96,0.96,NA,NA,1362,1362,0,0.011,0.362,0.477,0.15,0,"SPS",NA,NA,60,52,928,827,928,827
330,1984,50,NA,0.99,0.99,NA,NA,4988,4988,0,0.011,0.362,0.477,0.15,0,"SPS",NA,NA,58,60,1145,1411,1145,1411
330,1985,81,NA,0.98,0.98,NA,NA,4030,4030,0,0.011,0.362,0.477,0.15,0,"SPS",NA,NA,61,62,1317,1875,1317,1875
330,1986,113,NA,0.97,0.97,NA,NA,3753,3753,0,0.011,0.362,0.477,0.15,0,"SPS",NA,NA,65,75,1462,2703,1462,2703
330,1987,36,NA,0.98,0.98,NA,NA,1823,1823,0,0.031,0.344,0.516,0.109,0,"SPS",NA,NA,60,62,1546,2848,1546,2848
330,1988,114,NA,0.89,0.89,NA,NA,1033,1033,0,0.014,0.5,0.4,0.086,0,"SPS",NA,NA,61,72,1493,2695,1493,2695
330,1989,91,NA,0.89,0.89,NA,NA,824,824,0,0.01,0.378,0.561,0.051,0,"SPS",NA,NA,69,81,1629,1880,1629,1880
330,1990,112,NA,0.84,0.84,NA,NA,699,699,0,0,0.34,0.515,0.144,0,"SPS",NA,NA,73,86,1576,1324,1576,1324
330,1991,91,NA,0.87,0.87,NA,NA,702,702,0,0.013,0.26,0.558,0.169,0,"SPS",NA,NA,79,82,1600,947,1600,947
330,1992,147,NA,0.84,0.84,NA,NA,916,916,0,0.025,0.509,0.365,0.101,0,"SPS",NA,NA,82,109,1533,825,1533,825
330,1993,25,NA,0.97,0.97,NA,NA,828,828,0,0,0.234,0.531,0.234,0,"SPS",NA,NA,76,81,1459,789,1459,789
330,1994,31,NA,0.92,0.92,NA,NA,385,385,0,0,0.309,0.436,0.255,0,"SPS",NA,NA,72,65,1129,678,1129,678
330,1995,31,NA,0.93,0.93,NA,NA,436,436,0,0,0.286,0.469,0.245,0,"SPS",NA,NA,66,50,904,617,904,617
330,1996,12,NA,0.92,0.92,NA,NA,145,145,0,0.016,0.46,0.413,0.111,0,"SPS",NA,NA,53,34,653,450,653,450
330,1997,21,NA,0.97,0.97,NA,NA,693,693,0,0.029,0.571,0.314,0.086,0,"SPS",NA,NA,50,23,593,426,593,426
330,1998,23,NA,0.98,0.98,NA,NA,1165,1165,0,0.029,0.571,0.314,0.086,0,"SPS",NA,NA,42,22,600,456,600,456
330,1999,38,NA,0.95,0.95,NA,NA,757,757,0,0.044,0.516,0.385,0.055,0,"SPS",NA,NA,39,23,595,522,595,522
330,2000,69,NA,0.93,0.93,NA,NA,986,986,0,0.008,0.508,0.413,0.071,0,"SPS",NA,NA,37,27,616,614,616,614
330,2001,106,NA,0.94,0.94,NA,NA,1760,1760,0,0.249,0.348,0.364,0.04,0,"SPS",NA,NA,38,42,675,1012,675,1012
330,2002,143,NA,0.97,0.97,NA,NA,4766,4766,0,0.027,0.549,0.384,0.04,0,"SPS",NA,NA,38,62,796,1488,796,1488
330,2003,146,NA,0.94,0.94,NA,NA,2434,2434,0,0.011,0.147,0.718,0.124,0,"SPS",NA,NA,45,90,886,1724,886,1724
330,2004,188,NA,0.92,0.92,NA,NA,2352,2352,0,0.088,0.695,0.195,0.022,0,"SPS",NA,NA,54,123,1062,2163,1062,2163
330,2005,144,NA,0.93,0.93,NA,NA,2058,2058,0,0.022,0.486,0.457,0.036,0,"SPS",NA,NA,63,143,1241,2506,1241,2506
330,2006,120,NA,0.92,0.92,NA,NA,1505,1505,0,0.011,0.333,0.608,0.048,0,"SPS",NA,NA,79,147,1568,2429,1568,2429
330,2007,103,NA,0.94,0.94,NA,NA,1724,1724,0,0.048,0.389,0.452,0.111,0,"SPS",NA,NA,92,137,1717,1982,1717,1982
330,2008,201,NA,0.87,0.87,NA,NA,1543,1543,0,0.052,0.608,0.308,0.024,0,"SPS",NA,NA,115,146,1766,1809,1766,1809
330,2009,172,NA,0.91,0.91,NA,NA,1908,1908,0,0.085,0.504,0.359,0.048,0.005,"SPS",NA,NA,133,144,1937,1735,1937,1735
330,2010,308,NA,0.91,0.91,NA,NA,3417,3417,0,0.009,0.317,0.575,0.092,0.007,"SPS",NA,NA,155,167,2194,1920,2194,1920
330,2011,285,NA,0.87,0.87,NA,NA,2194,2194,0,0.014,0.346,0.542,0.086,0.012,"SPS",NA,NA,171,199,2242,2070,2242,2070
330,2012,226,NA,0.91,0.91,NA,NA,2508,2508,0,0.026,0.361,0.477,0.119,0.018,"SPS",NA,NA,179,233,2103,2232,2103,2232
330,2013,153,NA,0.91,0.91,NA,NA,1703,1703,0,0.027,0.495,0.406,0.066,0.006,"SPS",NA,NA,180,221,2029,2276,2029,2276
330,2014,310,NA,0.77,0.77,NA,NA,1348,1348,0,0.03,0.49,0.41,0.07,0.01,"SPS",NA,NA,189,248,1919,2123,1919,2123
330,2015,330,330,0.758,0.758,NA,NA,1363,1363,NA,0.021,0.183,0.643,0.143,0.01,"CAX",NA,NA,205,252,1842,1767,1842,1767
330,2016,292,292,0.846,0.846,NA,NA,1890,1890,NA,0.013,0.573,0.32,0.093,NA,"CAX",NA,NA,224,253,1884,1715,1884,1715
330,2017,151,151,0.8688,0.8688,NA,NA,1143,1143,NA,NA,NA,NA,NA,NA,"CAX",NA,NA,233,233,1808,1465,1808,1465
330,2018,149,149,NA,NA,NA,NA,793,793,NA,NA,NA,NA,NA,NA,"CAX",NA,216,226,232,1692,1258,1692,1258
331,1981,84,NA,0.801,0.801,NA,NA,420,420,0,0.011,0.362,0.477,0.15,0,"SPS",NA,NA,NA,120,NA,534,NA,534
331,1982,192,NA,0.775,0.775,NA,NA,853,853,0,0.011,0.362,0.477,0.15,0,"SPS",NA,NA,NA,132,NA,586,NA,586
331,1983,288,NA,0.83,0.83,NA,NA,1692,1692,0,0.011,0.362,0.477,0.15,0,"SPS",NA,NA,150,150,699,685,699,685
331,1984,427,NA,0.924,0.924,NA,NA,5619,5619,0,0.011,0.362,0.477,0.15,0,"SPS",NA,NA,174,200,942,1228,942,1228
331,1985,482,NA,0.893,0.893,NA,NA,4507,4507,0,0.011,0.362,0.477,0.15,0,"SPS",NA,NA,198,249,1146,1727,1146,1727
331,1986,884,NA,0.85,0.85,NA,NA,5895,5895,0,0.011,0.362,0.477,0.15,0,"SPS",NA,NA,234,399,1374,2929,1374,2929
331,1987,777,NA,0.827,0.827,NA,NA,4493,4493,0,0.031,0.344,0.516,0.109,0,"SPS",NA,NA,264,527,1547,4083,1547,4083
331,1988,1417,NA,0.649,0.649,NA,NA,4036,4036,0,0.014,0.5,0.4,0.086,0,"SPS",NA,NA,330,725,1824,4859,1824,4859
331,1989,904,NA,0.648,0.648,NA,NA,2569,2569,0,0.01,0.378,0.561,0.051,0,"SPS",NA,NA,411,842,2258,4155,2258,4155
331,1990,848,NA,0.612,0.612,NA,NA,2186,2186,0,0,0.34,0.515,0.144,0,"SPS",NA,NA,485,943,2491,3595,2491,3595
331,1991,435,NA,0.672,0.672,NA,NA,1326,1326,0,0.013,0.26,0.558,0.169,0,"SPS",NA,NA,571,818,2795,2667,2795,2667
331,1992,801,NA,0.601,0.601,NA,NA,2008,2008,0,0.025,0.509,0.365,0.101,0,"SPS",NA,NA,659,823,3045,2271,3045,2271
331,1993,494,NA,0.844,0.844,NA,NA,3168,3168,0,0,0.234,0.531,0.234,0,"SPS",NA,NA,695,667,3242,2163,3242,2163
331,1994,272,NA,0.767,0.767,NA,NA,1167,1167,0,0,0.309,0.436,0.255,0,"SPS",NA,NA,665,525,2770,1847,2770,1847
331,1995,259,NA,0.852,0.852,NA,NA,1748,1748,0,0,0.286,0.469,0.245,0,"SPS",NA,NA,625,414,2520,1767,2520,1767
331,1996,344,NA,0.737,0.737,NA,NA,1307,1307,0,0.016,0.46,0.413,0.111,0,"SPS",NA,NA,568,395,2168,1762,2168,1762
331,1997,242,NA,0.486,0.486,NA,NA,471,471,0,0.029,0.571,0.314,0.086,0,"SPS",NA,NA,506,311,1730,1318,1730,1318
331,1998,252,NA,0.582,0.582,NA,NA,604,604,0,0.029,0.571,0.314,0.086,0,"SPS",NA,NA,426,272,1431,946,1431,946
331,1999,239,NA,0.307,0.307,NA,NA,345,345,0,0.044,0.516,0.385,0.055,0,"SPS",NA,NA,373,265,1170,742,1170,742
331,2000,355,NA,0.661,0.661,NA,NA,1048,1048,0,0.008,0.508,0.413,0.071,0,"SPS",NA,NA,342,282,1087,669,1087,669
