"NMFS_POPID","SPAWNINGYEAR","NOSAIJ","NOSAEJ","PHOSIJ","PHOSEJ","NOSJF","HOSJF","TSAIJ","TSAEJ","AGE2PROP","AGE3PROP","AGE4PROP","AGE5PROP","AGE6PROP","AGE7PROP","ext_datasource","NOSAEJ_10yrGeomean","NOSAEJ_5yrGeomean","NOSAIJ_10yrGeomean","NOSAIJ_5yrGeomean","TSAEJ_10yrGeomean","TSAEJ_5yrGeomean","TSAIJ_10yrGeomean","TSAIJ_5yrGeomean"
14,1971,NA,NA,NA,NA,0.349,0.349,2142,1394,0.02,0.349,0.599,0.031,0,NA,"SPS",NA,NA,NA,NA,360,344,594,543
14,1972,NA,NA,NA,NA,0.207,0.207,534,423,0.063,0.207,0.663,0.067,0,NA,"SPS",NA,NA,NA,NA,366,367,587,573
14,1973,NA,NA,NA,NA,0.343,0.343,210,138,0.034,0.343,0.476,0.148,0,NA,"SPS",NA,NA,NA,NA,332,359,530,553
14,1974,NA,NA,NA,NA,0.271,0.271,420,306,0.028,0.271,0.603,0.098,0,NA,"SPS",NA,NA,NA,NA,335,377,509,581
14,1975,NA,NA,NA,NA,0.322,0.322,581,394,0.055,0.322,0.498,0.125,0,NA,"SPS",NA,NA,NA,NA,315,397,487,567
14,1976,NA,NA,NA,NA,0.365,0.365,325,206,0.071,0.365,0.46,0.105,0,NA,"SPS",NA,NA,NA,NA,305,271,460,389
14,1977,NA,NA,NA,NA,0.376,0.376,568,354,0.06,0.376,0.474,0.091,0,NA,"SPS",NA,NA,NA,NA,310,261,475,394
14,1978,NA,NA,NA,NA,0.191,0.191,687,556,0.29,0.191,0.447,0.071,0,NA,"SPS",NA,NA,NA,NA,352,345,526,499
14,1979,NA,NA,NA,NA,0.297,0.297,716,503,0.12,0.297,0.45,0.133,0,NA,"SPS",NA,NA,NA,NA,379,381,568,555
14,1980,311,271,0,0,0.129,0.129,311,271,0.409,0.129,0.394,0.068,0,NA,"SPS",NA,NA,NA,NA,374,354,527,490
14,1981,397,362,0,0,0.089,0.089,397,362,0.094,0.089,0.687,0.13,0,NA,"SPS",NA,NA,NA,NA,327,396,445,510
14,1982,240,162,0,0,0.324,0.324,240,162,0.306,0.324,0.355,0.014,0,NA,"SPS",NA,NA,NA,NA,297,339,411,429
14,1983,305,273,0,0,0.105,0.105,305,273,0.087,0.105,0.704,0.105,0,NA,"SPS",NA,257,NA,308,318,294,427,365
14,1984,192,175,0,0,0.089,0.089,192,175,0.071,0.089,0.768,0.071,0,NA,"SPS",NA,238,NA,280,301,238,395,280
14,1985,540,426,0,0,0.211,0.211,540,426,0.174,0.211,0.462,0.153,0,NA,"SPS",262,260,313,313,303,260,392,313
14,1986,389,236,0,0,0.393,0.393,389,236,0.126,0.393,0.411,0.07,0,NA,"SPS",258,239,323,312,307,239,399,312
14,1987,135,102,0,0,0.241,0.241,135,102,0.139,0.241,0.443,0.177,0,NA,"SPS",230,218,289,278,272,218,345,278
14,1988,427,366,0,0,0.143,0.143,427,366,0.101,0.143,0.582,0.173,0,NA,"SPS",242,231,302,297,260,231,329,297
14,1989,461,396,0.22,0.22,0.14,0.14,591,508,0.043,0.14,0.384,0.433,0,NA,"SPS",254,272,315,354,261,286,323,372
14,1990,342,278,0,0,0.187,0.187,342,278,0.045,0.187,0.303,0.245,0.22,NA,"SPS",255,250,318,323,261,262,326,340
14,1991,230,157,0,0,0.317,0.317,230,157,0.079,0.317,0.317,0.237,0.05,NA,"SPS",234,230,301,291,240,242,309,306
14,1992,202,170,0,0,0.157,0.157,202,170,0.056,0.157,0.694,0.093,0,NA,"SPS",236,255,296,316,242,268,304,332
14,1993,156,119,0,0,0.238,0.238,156,119,0.071,0.238,0.488,0.202,0,NA,"SPS",217,204,277,258,222,214,284,271
14,1994,395,371,0,0,0.061,0.061,395,371,0.251,0.061,0.521,0.167,0,NA,"SPS",234,201,298,250,240,201,305,250
14,1995,200,168,0,0,0.162,0.162,200,168,0.099,0.162,0.261,0.477,0,NA,"SPS",213,182,270,225,218,182,276,225
14,1996,334,270,0,0,0.192,0.192,334,270,0.012,0.192,0.701,0.096,0,NA,"SPS",216,202,265,242,221,202,272,242
14,1997,307,300,0,0,0.022,0.022,307,300,0,0.022,0.62,0.359,0,NA,"SPS",240,227,288,263,247,227,295,263
14,1998,104,53,0,0,0.491,0.491,104,53,0.055,0.491,0.236,0.218,0,NA,"SPS",198,193,250,243,203,193,257,243
14,1999,217,119,0,0,0.45,0.45,217,119,0.027,0.45,0.423,0.099,0,NA,"SPS",176,154,232,215,176,154,232,215
14,2000,304,259,0,0,0.149,0.149,304,259,0.056,0.149,0.646,0.149,0,NA,"SPS",175,168,229,234,175,168,229,234
14,2001,368,221,0.3,0.3,0.399,0.399,526,316,0.006,0.399,0.566,0.029,0,NA,"SPS",181,161,240,239,187,173,249,256
14,2002,998,802,0.23,0.23,0.196,0.196,1296,1042,0.05,0.196,0.673,0.08,0.001,NA,"SPS",211,196,282,302,224,222,300,342
14,2003,700,586,0.02,0.02,0.163,0.163,714,598,0.019,0.163,0.612,0.205,0,NA,"SPS",247,317,328,442,264,360,349,503
14,2004,NA,NA,NA,NA,0.06,0.06,886,833,0.035,0.06,0.715,0.185,0.004,NA,"SPS",236,405,321,529,286,532,379,666
14,2005,598,523,0,0,0.126,0.126,598,523,0.015,0.126,0.409,0.431,0.02,0,"SPS",268,483,363,626,320,612,423,763
14,2006,NA,NA,NA,NA,0.14,0.14,427,367,0.05,0.14,0.62,0.19,0.007,0,"SPS",268,NA,366,NA,330,630,433,731
14,2007,NA,NA,NA,NA,0.31,0.31,237,164,0.03,0.31,0.4,0.26,0,0,"SPS",264,NA,376,NA,311,436,422,521
14,2008,NA,NA,NA,NA,0.36,0.36,379,243,0.03,0.36,0.51,0.11,0,0,"SPS",345,NA,465,NA,362,364,480,459
14,2009,NA,NA,NA,NA,0.16,0.16,596,501,0.06,0.16,0.75,0.03,0,0,"SPS",NA,NA,NA,NA,418,329,531,424
14,2010,378,249,0.113,0.113,0.34,0.34,426,281,0,0.34,0.472,0.188,0,NA,"SPS",NA,NA,NA,NA,421,290,550,396
14,2011,827,NA,0.049,0.049,NA,NA,870,NA,NA,NA,NA,NA,0,NA,"SPS",NA,NA,NA,NA,435,274,578,457
14,2012,543,NA,0.041,0.041,NA,NA,566,NA,NA,NA,NA,NA,0,NA,"SPS",NA,NA,NA,NA,390,NA,532,543
14,2013,1441,NA,0.0639999999999999,0.0639999999999999,NA,NA,1540,NA,NA,NA,NA,NA,0,NA,"SPS",NA,NA,NA,703,367,NA,574,719
14,2014,856,783,0.091,0.091,0.085,0.085,942,862,NA,0.085,0.673,0.241,0,NA,"SPS",NA,NA,707,731,369,NA,578,788
14,2015,NA,3466,NA,0.547,NA,NA,NA,7653,NA,NA,NA,NA,NA,NA,"CAX",NA,NA,NA,863,541,NA,576,919
14,2016,NA,2211,NA,0.544,NA,NA,NA,4854,NA,NA,NA,NA,NA,NA,"CAX",NA,NA,NA,NA,783,NA,598,NA
14,2017,NA,1994,NA,0.473,NA,NA,NA,3781,NA,NA,NA,NA,NA,NA,"CAX",NA,1860,NA,NA,1225,3317,682,NA
140,2013,634,634,0.08,0.08,NA,NA,689,689,NA,1,NA,NA,NA,NA,"CAX",NA,839,NA,839,NA,943,NA,943
140,2014,2239,2239,0.12,0.12,NA,NA,2551,2551,NA,1,NA,NA,NA,NA,"CAX",NA,1021,NA,1021,NA,1150,NA,1150
143,2008,69,NA,0.289,0.289,NA,NA,97,97,0,1,0,0,0,0,"SPS",NA,NA,NA,273,NA,471,NA,471
143,2009,65,NA,0,0,NA,NA,65,65,0,1,0,0,0,0,"SPS",NA,NA,194,205,325,317,325,317
143,2010,224,NA,0.853,0.853,NA,NA,1521,1521,0,1,0,0,0,0,"SPS",NA,NA,198,145,405,292,405,292
143,2011,232,NA,0.688,0.688,NA,NA,743,743,0,1,0,0,0,0,"SPS",NA,NA,202,132,437,294,437,294
143,2012,169,NA,0.777,0.777,NA,NA,759,759,0,1,0,0,0,0,"SPS",NA,NA,205,132,478,352,478,352
143,2013,889,NA,0.444,0.444,NA,NA,1599,1599,0,1,0,0,0,0,"SPS",NA,NA,242,219,547,617,547,617
143,2014,42,42,0.759,0.759,NA,NA,174,174,0,1,NA,NA,NA,NA,"CAX",NA,NA,203,201,488,751,488,751
143,2015,4,4,0.636,0.636,NA,NA,11,11,0,1,NA,NA,NA,NA,"CAX",NA,NA,114,90,286,280,286,280
143,2016,57,57,0.65,0.65,NA,NA,163,163,0,1,NA,NA,NA,NA,"CAX",NA,NA,95,68,247,207,247,207
143,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CAX",NA,NA,89,54,241,149,241,149
144,2014,4257,4257,0,0,NA,NA,4257,4257,NA,1,NA,NA,NA,NA,"CAX",NA,2282,NA,2282,NA,2569,NA,2569
144,2015,1348,1348,0,0,NA,NA,1348,1348,NA,1,NA,NA,NA,NA,"CAX",NA,2054,NA,2054,NA,2258,NA,2258
145,1960,NA,NA,NA,NA,NA,NA,1670,1670,0,1,0,0,0,0,"SPS",NA,NA,NA,NA,NA,315,NA,315
145,1961,NA,NA,NA,NA,NA,NA,1733,1733,0,1,0,0,0,0,"SPS",NA,NA,NA,NA,NA,443,NA,443
145,1962,NA,NA,NA,NA,NA,NA,1458,1458,0,1,0,0,0,0,"SPS",NA,NA,NA,NA,541,624,541,624
145,1963,NA,NA,NA,NA,NA,NA,2199,2199,0,1,0,0,0,0,"SPS",NA,NA,NA,NA,661,912,661,912
145,1964,NA,NA,NA,NA,NA,NA,1126,1126,0,1,0,0,0,0,"SPS",NA,NA,NA,NA,706,1599,706,1599
145,1965,NA,NA,NA,NA,NA,NA,1018,1018,0,1,0,0,0,0,"SPS",NA,NA,NA,NA,736,1448,736,1448
145,1966,NA,NA,NA,NA,NA,NA,229,229,0,1,0,0,0,0,"SPS",NA,NA,NA,NA,655,966,655,966
145,1967,NA,NA,NA,NA,NA,NA,669,669,0,1,0,0,0,0,"SPS",NA,NA,NA,NA,718,827,718,827
145,1968,NA,NA,NA,NA,NA,NA,1281,1281,0,1,0,0,0,0,"SPS",NA,NA,NA,NA,823,742,823,742
145,1969,NA,NA,NA,NA,NA,NA,716,716,0,1,0,0,0,0,"SPS",NA,NA,NA,NA,1041,678,1041,678
145,1974,548,NA,0,0,NA,NA,548,548,0,1,0,0,0,0,"SPS",NA,NA,NA,NA,654,NA,654,NA
145,1975,619,NA,0,0,NA,NA,619,619,0,1,0,0,0,0,"SPS",NA,NA,NA,NA,602,NA,602,NA
145,1976,642,NA,0,0,NA,NA,642,642,0,1,0,0,0,0,"SPS",NA,NA,NA,NA,715,NA,715,NA
145,1977,91,NA,0,0,NA,NA,91,91,0,1,0,0,0,0,"SPS",NA,NA,NA,375,513,375,513,375
145,1978,407,NA,0,0,NA,NA,407,407,0,1,0,0,0,0,"SPS",NA,NA,NA,381,424,381,424,381
145,1979,367,NA,0,0,NA,NA,367,367,0,1,0,0,0,0,"SPS",NA,NA,379,352,379,352,379,352
145,1980,912,NA,0.57,0.57,NA,NA,2122,2122,0,1,0,0,0,0,"SPS",NA,NA,430,380,485,450,485,450
145,1981,646,NA,0.35,0.35,NA,NA,994,994,0,1,0,0,0,0,"SPS",NA,NA,452,381,530,491,530,491
145,1982,725,NA,0.56,0.56,NA,NA,1648,1648,0,1,0,0,0,0,"SPS",NA,NA,476,577,601,877,601,877
145,1983,745,NA,0,0,NA,NA,745,745,0,1,0,0,0,0,"SPS",NA,NA,498,651,614,990,614,990
145,1984,768,NA,0.51,0.51,NA,NA,1568,1568,0,1,0,0,0,0,"SPS",NA,NA,515,754,683,1323,683,1323
145,1985,1465,NA,0.29,0.29,NA,NA,2063,2063,0,1,0,0,0,0,"SPS",NA,NA,562,829,770,1316,770,1316
145,1986,1560,NA,0.39,0.39,NA,NA,2558,2558,0,1,0,0,0,0,"SPS",NA,NA,614,989,884,1590,884,1590
145,1987,1204,NA,0,0,NA,NA,1204,1204,0,1,0,0,0,0,"SPS",NA,NA,795,1095,1144,1493,1144,1493
145,1988,1507,NA,0,0,NA,NA,1507,1507,0,1,0,0,0,0,"SPS",NA,NA,906,1261,1304,1719,1304,1719
145,1989,2182,NA,0,0,NA,NA,2182,2182,0,1,0,0,0,0,"SPS",NA,NA,1083,1554,1559,1837,1559,1837
145,1990,376,NA,0,0,NA,NA,376,376,0,1,0,0,0,0,"SPS",NA,NA,991,1184,1311,1307,1311,1307
145,1991,1491,NA,0,0,NA,NA,1491,1491,0,1,0,0,0,0,"SPS",NA,NA,1077,1173,1366,1173,1366,1173
145,1992,790,NA,0,0,NA,NA,790,790,0,1,0,0,0,0,"SPS",NA,NA,1087,1078,1269,1078,1269,1078
145,1993,193,NA,0,0,NA,NA,193,193,0,1,0,0,0,0,"SPS",NA,NA,949,715,1108,715,1108,715
145,1994,601,NA,0,0,NA,NA,601,601,0,1,0,0,0,0,"SPS",NA,NA,926,552,1007,552,1007,552
145,1995,697,NA,0,0,NA,NA,697,697,0,1,0,0,0,0,"SPS",NA,NA,860,625,904,625,904,625
145,1996,180,NA,0,0,NA,NA,180,180,0,1,0,0,0,0,"SPS",NA,NA,693,409,693,409,693,409
145,1997,116,NA,0,0,NA,NA,116,116,0,1,0,0,0,0,"SPS",NA,NA,548,279,548,279,548,279
145,1998,261,NA,0,0,NA,NA,261,261,0,1,0,0,0,0,"SPS",NA,NA,460,296,460,296,460,296
145,1999,162,NA,0,0,NA,NA,162,162,0,1,0,0,0,0,"SPS",NA,NA,355,228,355,228,355,228
145,2000,730,NA,0,0,NA,NA,730,730,0,1,0,0,0,0,"SPS",NA,NA,379,230,379,230,379,230
145,2001,1176,NA,0,0,NA,NA,1176,1176,0,1,0,0,0,0,"SPS",NA,NA,370,335,370,335,370,335
145,2002,382,NA,0.574,0.574,NA,NA,897,897,0,1,0,0,0,0,"SPS",NA,NA,344,425,375,504,375,504
145,2003,1348,NA,0,0,NA,NA,1348,1348,0,1,0,0,0,0,"SPS",NA,NA,418,590,455,700,455,700
145,2004,1213,NA,0.095,0.095,NA,NA,1340,1340,0,1,0,0,0,0,"SPS",NA,NA,449,883,493,1068,493,1068
145,2005,856,NA,0,0,NA,NA,856,856,0,1,0,0,0,0,"SPS",NA,NA,458,911,504,1103,504,1103
145,2007,687,NA,0.088,0.088,NA,NA,753,753,0,1,0,0,0,0,"SPS",NA,NA,619,990,695,1039,695,1039
145,2008,1277,NA,0,0,NA,NA,1277,1277,0,1,0,0,0,0,"SPS",NA,NA,738,977,829,1025,829,1025
145,2009,1494,NA,0.104,0.104,NA,NA,1667,1667,0,1,0,0,0,0,"SPS",NA,NA,945,1029,1074,1082,1074,1082
145,2010,901,NA,0.124,0.124,NA,NA,1029,1029,0,1,0,0,0,0,"SPS",NA,NA,967,1042,1116,1133,1116,1133
145,2011,3493,NA,0.084,0.084,NA,NA,3813,3813,0,1,0,0,0,0,"SPS",NA,NA,1092,1328,1272,1445,1272,1445
145,2012,1164,NA,0.028,0.028,NA,NA,1198,1198,0,1,0,0,0,0,"SPS",NA,NA,1236,1475,1314,1585,1314,1585
145,2013,667,NA,0.118,0.118,NA,NA,756,756,0,1,0,0,0,0,"SPS",NA,NA,1143,1296,1232,1427,1232,1427
145,2014,5942,5942,0.028,0.028,NA,NA,6111,6111,0,1,NA,NA,NA,NA,"CAX",NA,NA,1364,1708,1458,1851,1458,1851
145,2015,443,443,0.045,0.045,NA,NA,464,464,0,1,NA,NA,NA,NA,"CAX",NA,NA,1267,1482,1362,1578,1362,1578
145,2016,939,939,0.032,0.032,NA,NA,970,970,0,1,NA,NA,NA,NA,"CAX",NA,NA,1230,1139,1317,1200,1317,1200
145,2017,2384,2384,0,0,NA,NA,2384,2384,0,1,NA,NA,NA,NA,"CAX",NA,1558,1393,1315,1478,1377,1478,1377
146,2005,348,NA,0,0,NA,NA,348,348,0,1,0,0,0,0,"SPS",NA,NA,NA,459,NA,481,NA,481
146,2006,719,NA,0.051,0.051,NA,NA,758,758,0,1,0,0,0,0,"SPS",NA,NA,NA,502,NA,527,NA,527
146,2007,375,NA,0,0,NA,NA,375,375,0,1,0,0,0,0,"SPS",NA,NA,478,474,498,497,498,497
146,2008,292,NA,0,0,NA,NA,292,292,0,1,0,0,0,0,"SPS",NA,NA,446,460,461,473,461,473
146,2009,778,NA,0,0,NA,NA,778,778,0,1,0,0,0,0,"SPS",NA,NA,478,463,492,468,492,468
146,2010,1960,NA,0,0,NA,NA,1960,1960,0,1,0,0,0,0,"SPS",NA,NA,559,654,574,661,574,661
146,2011,298,NA,0,0,NA,NA,298,298,0,1,0,0,0,0,"SPS",NA,NA,525,549,538,549,538,549
146,2012,210,NA,0,0,NA,NA,210,210,0,1,0,0,0,0,"SPS",NA,NA,481,489,493,489,493,489
146,2013,979,NA,0,0,NA,NA,979,979,0,1,0,0,0,0,"SPS",NA,NA,535,622,543,622,543,622
146,2014,1587,1587,0,0,NA,NA,1587,1587,0,1,NA,NA,NA,NA,"CAX",NA,NA,577,718,580,718,580,718
146,2015,487,487,0,0,NA,NA,487,487,0,1,NA,NA,NA,NA,"CAX",NA,NA,596,543,599,543,599,543
146,2016,1200,1200,0.034,0.034,NA,NA,1242,1242,0,1,NA,NA,NA,NA,"CAX",NA,NA,628,718,630,723,630,723
146,2017,386,386,0.02,0.02,NA,NA,394,394,0,1,NA,NA,NA,NA,"CAX",NA,774,629,811,633,820,633,820
147,2013,3349,3349,0.14,0.14,NA,NA,3907,3907,NA,1,NA,NA,NA,NA,"CAX",NA,1506,NA,1506,NA,1838,NA,1838
147,2014,10960,10960,0.19,0.19,NA,NA,13536,13536,NA,1,NA,NA,NA,NA,"CAX",NA,2239,NA,2239,NA,2740,NA,2740
147,2015,1537,1537,0.53,0.53,NA,NA,3278,3278,NA,1,NA,NA,NA,NA,"CAX",2103,2245,2103,2245,2823,3049,2823,3049
148,1999,NA,NA,NA,NA,NA,NA,6773,6773,0,1,0,0,0,0,"SPS",NA,NA,NA,NA,NA,3453,NA,3453
148,2000,NA,NA,NA,NA,NA,NA,8985,8985,0,1,0,0,0,0,"SPS",NA,NA,NA,NA,NA,4181,NA,4181
148,2001,NA,NA,NA,NA,NA,NA,27170,27170,0,1,0,0,0,0,"SPS",NA,NA,NA,NA,5711,7186,5711,7186
148,2002,NA,NA,NA,NA,NA,NA,18379,18379,0,1,0,0,0,0,"SPS",NA,NA,NA,NA,6749,9939,6749,9939
148,2003,NA,NA,NA,NA,NA,NA,7348,7348,0,1,0,0,0,0,"SPS",NA,NA,NA,NA,6821,11743,6821,11743
148,2004,NA,NA,NA,NA,NA,NA,12958,12958,0,1,0,0,0,0,"SPS",NA,NA,NA,NA,7325,13370,7325,13370
148,2005,NA,NA,NA,NA,NA,NA,8591,8591,0,1,0,0,0,0,"SPS",NA,NA,NA,NA,7443,13251,7443,13251
148,2006,NA,NA,NA,NA,NA,NA,2366,2366,0,1,0,0,0,0,"SPS",NA,NA,NA,NA,7645,8132,7645,8132
148,2007,NA,NA,NA,NA,NA,NA,2411,2411,0,1,0,0,0,0,"SPS",NA,NA,NA,NA,7338,5417,7338,5417
148,2008,NA,NA,NA,NA,NA,NA,2806,2806,0,1,0,0,0,0,"SPS",NA,NA,NA,NA,7244,4469,7244,4469
148,2009,NA,NA,NA,NA,NA,NA,4382,4382,0,1,0,0,0,0,"SPS",NA,NA,NA,NA,6935,3598,6935,3598
148,2010,NA,NA,NA,NA,NA,NA,4624,4624,0,1,0,0,0,0,"SPS",NA,NA,NA,NA,6490,3178,6490,3178
148,2011,NA,NA,NA,NA,NA,NA,8216,8216,0,1,0,0,0,0,"SPS",NA,NA,NA,NA,5758,4077,5758,4077
148,2012,NA,NA,NA,NA,NA,NA,6222,6222,0,1,0,0,0,0,"SPS",NA,NA,NA,NA,5167,4928,5167,4928
148,2013,NA,NA,NA,NA,NA,NA,8365,8365,0,1,0,0,0,0,"SPS",NA,NA,NA,NA,5234,6131,5234,6131
148,2014,9073,9073,0.394,0.394,NA,NA,14972,14972,NA,1,NA,NA,NA,NA,"CAX",NA,NA,NA,NA,5311,7839,5311,7839
148,2015,1392,1392,0.588,0.588,NA,NA,3379,3379,NA,1,NA,NA,NA,NA,"CAX",NA,NA,NA,NA,4837,7362,4837,7362
148,2016,2666,2666,0.692,0.692,NA,NA,8646,8646,NA,1,NA,NA,NA,NA,"CAX",NA,NA,NA,NA,5507,7438,5507,7438
148,2017,5272,5272,0.535,0.535,NA,NA,11331,11331,NA,1,NA,NA,NA,NA,"CAX",NA,3650,NA,3650,6428,8385,6428,8385
149,1999,NA,NA,NA,NA,NA,NA,27010,27010,0,1,0,0,0,0,"SPS",NA,NA,NA,NA,NA,6199,NA,6199
149,2000,NA,NA,NA,NA,NA,NA,32619,32619,0,1,0,0,0,0,"SPS",NA,NA,NA,NA,NA,8640,NA,8640
149,2001,NA,NA,NA,NA,NA,NA,39862,39862,0,1,0,0,0,0,"SPS",NA,NA,NA,NA,11148,16360,11148,16360
149,2002,NA,NA,NA,NA,NA,NA,62537,62537,0,1,0,0,0,0,"SPS",NA,NA,NA,NA,14262,28302,14262,28302
149,2003,NA,NA,NA,NA,NA,NA,28683,28683,0,1,0,0,0,0,"SPS",NA,NA,NA,NA,15564,36296,15564,36296
149,2004,NA,NA,NA,NA,NA,NA,33359,33359,0,1,0,0,0,0,"SPS",NA,NA,NA,NA,16940,37862,16940,37862
149,2005,NA,NA,NA,NA,NA,NA,28091,28091,0,1,0,0,0,0,"SPS",NA,NA,NA,NA,17819,36747,17819,36747
149,2006,NA,NA,NA,NA,NA,NA,31060,31060,0,1,0,0,0,0,"SPS",NA,NA,NA,NA,23915,34958,23915,34958
149,2007,NA,NA,NA,NA,NA,NA,9455,9455,0,1,0,0,0,0,"SPS",NA,NA,NA,NA,26040,23958,26040,23958
149,2008,NA,NA,NA,NA,NA,NA,18554,18554,0,1,0,0,0,0,"SPS",NA,NA,NA,NA,28232,21959,28232,21959
149,2009,NA,NA,NA,NA,NA,NA,21913,21913,0,1,0,0,0,0,"SPS",NA,NA,NA,NA,27648,20189,27648,20189
149,2010,NA,NA,NA,NA,NA,NA,21608,21608,0,1,0,0,0,0,"SPS",NA,NA,NA,NA,26532,19157,26532,19157
149,2011,NA,NA,NA,NA,NA,NA,15049,15049,0,1,0,0,0,0,"SPS",NA,NA,NA,NA,24069,16572,24069,16572
149,2012,NA,NA,NA,NA,NA,NA,4015,4015,0,1,0,0,0,0,"SPS",NA,NA,NA,NA,18290,13963,18290,13963
149,2013,NA,NA,NA,NA,NA,NA,7974,7974,0,1,0,0,0,0,"SPS",NA,NA,NA,NA,16093,11793,16093,11793
149,2014,6923,6923,0.784,0.784,NA,NA,32070,32070,NA,1,NA,NA,NA,NA,"CAX",NA,NA,NA,NA,16029,12727,16029,12727
149,2015,381,381,0.726,0.726,NA,NA,1393,1393,NA,1,NA,NA,NA,NA,"CAX",NA,NA,NA,NA,11870,7355,11870,7355
15,1967,NA,NA,NA,NA,0.254,0.254,5487,4093,0.063,0.254,0.636,0.047,0,NA,"SPS",NA,NA,NA,NA,NA,2838,NA,4719
15,1968,NA,NA,NA,NA,0.376,0.376,2303,1437,0.052,0.376,0.445,0.128,0,NA,"SPS",NA,NA,NA,NA,NA,2477,NA,4088
15,1969,NA,NA,NA,NA,0.275,0.275,4260,3088,0.104,0.275,0.552,0.069,0,NA,"SPS",NA,NA,NA,NA,2570,2880,4116,4299
15,1970,NA,NA,NA,NA,0.535,0.535,9706,4513,0.072,0.535,0.344,0.049,0,NA,"SPS",NA,NA,NA,NA,2785,2848,4653,4781
15,1971,NA,NA,NA,NA,0.349,0.349,22758,14815,0.02,0.349,0.599,0.031,0,NA,"SPS",NA,NA,NA,NA,3432,4139,5674,6532
15,1972,NA,NA,NA,NA,0.207,0.207,21027,16674,0.063,0.207,0.663,0.067,0,NA,"SPS",NA,NA,NA,NA,4091,5481,6563,8545
15,1973,NA,NA,NA,NA,0.209,0.209,8390,6636,0.042,0.209,0.437,0.302,0.009,NA,"SPS",NA,NA,NA,NA,4294,7443,6726,11067
15,1974,NA,NA,NA,NA,0.115,0.115,7566,6696,0.043,0.115,0.655,0.178,0.009,NA,"SPS",NA,NA,NA,NA,5002,8689,7306,12414
15,1975,NA,NA,NA,NA,0.14,0.14,4766,4099,0.097,0.14,0.434,0.322,0.006,NA,"SPS",NA,NA,NA,NA,4927,8524,7175,10768
15,1976,NA,NA,NA,NA,0.294,0.294,3726,2631,0.015,0.294,0.485,0.196,0.01,NA,"SPS",NA,NA,NA,NA,4997,6033,6998,7498
15,1977,1518,1471,0.74,0.74,0.031,0.031,5837,5656,0.133,0.031,0.684,0.147,0.004,NA,"SPS",NA,NA,NA,NA,5161,4860,7042,5803
15,1978,830,427,0.74,0.74,0.486,0.486,3192,1641,0.007,0.486,0.13,0.372,0.006,NA,"SPS",NA,NA,NA,NA,5230,3675,7276,4783
15,1979,2146,2124,0.74,0.74,0.01,0.01,8253,8170,0.063,0.01,0.889,0.031,0.006,NA,"SPS",NA,NA,NA,NA,5764,3824,7773,4867
15,1980,629,444,0.74,0.74,0.294,0.294,2418,1707,0.029,0.294,0.056,0.62,0.002,NA,"SPS",NA,877,NA,1142,5230,3210,6764,4249
15,1981,1038,966,0.74,0.74,0.069,0.069,3991,3716,0.077,0.069,0.817,0.02,0.016,NA,"SPS",NA,894,NA,1120,4555,3439,5684,4308
15,1982,786,573,0.74,0.74,0.271,0.271,3024,2204,0.021,0.271,0.278,0.429,0.001,NA,"SPS",830,741,1056,982,3720,2848,4682,3777
15,1983,950,904,0.74,0.74,0.048,0.048,3654,3479,0.12,0.048,0.724,0.097,0.011,NA,"SPS",841,861,1040,1009,3488,3310,4308,3881
15,1984,670,397,0.74,0.74,0.407,0.407,2577,1528,0.037,0.407,0.186,0.366,0.004,NA,"SPS",765,615,985,799,3009,2367,3868,3075
15,1985,1118,1048,0.74,0.74,0.063,0.063,4300,4029,0.096,0.063,0.787,0.047,0.007,NA,"SPS",793,731,999,897,3003,2811,3829,3450
15,1986,580,406,0.74,0.74,0.299,0.299,2229,1563,0.11,0.299,0.223,0.366,0.002,NA,"SPS",741,614,946,798,2851,2364,3637,3070
15,1987,1542,1229,0.74,0.74,0.203,0.203,5930,4726,0.097,0.203,0.631,0.061,0.007,NA,"SPS",728,716,947,914,2800,2753,3643,3513
15,1988,2002,1552,0.74,0.74,0.225,0.225,7700,5968,0.02,0.225,0.536,0.218,0.002,NA,"SPS",828,797,1034,1060,3186,3067,3978,4078
15,1989,1877,1774,0.74,0.74,0.055,0.055,7220,6823,0.019,0.055,0.702,0.218,0.006,NA,"SPS",814,1076,1021,1303,3129,4137,3925,5011
15,1990,701,635,0.74,0.74,0.095,0.095,2698,2442,0.054,0.095,0.313,0.526,0.012,NA,"SPS",843,973,1032,1187,3243,3743,3968,4565
15,1991,667,503,0.74,0.74,0.246,0.246,2567,1936,0.024,0.246,0.492,0.212,0.026,NA,"SPS",790,1016,987,1221,3039,3907,3797,4696
15,1992,698,656,0.74,0.74,0.059,0.059,2683,2525,0.076,0.059,0.682,0.178,0.006,NA,"SPS",801,896,976,1042,3080,3446,3752,4007
15,1993,133,93,0.94,0.94,0.298,0.298,2218,1557,0.031,0.298,0.264,0.4,0.008,NA,"SPS",638,510,801,606,2842,2634,3569,3124
15,1994,477,448,0.81,0.81,0.061,0.061,2512,2359,0.18,0.061,0.673,0.078,0.008,NA,"SPS",646,387,775,460,2969,2130,3560,2529
15,1995,290,183,0.87,0.87,0.368,0.368,2231,1410,0.281,0.368,0.143,0.206,0.002,NA,"SPS",542,302,677,386,2673,1908,3334,2435
