"NMFS_POPID","SPAWNINGYEAR","NOSAEJ_10yrGeomean","NOSAEJ_5yrGeomean","NOSAIJ_10yrGeomean","NOSAIJ_5yrGeomean","TSAEJ_10yrGeomean","TSAEJ_5yrGeomean","TSAIJ_10yrGeomean","TSAIJ_5yrGeomean"
92,2008,51,37,52,39,51,37,52,39
92,2009,50,47,52,49,50,47,52,49
92,2010,64,63,66,65,64,63,66,65
92,2011,68,77,71,82,68,77,71,82
92,2012,58,73,61,77,58,73,61,77
92,2013,52,71,57,84,52,71,57,84
92,2014,67,97,74,112,67,97,74,112
92,2015,78,98,86,113,78,98,86,113
92,2016,76,76,84,86,76,76,84,86
92,2017,60,50,67,59,60,50,67,59
93,1960,NA,NA,NA,1302,NA,NA,NA,1302
93,1961,NA,NA,1319,1354,NA,NA,1319,1354
93,1962,NA,NA,1238,977,NA,NA,1238,977
93,1963,NA,NA,1078,840,NA,NA,1078,840
93,1964,NA,NA,1064,853,NA,NA,1064,853
93,1965,NA,NA,975,773,NA,NA,975,773
93,1966,NA,NA,994,730,NA,NA,994,730
93,1967,NA,NA,842,725,NA,NA,842,725
93,1968,NA,NA,767,700,NA,NA,767,700
93,1969,NA,NA,773,700,NA,NA,773,700
93,1970,NA,NA,795,817,NA,NA,795,817
93,1971,NA,NA,647,574,NA,NA,647,574
93,1972,NA,NA,598,493,NA,NA,598,493
93,1973,NA,NA,601,516,NA,NA,601,516
93,1974,NA,NA,538,414,NA,NA,538,414
93,1975,NA,NA,555,377,NA,NA,555,377
93,1976,NA,NA,488,415,NA,NA,488,415
93,1977,NA,NA,444,399,NA,NA,444,399
93,1978,NA,NA,456,391,NA,NA,456,391
93,1979,NA,NA,412,NA,NA,NA,412,NA
93,1980,NA,NA,386,NA,NA,NA,386,NA
93,1981,NA,NA,462,NA,NA,NA,462,NA
93,1982,NA,NA,491,NA,NA,NA,491,NA
93,1983,NA,NA,507,657,NA,NA,507,657
93,1984,NA,NA,542,642,NA,NA,542,642
93,1985,NA,NA,545,656,NA,NA,545,656
93,1986,NA,NA,567,575,NA,NA,567,575
93,1987,NA,NA,584,528,NA,NA,584,528
93,1988,NA,NA,533,451,NA,NA,533,451
93,1989,NA,NA,499,387,NA,NA,499,388
93,1990,NA,NA,483,355,NA,NA,495,373
93,1991,NA,NA,417,302,NA,NA,445,344
93,1992,NA,NA,388,285,NA,NA,433,355
93,1993,NA,NA,357,283,NA,NA,418,387
93,1994,NA,NA,298,230,NA,NA,349,314
93,1995,NA,NA,216,131,NA,NA,252,170
93,1996,NA,NA,189,118,NA,NA,227,150
93,1997,NA,NA,158,87,NA,NA,198,111
93,1998,NA,NA,132,62,NA,NA,171,76
93,1999,NA,NA,87,33,NA,NA,162,84
93,2000,NA,NA,71,39,NA,NA,146,125
93,2001,NA,NA,80,54,NA,NA,161,173
93,2002,NA,NA,77,68,NA,NA,164,243
93,2003,NA,NA,77,96,NA,NA,161,341
93,2004,NA,NA,86,227,NA,NA,183,398
93,2005,NA,NA,105,287,NA,NA,228,416
93,2006,NA,NA,108,217,NA,NA,235,319
93,2007,NA,NA,118,204,NA,NA,252,261
93,2008,NA,NA,150,234,NA,NA,326,312
93,2009,NA,NA,248,272,NA,NA,399,400
93,2010,NA,NA,308,331,NA,NA,465,520
93,2011,NA,NA,308,435,NA,NA,470,693
93,2012,NA,NA,309,467,NA,NA,446,760
93,2013,NA,NA,287,352,NA,NA,417,558
93,2014,NA,NA,279,286,NA,NA,410,422
93,2015,NA,NA,274,227,NA,NA,442,375
93,2016,NA,NA,266,163,NA,NA,465,312
93,2017,NA,NA,236,119,NA,NA,473,294
93,2018,NA,NA,178,90,NA,NA,416,310
97,1960,NA,475,NA,492,NA,475,NA,492
97,1961,NA,548,NA,571,NA,548,NA,571
97,1962,571,479,595,499,571,479,595,499
97,1963,562,537,583,558,562,537,583,558
97,1964,575,665,599,695,575,665,599,695
97,1965,584,690,610,723,584,690,610,723
97,1966,618,699,646,730,618,699,646,730
97,1967,589,725,616,759,589,725,616,759
97,1968,670,835,699,877,670,835,699,877
97,1969,639,615,668,642,639,615,668,642
97,1970,647,608,677,633,647,608,677,633
97,1971,618,547,644,569,618,547,644,569
97,1972,606,507,631,525,606,507,631,525
97,1973,610,446,635,459,610,446,635,459
97,1974,586,558,607,573,586,558,607,573
97,1975,591,575,609,585,591,575,609,585
97,1976,471,405,486,416,471,405,486,416
97,1977,409,329,422,340,409,329,422,340
97,1978,406,370,419,381,406,370,419,381
97,1979,391,274,404,285,391,274,404,285
97,1980,283,140,293,146,283,140,293,146
97,1981,221,120,227,124,221,120,227,124
97,1982,160,77,165,80,160,77,165,80
97,1983,134,49,139,51,134,49,139,51
97,1984,108,43,113,45,108,43,113,45
97,1985,64,30,68,32,64,30,68,32
97,1986,63,33,66,35,63,33,66,35
97,1987,64,52,67,56,64,52,67,56
97,1988,52,55,55,59,52,55,55,59
97,1989,53,65,56,70,53,65,56,70
97,1990,54,97,57,101,54,97,57,101
97,1991,47,66,50,70,47,66,50,70
97,1992,45,39,48,41,45,39,48,41
97,1993,43,34,46,36,43,34,46,36
97,1994,40,24,42,26,40,24,42,26
97,1995,51,23,54,24,51,23,54,24
97,1996,39,20,41,21,39,20,41,21
97,1997,31,23,33,25,31,23,33,25
97,1998,30,26,32,28,30,26,32,28
97,1999,24,24,26,26,24,24,26,26
97,2000,22,21,23,23,22,21,23,23
97,2001,29,40,31,42,29,40,31,42
97,2002,40,61,42,65,40,61,42,65
97,2003,47,77,50,80,47,77,50,80
97,2004,54,104,58,109,54,104,58,109
97,2005,54,138,57,145,54,138,57,145
97,2006,67,112,70,117,67,112,70,117
97,2007,73,86,76,90,73,86,76,90
97,2008,76,76,80,80,76,76,80,80
97,2009,92,82,96,85,92,82,96,85
97,2010,120,105,126,109,120,105,126,109
97,2011,114,116,120,123,114,116,120,123
97,2012,116,156,121,163,116,156,121,163
97,2013,104,144,112,156,104,144,112,156
97,2014,120,178,128,192,120,178,128,192
97,2015,137,180,146,196,137,180,146,196
97,2016,151,187,159,198,151,187,159,198
97,2017,138,127,150,142,138,127,150,142
98,1953,NA,578,NA,616,NA,579,NA,616
98,1954,NA,614,NA,703,NA,614,NA,703
98,1955,423,440,549,646,423,440,550,646
98,1956,476,515,604,714,476,515,604,714
98,1957,592,641,734,891,592,641,734,891
98,1958,592,606,734,875,592,606,734,875
98,1959,644,NA,821,NA,644,NA,821,NA
98,1960,680,NA,900,NA,680,NA,900,NA
98,1961,680,NA,900,NA,680,NA,900,NA
98,1966,NA,1260,NA,1421,NA,1261,NA,1422
98,1967,NA,1340,NA,1486,NA,1341,NA,1487
98,1968,1203,1211,1440,1477,1203,1212,1440,1477
98,1969,1318,1339,1553,1610,1318,1340,1553,1611
98,1970,1432,1765,1663,2073,1432,1766,1663,2073
98,1971,1430,1583,1653,1865,1431,1583,1653,1865
98,1972,1326,1312,1513,1540,1326,1312,1513,1540
98,1973,1396,1609,1581,1692,1396,1609,1581,1692
98,1974,1248,1163,1400,1218,1248,1163,1401,1218
98,1975,1152,752,1271,779,1152,752,1271,780
98,1976,888,498,977,511,888,498,977,512
98,1977,795,482,873,495,795,482,873,495
98,1978,800,397,830,407,800,397,830,407
98,1979,542,253,560,258,542,253,560,258
98,1980,426,241,438,246,426,241,438,247
98,1981,348,243,355,246,348,243,355,247
98,1982,316,207,322,210,316,207,323,210
98,1983,254,162,259,165,254,163,259,165
98,1984,222,194,225,197,222,194,225,197
98,1985,225,210,229,213,225,210,229,213
98,1986,255,268,259,272,255,268,259,272
98,1987,199,192,202,194,254,311,258,317
98,1988,172,182,174,184,249,380,253,388
98,1989,171,151,175,155,256,336,261,346
98,1990,152,110,154,112,263,329,268,337
98,1991,141,74,143,75,267,266,278,283
98,1992,120,76,123,77,292,274,304,291
98,1993,118,77,120,79,305,244,317,258
98,1994,103,71,105,71,312,290,325,305
98,1995,86,67,88,69,268,218,283,237
98,1996,82,91,84,94,256,246,271,260
98,1997,97,125,100,129,240,209,253,221
98,1998,101,132,104,138,220,198,233,209
98,1999,105,156,108,164,226,176,238,187
98,2000,127,241,131,248,235,254,249,262
98,2001,157,272,162,280,268,292,281,304
98,2002,202,328,209,337,271,350,283,363
98,2003,226,384,232,392,284,409,297,421
98,2004,306,598,317,613,329,618,345,639
98,2005,380,597,391,614,396,618,410,640
98,2006,374,515,384,528,389,519,402,533
98,2007,376,430,385,441,392,437,404,450
98,2008,385,386,397,402,402,396,418,416
98,2009,445,331,465,353,458,339,482,364
98,2010,456,348,478,371,474,364,501,392
98,2011,445,384,465,410,468,421,498,465
98,2012,435,440,456,472,463,491,495,545
98,2013,397,409,427,454,439,486,485,567
98,2014,390,458,424,508,451,600,504,698
98,2015,401,463,435,511,470,606,525,704
98,2016,433,487,468,535,515,629,575,712
98,2017,412,386,450,428,502,514,564,583
98,2018,399,389,437,420,519,555,583,600
99,1960,NA,212,NA,223,NA,212,NA,223
99,1961,NA,260,NA,275,NA,260,NA,275
99,1962,288,271,304,287,288,271,304,287
99,1963,335,343,353,362,335,343,353,362
99,1964,359,484,379,511,359,484,379,511
99,1965,376,595,396,627,376,595,396,627
99,1966,417,669,440,705,417,669,440,705
99,1967,474,826,499,870,474,826,499,870
99,1968,562,920,592,969,562,920,592,969
99,1969,610,768,643,809,610,768,643,809
99,1970,674,765,710,805,674,765,710,805
99,1971,619,573,653,604,619,573,653,604
99,1972,635,489,669,515,635,489,669,515
99,1973,606,400,639,421,606,400,639,421
99,1974,547,390,577,411,547,390,577,411
99,1975,522,357,550,376,522,357,550,376
99,1976,416,302,439,318,416,302,439,318
99,1977,331,224,349,237,331,224,349,237
99,1978,291,212,307,224,291,212,307,224
99,1979,252,163,266,172,252,163,266,172
99,1980,150,63,162,70,150,63,162,70
99,1981,135,60,146,67,135,60,146,67
99,1982,71,22,82,28,71,22,82,28
99,1983,49,11,57,14,49,11,57,14
99,1984,42,8,49,10,42,8,49,10
99,1985,28,10,33,13,28,10,33,13
99,1986,25,9,30,11,25,9,30,11
99,1987,22,21,25,22,22,21,25,22
99,1988,13,16,16,18,13,16,16,18
99,1989,12,18,15,20,12,18,15,20
99,1990,16,24,19,26,16,24,19,26
99,1991,14,21,16,23,14,21,16,23
99,1992,20,20,22,22,20,20,22,22
99,1993,21,25,23,27,21,25,23,27
99,1994,15,13,18,16,15,13,18,16
99,1995,16,10,19,12,16,10,19,12
99,1996,12,6,14,8,12,6,14,8
99,1997,10,4,12,6,10,4,12,6
99,1998,12,4,14,6,12,4,14,6
99,1999,8,4,10,6,8,4,10,6
99,2000,7,6,9,8,7,6,9,8
99,2001,9,12,11,14,9,12,11,14
99,2002,10,20,13,23,10,20,13,23
99,2003,13,30,16,35,13,30,16,35
99,2004,19,58,22,60,19,58,22,60
99,2005,17,51,20,53,17,51,20,53
99,2006,18,28,21,31,18,28,21,31
99,2007,20,21,23,23,20,21,23,23
99,2008,24,18,28,20,34,39,39,43
99,2009,37,21,40,24,76,108,82,120
99,2010,42,34,46,37,124,378,133,416
99,2011,43,72,47,78,130,873,141,946
99,2012,48,91,52,98,173,920,187,984
99,2013,51,117,56,129,199,728,220,803
99,2014,64,154,71,168,272,570,300,623
99,2015,69,124,80,148,295,242,340,289
99,2016,110,154,126,185,478,295,548,354
99,2017,92,94,107,117,351,134,405,167
100,1963,NA,NA,NA,373,NA,NA,NA,373
100,1964,NA,NA,NA,492,NA,NA,NA,492
100,1965,NA,NA,476,481,NA,NA,476,481
100,1966,NA,NA,543,709,NA,NA,543,709
100,1967,NA,NA,584,829,NA,NA,584,829
100,1968,NA,NA,619,926,NA,NA,619,926
100,1969,NA,NA,579,682,NA,NA,579,682
100,1970,NA,NA,550,630,NA,NA,550,630
100,1971,NA,NA,616,535,NA,NA,616,535
100,1972,NA,NA,578,403,NA,NA,578,403
100,1973,NA,NA,605,395,NA,NA,605,395
100,1974,NA,NA,522,400,NA,NA,522,400
100,1975,NA,NA,544,469,NA,NA,544,469
100,1976,NA,NA,451,379,NA,NA,451,379
100,1977,NA,NA,435,470,NA,NA,435,470
100,1978,NA,NA,445,500,NA,NA,445,500
100,1979,NA,NA,444,493,NA,NA,444,493
100,1980,NA,NA,460,450,NA,NA,462,455
100,1981,NA,NA,440,511,NA,NA,444,521
100,1982,NA,NA,465,459,NA,NA,471,472
100,1983,NA,NA,427,364,NA,NA,437,382
100,1984,NA,NA,419,356,NA,NA,436,386
100,1985,NA,NA,400,356,NA,NA,423,393
100,1986,NA,NA,426,355,NA,NA,457,401
100,1987,NA,NA,374,305,NA,NA,412,360
100,1988,NA,NA,315,272,NA,NA,353,326
100,1989,NA,NA,281,222,NA,NA,326,275
100,1990,NA,NA,272,208,NA,NA,318,257
100,1991,NA,NA,240,162,NA,NA,286,204
100,1992,NA,NA,214,150,NA,NA,260,188
100,1993,NA,NA,211,164,NA,NA,257,203
100,1994,NA,NA,184,153,NA,NA,222,179
100,1995,NA,NA,138,92,NA,NA,171,114
100,1996,NA,NA,112,77,NA,NA,139,94
100,1997,NA,NA,101,68,NA,NA,124,83
100,1998,NA,NA,86,45,NA,NA,106,56
100,1999,NA,NA,76,37,NA,NA,100,56
100,2000,NA,NA,66,48,NA,NA,95,80
100,2001,NA,NA,72,67,NA,NA,105,116
100,2002,NA,NA,73,79,NA,NA,108,142
100,2003,NA,NA,69,108,NA,NA,105,196
100,2004,NA,NA,74,148,NA,NA,125,280
100,2005,NA,NA,89,166,NA,NA,154,297
100,2006,NA,NA,95,134,NA,NA,176,266
100,2007,NA,NA,106,143,NA,NA,209,307
100,2008,NA,NA,115,123,NA,NA,238,289
100,2009,NA,NA,138,129,NA,NA,279,278
100,2010,NA,NA,161,156,NA,NA,303,309
100,2011,NA,NA,170,214,NA,NA,317,376
100,2012,NA,NA,178,223,NA,NA,333,362
100,2013,NA,NA,174,245,NA,NA,323,361
100,2014,NA,NA,182,256,NA,NA,304,333
100,2015,NA,NA,205,268,NA,NA,325,342
100,2016,NA,NA,234,255,NA,NA,346,318
100,2017,NA,NA,207,193,NA,NA,297,243
100,2018,NA,NA,193,152,NA,NA,275,210
101,1963,NA,NA,NA,1735,NA,NA,NA,1735
101,1964,NA,NA,NA,2070,NA,NA,NA,2070
101,1965,NA,NA,1974,1912,NA,NA,1974,1912
101,1966,NA,NA,2249,2854,NA,NA,2249,2854
101,1967,NA,NA,2293,2814,NA,NA,2293,2814
101,1968,NA,NA,2253,2777,NA,NA,2253,2777
101,1969,NA,NA,2149,2231,NA,NA,2149,2231
101,1970,NA,NA,2099,2303,NA,NA,2099,2303
101,1971,NA,NA,2282,1824,NA,NA,2282,1824
101,1972,NA,NA,2162,1662,NA,NA,2162,1662
101,1973,NA,NA,2194,1733,NA,NA,2194,1733
101,1974,NA,NA,1934,1677,NA,NA,1934,1677
101,1975,NA,NA,1994,1726,NA,NA,1994,1726
101,1976,NA,NA,1643,1481,NA,NA,1643,1481
101,1977,NA,NA,1621,1582,NA,NA,1621,1582
101,1978,NA,NA,1676,1621,NA,NA,1676,1621
101,1979,NA,NA,1555,1442,NA,NA,1555,1442
101,1980,NA,NA,1397,1130,NA,NA,1397,1130
101,1981,NA,NA,1271,1090,NA,NA,1271,1090
101,1982,NA,NA,1177,876,NA,NA,1177,876
101,1983,NA,NA,1084,724,NA,NA,1084,724
101,1984,NA,NA,1083,813,NA,NA,1083,813
101,1985,NA,NA,1034,945,NA,NA,1034,945
101,1986,NA,NA,1081,1072,NA,NA,1081,1072
101,1987,NA,NA,1041,1237,NA,NA,1041,1237
101,1988,NA,NA,990,1354,NA,NA,992,1360
101,1989,NA,NA,1051,1359,NA,NA,1053,1364
101,1990,NA,NA,1114,1313,NA,NA,1116,1318
101,1991,NA,NA,1118,1167,NA,NA,1121,1171
101,1992,NA,NA,1181,1129,NA,NA,1211,1186
101,1993,NA,NA,1169,1009,NA,NA,1243,1137
101,1994,NA,NA,999,735,NA,NA,1087,867
101,1995,NA,321,695,367,NA,NA,777,458
101,1996,NA,178,462,183,NA,NA,543,252
101,1997,191,130,388,133,NA,NA,467,184
101,1998,138,60,249,62,NA,NA,322,91
101,1999,117,41,179,44,NA,NA,255,75
101,2000,114,50,143,56,NA,NA,251,138
101,2001,151,127,159,139,NA,NA,335,446
101,2002,132,134,139,146,NA,NA,351,670
101,2003,96,154,105,181,NA,NA,344,1302
101,2004,103,257,113,291,NA,NA,403,2171
101,2005,134,360,148,393,NA,NA,566,2324
101,2006,181,257,197,279,NA,NA,848,1610
101,2007,179,240,197,265,NA,NA,949,1346
101,2008,233,352,258,367,NA,NA,1307,1312
101,2009,304,359,332,378,NA,NA,1787,1470
101,2010,364,367,391,388,NA,NA,1951,1638
101,2011,340,451,366,481,NA,NA,1710,1817
101,2012,330,455,356,479,NA,NA,1591,1880
101,2013,388,429,411,460,NA,NA,1584,1912
101,2014,390,424,412,450,NA,NA,1636,1820
101,2015,378,390,401,414,NA,NA,1633,1628
101,2016,376,313,400,333,NA,NA,1489,1221
101,2017,359,283,384,307,NA,NA,1369,997
101,2018,356,295,379,313,NA,NA,1277,853
102,1963,NA,NA,NA,2138,NA,NA,NA,2138
102,1964,NA,NA,NA,2252,NA,NA,NA,2252
102,1965,NA,NA,2427,2438,NA,NA,2427,2438
102,1966,NA,NA,2807,3273,NA,NA,2807,3273
102,1967,NA,NA,2932,3450,NA,NA,2932,3450
102,1968,NA,NA,3087,4140,NA,NA,3087,4140
102,1969,NA,NA,3148,4401,NA,NA,3165,4446
102,1970,NA,NA,3203,4208,NA,NA,3243,4313
102,1971,NA,NA,3213,3154,NA,NA,3253,3233
102,1972,NA,NA,3183,2936,NA,NA,3223,3010
102,1973,NA,NA,3564,3068,NA,NA,3612,3151
102,1974,NA,NA,3448,2701,NA,NA,3494,2746
102,1975,NA,NA,3471,2863,NA,NA,3517,2868
102,1976,NA,NA,3128,3103,NA,NA,3173,3115
102,1977,NA,NA,3024,3114,NA,NA,3071,3133
102,1978,NA,NA,2957,2851,NA,NA,3006,2868
102,1979,NA,NA,2601,2505,NA,NA,2636,2530
102,1980,NA,NA,2441,2081,NA,NA,2460,2110
102,1981,NA,NA,2386,1835,NA,NA,2406,1858
102,1982,NA,NA,2242,1615,NA,NA,2260,1631
102,1983,NA,NA,2065,1496,NA,NA,2080,1508
102,1984,NA,NA,2068,1708,NA,NA,2083,1715
102,1985,NA,NA,2043,2006,NA,NA,2058,2006
102,1986,NA,NA,2013,2207,NA,NA,2025,2207
102,1987,NA,NA,1936,2321,NA,NA,1946,2321
102,1988,NA,NA,1770,2095,NA,NA,1777,2095
102,1989,NA,NA,1823,1945,NA,NA,1826,1945
102,1990,NA,NA,1751,1529,NA,NA,1751,1529
102,1991,NA,NA,1621,1190,NA,NA,1621,1190
102,1992,NA,NA,1572,1065,NA,NA,1572,1065
102,1993,NA,NA,1384,914,NA,NA,1457,1014
102,1994,NA,NA,1099,621,NA,NA,1196,735
102,1995,NA,NA,665,290,NA,NA,797,416
102,1996,NA,NA,508,217,NA,NA,626,329
102,1997,NA,NA,403,152,NA,NA,555,290
102,1998,NA,NA,317,110,NA,NA,475,223
102,1999,NA,NA,248,99,NA,NA,376,192
102,2000,NA,NA,231,185,NA,NA,384,355
102,2001,NA,NA,243,273,NA,NA,465,657
102,2002,NA,NA,233,357,NA,NA,483,804
102,2003,NA,NA,219,437,NA,NA,473,1004
102,2004,NA,NA,258,669,NA,NA,563,1652
102,2005,283,NA,336,613,NA,NA,779,1707
102,2006,344,418,365,489,NA,NA,917,1282
102,2007,320,363,392,429,NA,NA,1039,1342
102,2008,324,363,431,425,NA,NA,1255,1569
102,2009,386,319,505,382,NA,NA,1661,1671
102,2010,391,355,510,424,NA,NA,1719,1731
102,2011,427,435,519,550,NA,NA,1666,2166
102,2012,462,587,532,660,NA,NA,1744,2265
102,2013,491,665,565,750,NA,NA,1876,2242
102,2014,489,750,556,811,NA,NA,1938,2247
102,2015,533,801,606,866,NA,NA,1954,2206
102,2016,575,759,656,782,NA,NA,1964,1781
102,2017,604,621,651,641,NA,NA,1791,1416
102,2018,586,517,630,529,NA,NA,1680,1259
104,1977,NA,166,NA,NA,NA,511,NA,NA
104,1978,NA,166,NA,NA,NA,510,NA,NA
104,1979,176,176,NA,NA,541,539,NA,NA
104,1980,220,250,NA,NA,676,767,NA,NA
104,1981,272,368,NA,NA,835,1129,NA,NA
104,1982,319,538,NA,NA,980,1651,NA,NA
104,1983,359,776,NA,NA,1102,2382,NA,NA
104,1984,430,1054,NA,NA,1320,3234,NA,NA
104,1985,502,1008,NA,NA,1540,3092,NA,NA
104,1986,579,911,NA,NA,1776,2793,NA,NA
104,1987,683,868,NA,NA,2096,2661,NA,NA
104,1988,835,898,NA,NA,2561,2754,NA,NA
104,1989,977,906,NA,NA,2998,2778,NA,NA
104,1990,1024,1041,NA,NA,3141,3191,NA,NA
104,1991,1069,1255,NA,NA,3279,3849,NA,NA
104,1992,1089,1368,NA,NA,3341,4195,NA,NA
104,1993,1107,1365,NA,NA,3396,4187,NA,NA
104,1994,1082,1291,NA,NA,3317,3961,NA,NA
104,1995,1078,1117,NA,NA,3306,3426,NA,NA
104,1996,1005,804,NA,NA,3081,2467,NA,NA
104,1997,947,656,NA,NA,2905,2012,NA,NA
104,1998,875,560,NA,NA,2683,1719,NA,NA
104,1999,776,466,NA,NA,2380,1430,NA,NA
104,2000,741,491,NA,NA,2272,1507,NA,NA
104,2001,724,652,NA,NA,2222,2001,NA,NA
104,2002,748,853,NA,NA,2128,2250,NA,NA
104,2003,828,1225,NA,NA,2159,2710,NA,NA
104,2004,992,2110,NA,NA,2367,3920,NA,NA
104,2005,1125,2576,NA,NA,2517,4206,NA,NA
104,2006,1251,2400,NA,NA,2572,3308,NA,NA
104,2007,1396,2285,NA,NA,2655,3133,NA,NA
104,2008,1594,2074,NA,NA,2733,2756,NA,NA
104,2009,1768,1482,NA,NA,2733,1906,NA,NA
104,2010,1885,1379,NA,NA,2623,1635,NA,NA
104,2011,1949,1583,NA,NA,2450,1815,NA,NA
104,2012,1976,1709,NA,NA,2408,1851,NA,NA
104,2013,1935,1805,NA,NA,2312,1940,NA,NA
104,2014,1676,1895,NA,NA,1958,2013,NA,NA
104,2015,1723,2153,NA,NA,1928,2273,NA,NA
104,2016,1992,2506,NA,NA,2174,2604,NA,NA
104,2017,2223,2890,NA,NA,2348,2978,NA,NA
104,2018,2294,2916,NA,NA,2411,2998,NA,NA
105,2005,NA,NA,NA,3305,NA,NA,NA,4636
105,2006,NA,NA,NA,3004,NA,NA,NA,4219
105,2007,NA,NA,2926,2846,NA,NA,4106,4008
105,2008,NA,NA,2630,2283,NA,NA,3810,3332
105,2009,NA,NA,2383,1794,NA,NA,3622,2856
105,2010,NA,NA,2221,1615,NA,NA,3581,2912
105,2011,NA,NA,2248,1682,NA,NA,3609,3086
105,2012,NA,NA,2108,1562,NA,NA,3441,2955
105,2013,NA,NA,1861,1518,NA,NA,3042,2778
105,2014,NA,NA,1629,1479,NA,NA,2803,2750
105,2015,NA,NA,1589,1564,NA,NA,2803,2699
105,2016,NA,NA,1560,1447,NA,NA,2860,2651
105,2017,NA,NA,1479,1400,NA,NA,2745,2550
105,2018,NA,NA,1518,1517,NA,NA,2793,2808
106,2005,NA,NA,NA,178,NA,NA,NA,541
106,2006,NA,NA,NA,211,NA,NA,NA,683
106,2007,NA,NA,171,160,NA,NA,621,564
106,2008,NA,NA,189,191,NA,NA,649,701
106,2009,NA,NA,176,161,NA,NA,650,701
106,2010,NA,NA,178,177,NA,NA,636,723
106,2011,NA,NA,178,150,NA,NA,623,568
106,2012,NA,NA,172,185,NA,NA,682,824
106,2013,NA,NA,156,128,NA,NA,777,862
106,2014,NA,NA,140,121,NA,NA,779,865
106,2015,NA,NA,142,114,NA,NA,855,1012
106,2016,NA,NA,134,119,NA,NA,709,884
106,2017,NA,NA,145,113,NA,NA,645,505
106,2018,NA,NA,90,64,NA,NA,540,339
108,2005,NA,NA,NA,123,NA,NA,NA,991
108,2006,NA,NA,NA,135,NA,NA,NA,910
108,2007,NA,NA,155,168,NA,NA,978,1014
108,2008,NA,NA,179,240,NA,NA,904,813
108,2009,NA,NA,195,296,NA,NA,892,806
108,2010,NA,NA,204,306,NA,NA,955,927
108,2011,NA,NA,225,374,NA,NA,1001,1100
108,2012,NA,NA,254,385,NA,NA,1061,1111
108,2013,NA,NA,300,373,NA,NA,1053,1364
108,2014,NA,NA,345,402,NA,NA,1130,1584
108,2015,NA,NA,358,420,NA,NA,1187,1518
108,2016,NA,NA,385,397,NA,NA,1342,1638
108,2017,NA,NA,398,410,NA,NA,1314,1553
108,2018,NA,NA,378,383,NA,NA,1419,1477
109,2005,NA,NA,NA,235,NA,NA,NA,1472
109,2006,NA,NA,NA,229,NA,NA,NA,1441
109,2007,NA,NA,232,216,NA,NA,1486,1351
109,2008,NA,NA,243,238,NA,NA,1373,1196
109,2009,NA,NA,287,332,NA,NA,1379,1298
109,2010,NA,NA,295,355,NA,NA,1465,1459
109,2011,NA,NA,325,460,NA,NA,1507,1576
109,2012,NA,NA,341,539,NA,NA,1453,1562
109,2013,NA,NA,383,616,NA,NA,1409,1659
109,2014,NA,NA,451,613,NA,NA,1479,1685
109,2015,NA,NA,491,679,NA,NA,1502,1546
109,2016,NA,NA,536,625,NA,NA,1653,1733
109,2017,NA,NA,538,537,NA,NA,1711,1874
109,2018,NA,NA,502,409,NA,NA,1722,1786
115,2004,NA,9771,NA,NA,NA,10616,NA,NA
115,2005,NA,8087,NA,NA,NA,8820,NA,NA
115,2006,7721,8703,NA,NA,8405,9425,NA,NA
115,2007,6982,7109,NA,NA,7559,7602,NA,NA
115,2008,6110,4892,NA,NA,6618,5246,NA,NA
115,2009,5597,3584,NA,NA,6032,3838,NA,NA
115,2010,5644,3939,NA,NA,6066,4172,NA,NA
115,2011,6152,4349,NA,NA,6587,4604,NA,NA
115,2012,5971,5015,NA,NA,6342,5290,NA,NA
115,2013,5312,5767,NA,NA,5637,6058,NA,NA
115,2014,4746,6285,NA,NA,5074,6709,NA,NA
115,2015,5272,7058,NA,NA,5615,7558,NA,NA
115,2016,6189,8807,NA,NA,6557,9339,NA,NA
115,2017,6498,8420,NA,NA,6901,9002,NA,NA
118,2003,NA,2883,NA,NA,NA,2883,NA,NA
118,2004,NA,2707,NA,NA,NA,2707,NA,NA
118,2005,2254,2529,NA,NA,2269,2550,NA,NA
118,2006,2147,2413,NA,NA,2160,2433,NA,NA
118,2007,1794,1393,NA,NA,1803,1405,NA,NA
118,2008,1581,978,NA,NA,1596,995,NA,NA
118,2009,1428,753,NA,NA,1447,773,NA,NA
118,2010,1539,936,NA,NA,1559,953,NA,NA
118,2011,1610,1074,NA,NA,1631,1093,NA,NA
118,2012,1393,1392,NA,NA,1411,1417,NA,NA
118,2013,1293,1709,NA,NA,1310,1725,NA,NA
118,2014,1307,2267,NA,NA,1326,2275,NA,NA
118,2015,1562,2606,NA,NA,1579,2615,NA,NA
118,2016,1786,2968,NA,NA,1805,2979,NA,NA
118,2017,1989,2841,NA,NA,2010,2852,NA,NA
123,1941,NA,2168,NA,NA,NA,NA,NA,NA
123,1942,NA,2104,NA,NA,NA,NA,NA,NA
123,1943,1782,1722,NA,NA,NA,NA,NA,NA
123,1944,1630,1660,NA,NA,NA,NA,NA,NA
123,1945,1473,1396,NA,NA,NA,NA,NA,NA
123,1946,1437,1034,NA,NA,NA,NA,NA,NA
123,1947,1176,657,NA,NA,NA,NA,NA,NA
123,1948,1239,891,NA,NA,NA,NA,NA,NA
123,1949,1311,1035,NA,NA,NA,NA,NA,NA
123,1950,1249,1118,NA,NA,NA,NA,NA,NA
123,1951,1063,1092,NA,NA,NA,NA,NA,NA
123,1952,1040,1646,NA,NA,NA,NA,NA,NA
