"tag_id","date","run","rtype","subbasin","subbasin_name","rel_site","rel_date","transported","length","etype","obs_site","ant"
"3D9.1BF2788A30",2019-11-22 12:52:32,"Summer","W",17060107,"Lower Snake-Tucannon","LGRRBR","2017-06-11",FALSE,168,"Observation","GRA","Ladder Exit"
"3D9.1BF278B0E4",2019-10-31 09:40:45,"Summer","W",17060107,"Lower Snake-Tucannon","LGRRBR","2017-06-09",FALSE,160,"Observation","JO1","WEIR 181"
"3D9.1BF278B43B",2019-07-15 16:34:46,"Summer","W",17060107,"Lower Snake-Tucannon","LGRRBR","2017-06-01",FALSE,169,"Observation","GRA","WEIR 733"
"3D9.1BF278B5A3",2019-08-17 00:00:34,"Summer","W",17060107,"Lower Snake-Tucannon","LGRRBR","2017-06-03",FALSE,209,"Observation","GRA","Ladder Exit"
"3D9.1BF278B5D1",2019-10-01 13:51:37,"Summer","H",17060107,"Lower Snake-Tucannon","LGRRBR","2017-06-15",FALSE,251,"Observation","MC1","COUNTING WINDOW"
"3D9.1BF278B8FF",2019-11-05 21:35:41,"Summer","H",17060107,"Lower Snake-Tucannon","LGRRBR","2017-06-01",FALSE,198,"Observation","GRA","Ladder Exit"
"3D9.1BF278BC56",2019-10-02 11:22:13,"Summer","W",17060107,"Lower Snake-Tucannon","LGRRBR","2017-05-28",FALSE,NA,"Observation","GRA","Ladder Exit"
"3D9.1BF278C126",2019-10-08 07:51:31,"Summer","W",17060107,"Lower Snake-Tucannon","LGRRBR","2017-06-11",FALSE,192,"Observation","GRA","WEIR 733"
"3D9.1BF278C6A1",2019-10-22 07:51:07,"Summer","W",17060107,"Lower Snake-Tucannon","LGRRBR","2017-06-01",FALSE,188,"Observation","LMA","Right Ladder"
"3D9.1BF278D4CB",2019-10-22 17:18:58,"Summer","W",17060107,"Lower Snake-Tucannon","LGRRBR","2018-05-01",FALSE,184,"Observation","GOA","Counting Window"
"3D9.1BF278D8F8",2019-09-10 16:07:15,"Summer","W",17060107,"Lower Snake-Tucannon","LGRRBR","2018-05-12",FALSE,194,"Observation","BO4","VERTICAL SLOT DETECTORS"
"3D9.1BF278DCDD",2019-10-05 07:17:05,"Summer","H",17060107,"Lower Snake-Tucannon","LGRRBR","2018-04-28",FALSE,225,"Observation","GRA","WEIR 733"
"3D9.1BF278E90F",2019-10-22 09:34:56,"Summer","W",17060107,"Lower Snake-Tucannon","LGRRBR","2018-05-12",FALSE,NA,"Observation","MC1","COUNTING WINDOW"
"3D9.1BF279160B",2019-09-10 09:26:43,"Summer","W",17060107,"Lower Snake-Tucannon","LGRRBR","2018-04-28",FALSE,207,"Observation","GRA","Ladder Exit"
"3D9.1BF2791D28",2019-10-03 13:20:38,"Summer","W",17060107,"Lower Snake-Tucannon","LGRRBR","2018-04-27",FALSE,229,"Observation","BO4","VERTICAL SLOT DETECTORS"
"3D9.1BF2792766",2019-10-24 07:06:04,"Summer","W",17060107,"Lower Snake-Tucannon","LGRRBR","2017-06-01",FALSE,165,"Observation","GRA","Ladder Exit"
"3D9.1BF2792B24",2019-09-18 17:04:58,"Summer","W",17060107,"Lower Snake-Tucannon","LGRRBR","2018-04-26",FALSE,212,"Observation","GRA","WEIR 733"
"3D9.1BF2792DFF",2019-10-01 06:40:03,"Summer","W",17060107,"Lower Snake-Tucannon","LGRRBR","2018-05-08",FALSE,200,"Observation","GRA","Ladder Exit"
"3D9.1BF279350A",2019-09-07 10:15:44,"Summer","W",17060107,"Lower Snake-Tucannon","LGRRBR","2018-04-27",FALSE,190,"Observation","BO4","VERTICAL SLOT DETECTORS"
"3D9.1BF279A88C",2019-10-29 17:07:19,"Summer","W",17060107,"Lower Snake-Tucannon","LGRRBR","2018-05-15",FALSE,193,"Observation","GRA","Ladder Exit"
"3D9.1BF279A8CD",2019-08-13 08:05:21,"Summer","W",17060107,"Lower Snake-Tucannon","LGRRBR","2018-05-11",FALSE,221,"Observation","TD1","Counting Window"
"3D9.1BF279A953",2019-11-04 12:40:36,"Summer","H",17060107,"Lower Snake-Tucannon","LGRRBR","2018-04-27",FALSE,289,"Observation","GRA","Ladder Exit"
"3D9.1BF279A964",2019-09-23 19:17:02,"Summer","W",17060107,"Lower Snake-Tucannon","LGRRBR","2018-05-11",FALSE,191,"Observation","GRA","WEIR 733"
"3D9.1BF279B4A1",2019-10-04 10:07:09,"Summer","W",17060107,"Lower Snake-Tucannon","LGRRBR","2018-05-11",FALSE,226,"Observation","GRA","Ladder Exit"
"3D9.1BF279B831",2019-10-21 08:11:51,"Summer","H",17060107,"Lower Snake-Tucannon","LGRRBR","2018-05-15",FALSE,253,"Observation","GRA","Ladder Exit"
"3D9.1BF279C09F",2019-10-13 19:08:38,"Summer","W",17060107,"Lower Snake-Tucannon","LGRRBR","2018-05-09",FALSE,194,"Observation","ICH","LEFT LADDER WEIR 438 [O/S]"
"3D9.1BF279D469",2019-12-27 11:17:03,"Summer","W",17060107,"Lower Snake-Tucannon","LGRRBR","2018-05-08",FALSE,186,"Observation","GOA","Counting Window"
"3D9.1BF279D6FA",2019-09-28 08:23:53,"Summer","W",17060107,"Lower Snake-Tucannon","LGRRBR","2018-04-27",FALSE,226,"Observation","GRA","Ladder Exit"
"3D9.1BF279DCDE",2019-09-30 18:12:44,"Summer","W",17060107,"Lower Snake-Tucannon","LGRRBR","2018-05-12",FALSE,206,"Observation","BO4","VERTICAL SLOT DETECTORS"
"3D9.1BF279EE48",2019-09-29 08:34:02,"Summer","W",17060107,"Lower Snake-Tucannon","LGRRBR","2018-05-02",FALSE,173,"Observation","GRA","Ladder Exit"
"3D9.1BF279EF81",2019-07-16 17:57:21,"Summer","W",17060107,"Lower Snake-Tucannon","LGRRBR","2017-06-03",FALSE,249,"Observation","BO4","VERTICAL SLOT DETECTORS"
"3D9.1BF279F211",2019-11-28 11:54:03,"Summer","W",17060107,"Lower Snake-Tucannon","LGRRBR","2017-06-03",FALSE,189,"Observation","GRA","Ladder Exit"
"3D9.1BF279F467",2019-10-05 14:22:12,"Summer","W",17060107,"Lower Snake-Tucannon","LGRRBR","2017-06-03",FALSE,185,"Observation","GRA","Ladder Exit"
"3D9.1BF279F63B",2019-07-31 04:43:27,"Summer","W",17060107,"Lower Snake-Tucannon","LGRRBR","2018-05-04",FALSE,232,"Observation","BO4","VERTICAL SLOT DETECTORS"
"3D9.1BF279FF1A",2019-09-27 08:30:31,"Summer","H",17060107,"Lower Snake-Tucannon","LGRRBR","2017-06-03",FALSE,218,"Observation","GRA","Ladder Exit"
"3D9.1BF27A00C7",2019-10-21 07:46:01,"Summer","W",17060107,"Lower Snake-Tucannon","LGRRBR","2018-05-08",FALSE,200,"Observation","GRA","WEIR 733"
"3D9.1BF27A0AD4",2019-10-29 12:11:15,"Summer","W",17060107,"Lower Snake-Tucannon","LGRRBR","2017-06-03",FALSE,165,"Observation","LMA","Right Ladder"
"3D9.1BF27A1D16",2019-09-24 09:45:54,"Summer","W",17060107,"Lower Snake-Tucannon","LGRRBR","2018-05-04",FALSE,225,"Observation","GRA","Ladder Exit"
"3D9.1BF27A2CCF",2019-09-24 14:31:12,"Summer","W",17060107,"Lower Snake-Tucannon","LGRRBR","2018-05-04",FALSE,196,"Observation","GRA","Ladder Exit"
"3D9.1BF27A3E71",2019-07-20 09:24:20,"Summer","W",17060107,"Lower Snake-Tucannon","LGRRBR","2018-05-03",FALSE,236,"Observation","GRA","Ladder Exit"
"3D9.1BF27A7C05",2019-10-24 02:21:48,"Summer","W",17060107,"Lower Snake-Tucannon","LGRRBR","2018-04-25",FALSE,188,"Observation","GRA","Ladder Exit"
"3D9.1BF27A7FAC",2019-10-14 12:26:10,"Summer","W",17060107,"Lower Snake-Tucannon","LGRRBR","2018-04-28",FALSE,188,"Observation","GRA","Ladder Exit"
"3D9.1BF27A818A",2019-10-30 13:33:48,"Summer","W",17060107,"Lower Snake-Tucannon","LGRRBR","2018-05-02",FALSE,209,"Observation","GOA","Counting Window"
"3D9.1BF27A8850",2019-10-27 18:14:42,"Summer","H",17060107,"Lower Snake-Tucannon","LGRRBR","2018-04-28",FALSE,236,"Observation","GRA","Ladder Exit"
"3D9.1BF27A98E5",2019-10-26 11:57:33,"Summer","W",17060107,"Lower Snake-Tucannon","LGRRBR","2018-05-10",FALSE,171,"Observation","LMA","Right Ladder"
"3D9.1BF27A9F5D",2019-08-09 14:18:34,"Summer","W",17060107,"Lower Snake-Tucannon","LGRRBR","2018-05-12",FALSE,185,"Observation","TD1","Counting Window"
"3D9.1BF27AAC6F",2019-09-10 12:52:48,"Summer","H",17060107,"Lower Snake-Tucannon","LGRRBR","2018-05-15",FALSE,221,"Observation","TD2","Counting Window"
"3D9.1BF27AAE30",2019-09-30 07:31:25,"Summer","H",17060107,"Lower Snake-Tucannon","LGRRBR","2018-05-10",FALSE,244,"Observation","JO1","WEIR 181"
"3D9.1BF27AB250",2019-11-27 13:16:52,"Summer","W",17060107,"Lower Snake-Tucannon","LGRRBR","2018-05-12",FALSE,173,"Observation","GRA","Ladder Exit"
"3D9.1BF27AB2DC",2019-11-12 16:17:38,"Summer","H",17060107,"Lower Snake-Tucannon","LGRRBR","2018-05-10",FALSE,230,"Observation","TD2","Counting Window"
"3D9.1BF27AB46D",2019-10-02 08:31:41,"Summer","H",17060107,"Lower Snake-Tucannon","LGRRBR","2018-05-12",FALSE,255,"Observation","GRA","Ladder Exit"
"3D9.1BF27AB749",2019-10-16 07:25:43,"Summer","W",17060107,"Lower Snake-Tucannon","LGRRBR","2018-04-27",FALSE,191,"Observation","GRA","Ladder Exit"
"3D9.1BF27ABF08",2019-10-21 13:20:28,"Summer","W",17060107,"Lower Snake-Tucannon","LGRRBR","2018-05-12",FALSE,195,"Observation","TD1","Counting Window"
"3D9.1BF27ADEDA",2019-09-28 06:27:34,"Summer","W",17060107,"Lower Snake-Tucannon","LGRRBR","2018-05-10",FALSE,156,"Observation","GRA","Ladder Exit"
"3D9.1C2C3A3521",2019-09-19 19:34:34,"Summer","W",17060107,"Lower Snake-Tucannon","LGRRBR","2018-05-01",FALSE,223,"Observation","GRA","Ladder Exit"
"3D9.1C2C3FCE7A",2019-07-29 17:40:01,"Summer","W",17060107,"Lower Snake-Tucannon","LGRRBR","2018-05-01",FALSE,217,"Observation","TD1","Counting Window"
"3D9.1C2CBC39D7",2019-09-26 08:23:38,"Summer","W",17060107,"Lower Snake-Tucannon","LGRRBR","2018-05-02",FALSE,233,"Observation","GRA","Ladder Exit"
"3D9.1C2CC0CE4A",2019-12-14 11:18:23,"Summer","W",17060107,"Lower Snake-Tucannon","LGRRBR","2018-04-19",FALSE,271,"Observation","GOA","Counting Window"
"3D9.1C2CFB8624",2019-10-27 09:12:37,"Summer","W",17060107,"Lower Snake-Tucannon","LGRRBR","2018-05-03",FALSE,186,"Observation","GRA","Ladder Exit"
"3D9.1C2D0AF380",2019-09-26 07:52:53,"Summer","W",17060107,"Lower Snake-Tucannon","LGRRBR","2018-05-02",FALSE,193,"Observation","GRA","WEIR 733"
"3D9.1C2D0C56FE",2019-11-03 15:34:57,"Summer","W",17060107,"Lower Snake-Tucannon","LGRRBR","2018-05-05",FALSE,190,"Observation","GRA","Ladder Exit"
"3D9.1C2D0C5EAF",2019-11-02 13:18:06,"Summer","W",17060107,"Lower Snake-Tucannon","LGRRBR","2018-05-08",FALSE,204,"Observation","GRA","Ladder Exit"
"3D9.1C2D0C9EF7",2019-07-04 03:53:09,"Summer","W",17060107,"Lower Snake-Tucannon","LGRRBR","2018-04-25",FALSE,197,"Observation","DRM","Downstream Array"
"3D9.1C2D0CDFE6",2019-11-22 12:19:02,"Summer","W",17060107,"Lower Snake-Tucannon","LGRRBR","2018-05-05",FALSE,207,"Observation","JDJ","FULL FLOW BYPASS"
"3D9.1C2D116FF4",2019-10-25 11:35:57,"Summer","W",17060107,"Lower Snake-Tucannon","LGRRBR","2018-04-19",FALSE,195,"Observation","GRA","Ladder Exit"
"3D9.1C2D117208",2019-09-13 08:08:11,"Summer","W",17060107,"Lower Snake-Tucannon","LGRRBR","2018-04-19",FALSE,169,"Observation","GRA","Ladder Exit"
"3D9.1C2D11A5E6",2019-08-22 14:30:39,"Summer","W",17060107,"Lower Snake-Tucannon","LGRRBR","2018-04-24",FALSE,202,"Observation","BO4","VERTICAL SLOT DETECTORS"
"3D9.1C2D1FA641",2019-04-30 02:25:55,"Unknown","W",17070101,"Middle Columbia-Lake Wallula","ROCK2C","2016-10-24",FALSE,138,"Observation","RCL","LOWER IN-STREAM ARRAY"
"3D9.1C2D3B5887",2019-08-14 17:56:36,"Unknown","W",17070105,"Middle Columbia-Hood","WHITSR","2018-04-26",FALSE,186,"Observation","BO4","VERTICAL SLOT DETECTORS"
"3D9.1C2D3F4E68",2019-10-17 09:50:02,"Summer","W",17060107,"Lower Snake-Tucannon","TUCR","2017-10-03",FALSE,159,"Observation","GRA","Ladder Exit"
"3D9.1C2D6A209B",2019-03-19 17:20:35,"Summer","H",17060305,"South Fork Clearwater","NEWSOC","2016-04-05",FALSE,NA,"Observation","JO2","WEIR 247"
"3D9.1C2D6C23E6",2019-09-11 14:34:49,"Summer","W",17060306,"Clearwater","LOLOC","2017-05-19",FALSE,168,"Observation","BO4","VERTICAL SLOT DETECTORS"
"3D9.1C2D6CBFF8",2019-09-27 09:43:57,"Summer","H",17060305,"South Fork Clearwater","NEWSOC","2016-04-05",FALSE,NA,"Observation","GRA","Ladder Exit"
"3D9.1C2D723011",2019-10-18 08:24:20,"Summer","W",17060305,"South Fork Clearwater","NEWSOC","2017-05-04",FALSE,155,"Observation","GRA","Ladder Exit"
"3D9.1C2D723D4E",2019-12-27 19:18:39,"Summer","H",17060305,"South Fork Clearwater","CLWRSF","2017-04-12",FALSE,NA,"Observation","LMA","Left Ladder"
"3D9.1C2D72F16A",2019-10-11 10:12:17,"Summer","W",17060305,"South Fork Clearwater","CLWRSF","2016-10-18",FALSE,167,"Observation","GRA","Ladder Exit"
"3D9.1C2D73062E",2019-10-05 07:30:01,"Summer","H",17060305,"South Fork Clearwater","CLWRSF","2017-04-13",FALSE,NA,"Observation","GRA","Ladder Exit"
"3D9.1C2D73D79C",2019-09-18 14:01:10,"Summer","W",17060204,"Lemhi","BOHANC","2017-07-24",FALSE,138,"Observation","BO4","VERTICAL SLOT DETECTORS"
"3D9.1C2D88A399",2019-10-18 10:25:25,"Summer","U",17030003,"Lower Yakima","PROTAL","2019-04-19",FALSE,690,"Observation","ICH","RIGHT LADDER WEIR 438 [S/O]"
"3D9.1C2DAECDD4",2019-10-25 19:45:46,"Summer","W",17070306,"Lower Deschutes","BUCKHC","2017-04-19",FALSE,168,"Observation","DSF","Main Fishway"
"3D9.1C2DAED972",2019-10-22 18:07:15,"Summer","W",17070306,"Lower Deschutes","BUCKHC","2017-04-19",FALSE,187,"Recapture","SHERFT",NA
"3D9.1C2DB6C7AF",2019-08-18 16:54:23,"Unknown","W",17070105,"Middle Columbia-Hood","15MILC","2017-04-25",FALSE,177,"Observation","BO4","VERTICAL SLOT DETECTORS"
"3D9.1C2DC9734B",2019-10-08 19:44:11,"Summer","W",17070102,"Walla Walla","TOUCHR","2018-03-31",FALSE,500,"Observation","WWB","Upstream Barge"
"3D9.1C2DDA09FE",2019-05-15 05:16:28,"Summer","W",17070102,"Walla Walla","TOUCHR","2019-03-22",FALSE,590,"Observation","MC1","COUNTING WINDOW"
"3D9.1C2DDA596A",2019-05-12 10:53:51,"Unknown","U",17060107,"Lower Snake-Tucannon","LGRTAL","2019-05-02",FALSE,610,"Observation","JO1","WEIR 180"
"3D9.1C2DDA6651",2019-05-06 18:56:10,"Summer","H",17060107,"Lower Snake-Tucannon","TUCR","2019-04-23",FALSE,720,"Observation","MC2","WEIR 302"
"3D9.1C2DDAD4B8",2019-05-22 13:46:36,"Unknown","U",17060107,"Lower Snake-Tucannon","LGRTAL","2019-05-17",FALSE,550,"Observation","MC2","WEIR 309"
"3D9.1C2DDAD99C",2019-05-08 00:00:27,"Summer","H",17070102,"Walla Walla","TOUCHR","2019-04-04",FALSE,590,"Observation","MC2","WEIR 302"
"3D9.1C2DDADEF2",2019-05-04 18:09:40,"Unknown","U",17060107,"Lower Snake-Tucannon","LGRTAL","2019-04-27",FALSE,800,"Observation","MC2","WEIR 302"
"3D9.1C2DE1FB35",2019-04-14 20:54:29,"Summer","H",17060103,"Lower Snake-Asotin","SNKTRP","2019-03-31",FALSE,198,"Observation","JO1","WEIR 180"
"3D9.1C2DE4B655",2019-09-03 11:24:31,"Summer","H",17020016,"Upper Columbia-Priest Rapids","PRDTAL","2017-05-11",FALSE,214,"Observation","BO1","VERTICAL SLOT DETECTORS"
"3D9.1C2DE4E1B7",2019-10-24 12:13:20,"Summer","U",17020016,"Upper Columbia-Priest Rapids","PRDTAL","2017-05-28",FALSE,162,"Observation","WEA","Left Ladder Pool 68"
"3D9.1C2DE4EFD4",2019-08-14 17:15:37,"Summer","H",17020010,"Upper Columbia-Entiat","RISTAL","2017-05-23",FALSE,212,"Observation","BO4","VERTICAL SLOT DETECTORS"
"3D9.1C2DE50594",2019-08-28 11:25:24,"Summer","U",17020016,"Upper Columbia-Priest Rapids","PRDTAL","2017-05-21",FALSE,158,"Observation","WEA","Left Ladder Pool 68"
"3D9.1C2DE71724",2019-10-22 18:50:47,"Summer","W",17070307,"Trout","TROU2C","2017-04-21",FALSE,174,"Observation","DSF","Main Fishway"
"3D9.1C2DE79AB4",2019-09-14 00:50:41,"Summer","W",17070307,"Trout","TROU2C","2017-04-25",FALSE,202,"Observation","TD2","Counting Window"
"3D9.1C2DE7BC8F",2019-09-20 06:39:05,"Summer","W",17070307,"Trout","TROU2C","2017-04-21",FALSE,172,"Observation","DSF","Main Fishway"
"3D9.1C2DE7F718",2019-12-29 17:02:08,"Summer","W",17070307,"Trout","TROU2C","2017-04-25",FALSE,175,"Observation","WSR","PIT Tag Array"
"3D9.1C2DE7FAB6",2019-07-08 12:55:46,"Summer","W",17070307,"Trout","TROU2C","2017-04-13",FALSE,180,"Observation","TD1","Counting Window"
"3D9.1C2DEA0C9C",2019-09-05 09:38:25,"Summer","W",17060204,"Lemhi","HAYDNC","2016-09-17",FALSE,121,"Observation","GRA","Ladder Exit"
"3D9.1C2DEF5696",2019-08-25 15:22:34,"Summer","W",17060204,"Lemhi","LEMHIR","2017-11-19",FALSE,235,"Observation","GRA","Ladder Exit"
"3D9.1C2DF1B82D",2019-09-29 14:04:34,"Summer","H",17020010,"Upper Columbia-Entiat","RISTAL","2017-05-22",FALSE,204,"Observation","PRA","LEFT [EAST] LADDER WEIR 3"
"3D9.1C2E02F6E1",2019-07-15 14:57:33,"Summer","W",17070307,"Trout","TROU2C","2018-04-12",FALSE,204,"Observation","BO4","VERTICAL SLOT DETECTORS"
"3D9.1C2E0329D8",2019-07-04 11:50:07,"Summer","W",17070307,"Trout","TROU2C","2017-05-03",FALSE,170,"Observation","TD2","Counting Window"
"3D9.1C2E0360FE",2019-07-25 13:22:32,"Summer","W",17070307,"Trout","TROU2C","2017-05-01",FALSE,193,"Observation","TD1","Counting Window"
"3D9.1C2E0370A5",2019-09-20 11:36:23,"Summer","W",17070307,"Trout","TROU2C","2018-04-26",FALSE,211,"Observation","TD1","Counting Window"
"3D9.1C2E03718C",2019-07-06 16:05:41,"N/A","W",17070106,"Klickitat","SNYDEC","2016-06-14",FALSE,102,"Observation","MVF","Downstream Antenna"
"3D9.1C2E037C61",2019-10-08 18:02:06,"Summer","W",17070307,"Trout","TROU2C","2018-05-07",FALSE,182,"Recapture","SHERFT",NA
"3D9.1C2E03871E",2019-10-01 09:23:36,"Summer","W",17070307,"Trout","TROU2C","2017-04-27",FALSE,205,"Observation","TD1","Counting Window"
"3D9.1C2E038E31",2019-10-26 15:25:06,"Summer","W",17070307,"Trout","TROU2C","2018-04-11",FALSE,205,"Observation","DSF","Main Fishway"
"3D9.1C2E039838",2019-09-25 19:17:46,"Summer","W",17070307,"Trout","TROU2C","2017-04-27",FALSE,185,"Observation","DSF","Main Fishway"
"3D9.1C2E03BF66",2019-09-25 20:10:12,"Summer","W",17070307,"Trout","TROU2C","2018-04-13",FALSE,205,"Observation","DSF","Main Fishway"
"3D9.1C2E03C377",2019-10-26 19:01:47,"Summer","W",17070307,"Trout","TROU2C","2018-03-16",FALSE,156,"Observation","DSF","Main Fishway"
"3D9.1C2E03CD0E",2019-10-18 15:30:06,"Summer","W",17070307,"Trout","TROU2C","2017-04-29",FALSE,172,"Observation","DSF","Main Fishway"
"3D9.1C2E03DCF0",2019-08-31 18:46:57,"Summer","W",17070307,"Trout","TROU2C","2017-05-11",FALSE,174,"Observation","BO1","VERTICAL SLOT DETECTORS"
"3D9.1C2E03F04D",2019-07-14 06:35:18,"Summer","W",17070307,"Trout","TROU2C","2017-05-03",FALSE,178,"Observation","BO4","VERTICAL SLOT DETECTORS"
"3D9.1C2E03F835",2019-10-08 11:05:44,"N/A","W",17070106,"Klickitat","SNYDEC","2016-06-14",FALSE,106,"Observation","TD1","Counting Window"
"3D9.1C2E0409D5",2019-10-04 16:41:03,"Summer","W",17070307,"Trout","TROU2C","2017-05-12",FALSE,200,"Observation","DSF","Main Fishway"
"3D9.1C2E040B1F",2019-09-18 14:45:09,"Summer","W",17070307,"Trout","TROU2C","2018-05-03",FALSE,169,"Observation","TD1","Counting Window"
"3D9.1C2E04114B",2019-09-11 18:30:19,"Summer","W",17070307,"Trout","TROU2C","2017-05-27",FALSE,187,"Observation","BO1","VERTICAL SLOT DETECTORS"
"3D9.1C2E041388",2019-07-10 20:32:32,"Summer","W",17070307,"Trout","TROU2C","2017-05-05",FALSE,192,"Observation","DRM","Downstream Array"
"3D9.1C2E041A58",2019-10-13 10:37:28,"Summer","W",17070307,"Trout","TROU2C","2018-04-26",FALSE,198,"Observation","DSF","Main Fishway"
"3D9.1C2E042546",2019-08-09 05:32:28,"Summer","W",17070307,"Trout","TROU2C","2017-05-21",FALSE,161,"Observation","BO4","VERTICAL SLOT DETECTORS"
"3D9.1C2E042B75",2019-07-20 11:01:53,"N/A","W",17070106,"Klickitat","WHITEC","2015-06-30",FALSE,85,"Observation","BO4","VERTICAL SLOT DETECTORS"
"3D9.1C2E0442BF",2019-09-25 04:29:40,"Summer","W",17070307,"Trout","TROU2C","2017-05-01",FALSE,189,"Observation","DSF","Main Fishway"
"3D9.1C2E0443A5",2019-10-04 06:29:15,"Summer","W",17070306,"Lower Deschutes","BAKEOC","2017-04-15",FALSE,191,"Observation","TD1","Counting Window"
"3D9.1C2E0476F0",2019-09-22 10:43:42,"Summer","W",17070307,"Trout","TROU2C","2017-05-15",FALSE,180,"Observation","TD1","Counting Window"
"3D9.1C2E07DD55",2019-11-04 18:08:06,"Summer","W",17060107,"Lower Snake-Tucannon","LGRRBR","2017-04-13",FALSE,168,"Observation","GRA","Ladder Exit"
"3D9.1C2E090882",2019-10-22 18:03:18,"Summer","W",17070307,"Trout","TROU2C","2018-05-03",FALSE,183,"Observation","DSF","High Flow Fishway"
"3D9.1C2E092A82",2019-07-16 18:09:19,"Summer","W",17070307,"Trout","TROU2C","2017-05-02",FALSE,194,"Observation","BO4","VERTICAL SLOT DETECTORS"
"3D9.1C2E09302D",2019-09-02 18:38:25,"Summer","W",17070307,"Trout","TROU2C","2018-04-26",FALSE,177,"Observation","DSF","Main Fishway"
"3D9.1C2E094CB7",2019-07-26 03:07:19,"Summer","W",17070307,"Trout","TROU2C","2017-05-06",FALSE,201,"Observation","DSF","Main Fishway"
"3D9.1C2E095A88",2019-10-11 15:03:04,"Summer","W",17070307,"Trout","TROU2C","2017-05-08",FALSE,175,"Recapture","SHERFT",NA
