"tag_id","date","run","rtype","subbasin","subbasin_name","rel_site","rel_date","transported","length","etype","obs_site","ant"
"3D9.1C2D73A0A6","2018-07-23 13:10:46","Summer","W",17070307,"Trout","TROU2C","2016-04-26",FALSE,170,"Observation","BO4","VERTICAL SLOT DETECTORS"
"3D9.1C2D73CDC4","2018-07-15 04:31:14","Summer","W",17070307,"Trout","TROU2C","2016-04-13",FALSE,184,"Observation","BO4","VERTICAL SLOT DETECTORS"
"3D9.1C2D73F145","2018-07-20 17:34:14","Summer","W",17070307,"Trout","TROU2C","2016-04-25",FALSE,208,"Observation","TD1","Counting Window"
"3D9.1C2DA121B8","2018-08-29 14:15:21","Unknown","W",17070105,"Middle Columbia-Hood","WHITSR","2018-04-23",FALSE,159,"Observation","BO4","VERTICAL SLOT DETECTORS"
"3D9.1C2DACFC95","2018-03-23 03:40:16","Summer","W",17070103,"Umatilla","IMQP","2014-09-05",FALSE,136,"Observation","TMF","Adult Fish Ladder"
"3D9.1C2DAE7B76","2018-07-15 22:01:18","Summer","W",17070306,"Lower Deschutes","BAKEOC","2016-05-02",FALSE,167,"Observation","DRM","Downstream Array"
"3D9.1C2DAEA7C2","2018-07-19 14:04:27","Summer","W",17070306,"Lower Deschutes","BUCKHC","2017-04-21",FALSE,174,"Observation","TD2","Counting Window"
"3D9.1C2DAEB3AD","2018-09-03 13:47:30","Summer","W",17070306,"Lower Deschutes","BUCKHC","2017-04-21",FALSE,195,"Observation","TD1","Counting Window"
"3D9.1C2DAEC911","2018-10-19 12:54:49","Summer","W",17070306,"Lower Deschutes","BUCKHC","2017-04-19",FALSE,158,"Observation","DSF","Main Fishway"
"3D9.1C2DB69D1E","2018-10-17 16:52:03","Unknown","W",17070105,"Middle Columbia-Hood","15MILC","2017-04-24",FALSE,174,"Observation","DRM","Downstream Array"
"3D9.1C2DD6A517","2018-09-25 09:51:44","Summer","W",17060208,"South Fork Salmon","KNOXB","2014-08-21",FALSE,138,"Observation","ICH","LEFT LADDER WEIR 438 [O/S]"
"3D9.1C2DDAD982","2018-12-14 02:15:18","Summer","W",17070102,"Walla Walla","TOUCHR","2015-11-05",FALSE,120,"Observation","PRV","ARRAY"
"3D9.1C2DDADA72","2018-10-01 10:37:03","Summer","W",17070102,"Walla Walla","TOUCHR","2015-11-05",FALSE,106,"Observation","LMA","Right Ladder"
"3D9.1C2DDBA18E","2018-11-25 19:55:10","Unknown","W",17070105,"Middle Columbia-Hood","TROUTC","2014-04-26",FALSE,170,"Observation","TC4","Upstream Array"
"3D9.1C2DDCA493","2018-08-09 12:23:21","N/A","W",17020006,"Okanogan","OMAKC","2016-09-08",FALSE,120,"Observation","BO1","VERTICAL SLOT DETECTORS"
"3D9.1C2DDCCEDE","2018-08-03 14:15:08","N/A","W",17020006,"Okanogan","OMAKC","2016-09-07",FALSE,125,"Observation","BO4","VERTICAL SLOT DETECTORS"
"3D9.1C2DE14DAA","2018-10-08 20:01:30","Summer","W",17060107,"Lower Snake-Tucannon","LGRLDR","2016-07-08",FALSE,680,"Observation","GRA","Ladder Exit"
"3D9.1C2DE28110","2018-09-20 19:09:02","N/A","W",17020006,"Okanogan","OMAKC","2016-09-08",FALSE,133,"Observation","OKL","Upstream Array"
"3D9.1C2DE2820D","2018-09-12 23:20:08","N/A","W",17020006,"Okanogan","OMAKC","2016-09-06",FALSE,105,"Observation","OKL","Downstream Array"
"3D9.1C2DE4963C","2018-11-07 12:29:53","Summer","U",17020010,"Upper Columbia-Entiat","RISTAL","2016-05-03",FALSE,177,"Observation","WEA","Left Ladder Pool 68"
"3D9.1C2DE4E076","2018-09-14 08:04:21","Summer","H",17020010,"Upper Columbia-Entiat","RISTAL","2017-05-09",FALSE,192,"Observation","WEA","Right Ladder Pool 68"
"3D9.1C2DE50594","2018-08-31 17:37:03","Summer","U",17020016,"Upper Columbia-Priest Rapids","PRDTAL","2017-05-21",FALSE,158,"Observation","JO1","WEIR 181"
"3D9.1C2DE764B8","2018-07-29 15:42:52","Summer","W",17070307,"Trout","TROU2C","2016-04-06",FALSE,165,"Observation","DSF","Main Fishway"
"3D9.1C2DE79AF1","2018-06-10 14:41:45","Summer","W",17070307,"Trout","TROU2C","2016-04-01",FALSE,215,"Observation","BO4","VERTICAL SLOT DETECTORS"
"3D9.1C2DE7D401","2018-10-05 10:16:32","Summer","W",17070307,"Trout","TROU2C","2016-04-09",FALSE,182,"Observation","DSF","Main Fishway"
"3D9.1C2DE7DCFC","2018-07-23 09:52:56","Summer","W",17070307,"Trout","TROU2C","2016-04-23",FALSE,193,"Observation","DSF","Main Fishway"
"3D9.1C2DE7EC64","2018-10-18 14:17:41","Summer","W",17070307,"Trout","TROU2C","2016-04-25",FALSE,184,"Observation","TD1","Counting Window"
"3D9.1C2DE8655B","2018-09-13 13:00:18","Summer","W",17060208,"South Fork Salmon","SECTRP","2014-07-05",FALSE,88,"Observation","BO1","VERTICAL SLOT DETECTORS"
"3D9.1C2DF34DED","2018-10-29 09:17:41","Summer","W",17070103,"Umatilla","IMQP","2016-05-23",FALSE,111,"Observation","JO1","WEIR 181"
"3D9.1C2E02CA8B","2018-07-02 08:09:24","Summer","W",17070307,"Trout","TROU2C","2017-05-06",FALSE,175,"Observation","BO1","VERTICAL SLOT DETECTORS"
"3D9.1C2E02D684","2018-08-09 17:16:15","Summer","W",17070307,"Trout","TROU2C","2017-05-06",FALSE,183,"Observation","DSF","Main Fishway"
"3D9.1C2E03561F","2018-09-24 07:56:28","Unknown","W",17070105,"Middle Columbia-Hood","MILL3C","2016-04-08",FALSE,190,"Observation","JO1","WEIR 181"
"3D9.1C2E03892B","2018-08-11 14:06:46","N/A","W",17070106,"Klickitat","WHEELC","2016-04-11",FALSE,176,"Observation","BO4","VERTICAL SLOT DETECTORS"
"3D9.1C2E039A5A","2018-09-30 11:20:29","Summer","W",17070307,"Trout","TROU2C","2017-04-27",FALSE,199,"Observation","DSF","Main Fishway"
"3D9.1C2E03B016","2018-06-29 05:41:00","Summer","W",17070307,"Trout","TROU2C","2017-05-01",FALSE,180,"Observation","TD1","Counting Window"
"3D9.1C2E03B16B","2018-04-06 06:27:16","Unknown","W",17070105,"Middle Columbia-Hood","EIGH2C","2016-03-30",FALSE,172,"Observation","158","Upstream Fifteenmile Ck"
"3D9.1C2E03C256","2018-06-23 20:56:59","Unknown","W",17070105,"Middle Columbia-Hood","MILL3C","2016-03-28",FALSE,190,"Observation","DRM","Upstream Array"
"3D9.1C2E040690","2018-07-26 11:28:02","N/A","W",17070106,"Klickitat","SWALEC","2015-04-15",FALSE,107,"Observation","BO4","VERTICAL SLOT DETECTORS"
"3D9.1C2E0413A6","2018-09-27 20:34:37","Summer","W",17070307,"Trout","TROU2C","2017-05-12",FALSE,162,"Observation","DSF","Main Fishway"
"3D9.1C2E0417A1","2018-11-01 12:09:03","Summer","W",17070307,"Trout","TROU2C","2017-05-01",FALSE,193,"Observation","DSF","Main Fishway"
"3D9.1C2E044476","2018-07-16 14:08:45","N/A","W",17070106,"Klickitat","TEPEEC","2014-06-19",FALSE,72,"Observation","BO4","VERTICAL SLOT DETECTORS"
"3D9.1C2E047AC3","2018-07-04 05:47:50","N/A","W",17070106,"Klickitat","SWALEC","2015-04-15",FALSE,120,"Observation","BO1","VERTICAL SLOT DETECTORS"
"3D9.1C2E07C4A9","2018-11-20 07:14:32","Summer","W",17060107,"Lower Snake-Tucannon","LGRRBR","2017-05-17",FALSE,176,"Observation","GRA","Ladder Exit"
"3D9.1C2E07D500","2018-12-31 10:57:43","Summer","W",17060107,"Lower Snake-Tucannon","LGRRBR","2017-04-13",FALSE,168,"Observation","LMA","Right Ladder"
"3D9.1C2E07F626","2018-07-05 09:08:15","Summer","W",17060107,"Lower Snake-Tucannon","LGRRBR","2016-06-10",FALSE,221,"Observation","GRA","Ladder Exit"
"3D9.1C2E083DAE","2018-10-22 13:43:31","Summer","W",17060107,"Lower Snake-Tucannon","LGRRBR","2017-04-13",FALSE,190,"Observation","GRA","Ladder Exit"
"3D9.1C2E090759","2018-11-02 02:29:00","Summer","W",17070307,"Trout","TROU2C","2017-05-12",FALSE,160,"Observation","DSF","Main Fishway"
"3D9.1C2E095A3F","2018-10-04 17:44:41","Summer","W",17070307,"Trout","TROU2C","2017-05-02",FALSE,178,"Observation","DSF","Main Fishway"
"3D9.239F8827D5","2018-09-07 06:42:58","Summer","W",17070204,"Lower John Day","ROCK4C","2016-10-25",FALSE,141,"Observation","MC1","COUNTING WINDOW"
"3D9.239F884A03","2018-09-15 13:01:25","Summer","W",17070204,"Lower John Day","ROCK4C","2016-10-27",FALSE,136,"Observation","MC2","WEIR 302"
"3DA.1A19B100CA","2018-07-26 11:53:11","Summer","H",17020008,"Methow","WINT","2016-04-15",FALSE,190,"Observation","BO4","VERTICAL SLOT DETECTORS"
"3DA.1A19B1082F","2018-09-27 17:45:51","Summer","H",17020008,"Methow","WINT","2016-04-15",FALSE,145,"Observation","WEJ","Baffle Section 5"
"3DA.1A19B15A1B","2018-10-08 06:09:03","Summer","W",17070204,"Lower John Day","ROCK4C","2015-11-18",FALSE,106,"Observation","MC2","WEIR 302"
"3DA.1A19B15DAE","2018-10-02 12:57:07","Summer","W",17070204,"Lower John Day","ROCK4C","2015-11-18",FALSE,107,"Observation","MC2","COUNTING WINDOW"
"3DA.1A19B1762B","2018-12-22 03:53:18","Summer","W",17070204,"Lower John Day","ROCK4C","2015-11-18",FALSE,106,"Observation","PRV","ARRAY"
"3DA.1A19B1777E","2018-08-15 12:54:30","Summer","W",17070204,"Lower John Day","ROCK4C","2015-11-18",FALSE,88,"Observation","BO4","VERTICAL SLOT DETECTORS"
"3DA.1A19B184EB","2018-09-15 08:07:26","Summer","W",17070204,"Lower John Day","ROCK4C","2015-11-18",FALSE,94,"Observation","GRA","Ladder Exit"
"3DA.1A19B1B358","2018-10-27 07:59:30","Summer","H",17020008,"Methow","WINT","2016-04-15",FALSE,155,"Observation","WEA","Right Ladder Pool 68"
"3DA.1A19B1C7C4","2018-08-03 09:06:26","Summer","H",17020008,"Methow","WINT","2016-04-15",FALSE,159,"Observation","BO1","VERTICAL SLOT DETECTORS"
"3DA.1A19B1D48A","2018-09-11 19:47:45","Summer","H",17020008,"Methow","WINT","2016-04-15",FALSE,176,"Observation","WEA","Right Ladder Pool 68"
"3DA.1A19B1D8EF","2018-08-13 07:13:00","Summer","H",17020008,"Methow","WINT","2016-04-15",FALSE,162,"Observation","WEA","Left Ladder Pool 68"
"3DA.1A19B1E094","2018-09-23 16:15:24","Summer","H",17020008,"Methow","WINT","2016-04-15",FALSE,145,"Observation","WEA","Right Ladder Pool 68"
"3DD.003B9DD567","2018-07-10 10:39:16","Summer","H",17020010,"Upper Columbia-Entiat","RI2BYP","2016-05-01",FALSE,198,"Observation","BO1","VERTICAL SLOT DETECTORS"
"3DD.003B9DE108","2018-09-28 16:03:17","Summer","H",17020010,"Upper Columbia-Entiat","RI2BYP","2016-04-30",FALSE,231,"Observation","WEA","Left Ladder Pool 68"
"3DD.003B9DE734","2018-07-27 14:15:59","Summer","W",17020010,"Upper Columbia-Entiat","RI2BYP","2016-04-20",FALSE,172,"Observation","WEA","Left Ladder Pool 68"
"3DD.003B9EF16B","2018-10-01 19:41:14","Summer","W",17020006,"Okanogan","OMAKC","2016-05-20",FALSE,126,"Observation","OKL","Downstream Array"
"3DD.003BA45748","2018-09-23 20:53:05","Summer","H",17020010,"Upper Columbia-Entiat","RI2BYP","2016-05-14",FALSE,186,"Observation","WEA","Right Ladder Pool 68"
"3DD.003BA4B228","2018-07-26 07:05:25","Summer","H",17020006,"Okanogan","OMAKC","2015-04-15",FALSE,73,"Observation","BO4","VERTICAL SLOT DETECTORS"
"3DD.003BC53964","2018-08-08 10:01:12","Summer","H",17020006,"Okanogan","SALMOC","2016-04-18",FALSE,NA,"Observation","WEA","Left Ladder Pool 68"
"3DD.003BC64D93","2018-08-16 13:14:25","Summer","H",17020006,"Okanogan","SALMOC","2016-04-18",FALSE,NA,"Observation","WEA","East Trap"
"3DD.003BC64DAC","2018-09-26 14:16:33","Summer","H",17020006,"Okanogan","SALMOC","2016-04-18",FALSE,NA,"Observation","WEA","West Trap"
"3DD.003BC64E05","2018-09-18 11:00:00","Summer","H",17020006,"Okanogan","SALMOC","2016-04-18",FALSE,NA,"Recapture","WELLD2",NA
"3DD.003BC64E3F","2018-09-19 11:00:00","Summer","H",17020006,"Okanogan","SALMOC","2016-04-18",FALSE,NA,"Recapture","WELLD2",NA
"3DD.003BC64EA8","2018-09-21 08:58:13","Summer","H",17020006,"Okanogan","SALMOC","2016-04-18",FALSE,NA,"Observation","WEA","Left Ladder Pool 68"
"3DD.003BC64EC8","2018-10-08 21:35:20","Summer","H",17020006,"Okanogan","SALMOC","2016-04-18",FALSE,NA,"Observation","WEA","Right Ladder Pool 68"
"3DD.003BC6791A","2018-09-29 13:21:50","Summer","H",17020006,"Okanogan","SALMOC","2016-04-18",FALSE,NA,"Observation","WEA","Right Ladder Pool 68"
"3DD.003BC71EE4","2018-11-04 13:34:28","Summer","H",17020006,"Okanogan","OMAKC","2016-04-10",FALSE,90,"Observation","OKL","Downstream Array"
"3DD.003BC71FDD","2018-08-26 09:58:17","Summer","H",17020006,"Okanogan","OMAKC","2016-04-10",FALSE,83,"Observation","TD1","Counting Window"
"3DD.003BC722AE","2018-10-27 23:20:05","Summer","H",17020006,"Okanogan","OMAKC","2016-04-10",FALSE,102,"Observation","OKL","Downstream Array"
"3DD.003BC72411","2018-10-19 05:15:05","Summer","H",17020006,"Okanogan","OMAKC","2016-04-10",FALSE,97,"Observation","OKL","Upstream Array"
"3DD.003BC72619","2018-08-30 11:55:57","Summer","H",17020006,"Okanogan","OMAKC","2016-04-10",FALSE,102,"Observation","PRA","LEFT [EAST] LADDER WEIR 3"
"3DD.003BC72783","2018-08-31 15:03:23","Summer","H",17020006,"Okanogan","OMAKC","2016-04-10",FALSE,81,"Observation","WEA","Left Ladder Pool 68"
"3DD.003BC72ADA","2018-09-20 05:09:13","Summer","H",17020006,"Okanogan","OMAKC","2016-04-10",FALSE,98,"Observation","WEA","Left Ladder Pool 68"
"3DD.003BC72BD3","2018-10-12 18:07:32","Summer","H",17020006,"Okanogan","OMAKC","2016-04-10",FALSE,94,"Observation","OKL","Upstream Array"
"3DD.003BC73099","2018-09-21 10:42:15","Summer","H",17020006,"Okanogan","OMAKC","2016-04-10",FALSE,94,"Observation","WEA","Left Ladder Pool 68"
"3DD.003BC73175","2018-11-02 23:18:05","Summer","H",17020006,"Okanogan","OMAKC","2016-04-10",FALSE,116,"Observation","OKL","Upstream Array"
"3DD.003BC78152","2018-07-28 11:41:56","Summer","W",17070306,"Lower Deschutes","PERTAL","2016-04-14",FALSE,191,"Observation","BO4","VERTICAL SLOT DETECTORS"
