"HUC12","HUC_12_NAME","HUC10","HUC_10_NAME","HUC8","HUC_8_NAME","Latitude","Longitude"
"170101010503","Big Creek",1701010105,"Big Creek",17010101,"Middle Kootenai",48.7763943668297,-115.454988771112
"170101010601","Boulder Creek",1701010106,"Boulder Creek-Tenmile Creek",17010101,"Middle Kootenai",48.8401683473228,-115.369482155412
"170101010602","Sutton Creek",1701010106,"Boulder Creek-Tenmile Creek",17010101,"Middle Kootenai",48.7353826566888,-115.204704121655
"170101010603","McGuire Creek",1701010106,"Boulder Creek-Tenmile Creek",17010101,"Middle Kootenai",48.6790426168743,-115.241732943491
"170101010604","Lake Koocanusa-Gold Creek",1701010106,"Boulder Creek-Tenmile Creek",17010101,"Middle Kootenai",48.7690976775414,-115.303136616815
"170101010605","Parsnip Creek",1701010106,"Boulder Creek-Tenmile Creek",17010101,"Middle Kootenai",48.6596864999481,-115.378578884319
"170101010606","Tenmile Creek",1701010106,"Boulder Creek-Tenmile Creek",17010101,"Middle Kootenai",48.6175611184936,-115.171106116961
"170101010607","Lake Koocanusa-Geibler Creek",1701010106,"Boulder Creek-Tenmile Creek",17010101,"Middle Kootenai",48.6184188333257,-115.271339879985
"170101010701","Fivemile Creek",1701010107,"Bristow Creek-Rainy Creek",17010101,"Middle Kootenai",48.5279087406838,-115.106513986852
"170101010702","Bristow Creek",1701010107,"Bristow Creek-Rainy Creek",17010101,"Middle Kootenai",48.5645992259322,-115.352640069835
"170101010704","Barron Creek",1701010107,"Bristow Creek-Rainy Creek",17010101,"Middle Kootenai",48.5247610051288,-115.367828089842
"170101010705","Cripple Horse Creek",1701010107,"Bristow Creek-Rainy Creek",17010101,"Middle Kootenai",48.4635691344982,-115.141314606057
"170101010706","Jackson Creek",1701010107,"Bristow Creek-Rainy Creek",17010101,"Middle Kootenai",48.4856046311646,-115.379194869155
"170101010707","Canyon Creek",1701010107,"Bristow Creek-Rainy Creek",17010101,"Middle Kootenai",48.4176410105634,-115.20335876904
"170101010708","Lake Koocanusa-Little Jackson Creek",1701010107,"Bristow Creek-Rainy Creek",17010101,"Middle Kootenai",48.4914611422495,-115.280611190487
"170101010709","Dunn Creek",1701010107,"Bristow Creek-Rainy Creek",17010101,"Middle Kootenai",48.3632406043096,-115.207535211872
"170101010710","Rainy Creek",1701010107,"Bristow Creek-Rainy Creek",17010101,"Middle Kootenai",48.4457227857975,-115.423244039904
"170101010711","Upper Kootenai River",1701010107,"Bristow Creek-Rainy Creek",17010101,"Middle Kootenai",48.3857056497924,-115.408343100355
"170101010801","Upper Libby Creek",1701010108,"Libby Creek",17010101,"Middle Kootenai",48.1456117562669,-115.558434680925
"170101010802","Swamp Creek-Cowell Creek",1701010108,"Libby Creek",17010101,"Middle Kootenai",48.1790891440817,-115.430812880973
"170101010803","Granite Creek",1701010108,"Libby Creek",17010101,"Middle Kootenai",48.2860674081391,-115.665063587343
"170101010804","Big Cherry Creek",1701010108,"Libby Creek",17010101,"Middle Kootenai",48.2516907692118,-115.596709806443
"170101010805","Lower Libby Creek",1701010108,"Libby Creek",17010101,"Middle Kootenai",48.298546228154,-115.475933952948
"170101010901","East Fork Pipe Creek",1701010109,"Pipe Creek",17010101,"Middle Kootenai",48.6628650131645,-115.582646793638
"170101010902","Upper Pipe Creek",1701010109,"Pipe Creek",17010101,"Middle Kootenai",48.5852589522865,-115.571369437114
"170101010903","Lower Pipe Creek",1701010109,"Pipe Creek",17010101,"Middle Kootenai",48.4835194176371,-115.513187935089
"170101011001","Flower Creek",1701010110,"Flower Creek-Quartz Creek",17010101,"Middle Kootenai",48.3417898762804,-115.645487040937
"170101011002","Parmenter Creek",1701010110,"Flower Creek-Quartz Creek",17010101,"Middle Kootenai",48.3698960798046,-115.671521873838
"170101011003","Bobtail Creek",1701010110,"Flower Creek-Quartz Creek",17010101,"Middle Kootenai",48.5027080560976,-115.597800351576
"170101011004","Quartz Creek",1701010110,"Flower Creek-Quartz Creek",17010101,"Middle Kootenai",48.5163818714304,-115.677900843214
"170101011005","Middle Kootenai River",1701010110,"Flower Creek-Quartz Creek",17010101,"Middle Kootenai",48.4218251198381,-115.649865070575
"170101011101","Ross Creek",1701010111,"Lake Creek",17010101,"Middle Kootenai",48.1980488296582,-115.949801170734
"170101011102","Stanley Creek",1701010111,"Lake Creek",17010101,"Middle Kootenai",48.2616056357432,-115.943047692038
"170101011103","Upper Lake Creek",1701010111,"Lake Creek",17010101,"Middle Kootenai",48.2953881519384,-115.812359673914
"170101011104","Keeler Creek",1701010111,"Lake Creek",17010101,"Middle Kootenai",48.3348232946365,-115.984254519774
"170101011105","Lower Lake Creek",1701010111,"Lake Creek",17010101,"Middle Kootenai",48.3963526549994,-115.854598440853
"170101011201","OBrien Creek",1701010112,"OBrien Creek",17010101,"Middle Kootenai",48.5385737122699,-115.826175028696
"170101011202","South Callahan Creek",1701010112,"O'Brien Creek",17010101,"Middle Kootenai",48.3998747566461,-116.088183165855
"170101011203","North Callahan Creek",1701010112,"O'Brien Creek",17010101,"Middle Kootenai",48.4643431657165,-116.112011008749
"170101011204","Callahan Creek",1701010112,"OBrien Creek",17010101,"Middle Kootenai",48.4288224088209,-115.977133719693
"170101011205","Ruby Creek",1701010112,"O'Brien Creek",17010101,"Middle Kootenai",48.5022863641586,-116.007594049118
"170101011206","Star Creek",1701010112,"O'Brien Creek",17010101,"Middle Kootenai",48.5339762106741,-116.05996226385
"170101011207","Lower Kootenai River",1701010112,"OBrien Creek",17010101,"Middle Kootenai",48.4848929920352,-115.865110708316
"170101020101","Upper Pleasant Valley Fisher River",1701010201,"Pleasant Valley Fisher River",17010102,"Fisher",48.113726334291,-114.79437112052
"170101020102","Island Creek",1701010201,"Pleasant Valley Fisher River",17010102,"Fisher",48.2314714509592,-114.961826842287
"170101020103","Pleasant Valley Creek",1701010201,"Pleasant Valley Fisher River",17010102,"Fisher",48.1857613770868,-114.878604246684
"170101020104","Pleasant Valley Fisher River-Pearsons Reservoir",1701010201,"Pleasant Valley Fisher River",17010102,"Fisher",48.109668522038,-114.926915799949
"170101020105","Pleasant Valley Fisher River-Barnum Creek",1701010201,"Pleasant Valley Fisher River",17010102,"Fisher",48.144035937324,-115.095533206003
"170101020106","Elk Creek",1701010201,"Pleasant Valley Fisher River",17010102,"Fisher",48.0168727290163,-115.183089690807
"170101020107","McGinnis Creek",1701010201,"Pleasant Valley Fisher River",17010102,"Fisher",47.980815953645,-115.229972506374
"170101020108","Pleasant Valley Fisher River-Loon Lake",1701010201,"Pleasant Valley Fisher River",17010102,"Fisher",48.0605033319773,-115.258282057592
"170101020201","East Fisher Creek",1701010202,"Silver Butte Fisher River",17010102,"Fisher",47.9447275218833,-115.323868500675
"170101020202","Silver Butte Fisher River",1701010202,"Silver Butte Fisher River",17010102,"Fisher",47.9665003817534,-115.455891282945
"170101020301","Weigel Creek",1701010203,"Wolf Creek",17010102,"Fisher",48.4492493939401,-115.008154945013
"170101020302","Upper Wolf Creek",1701010203,"Wolf Creek",17010102,"Fisher",48.4153002386414,-114.935312998417
"170101020303","Dry Fork Creek",1701010203,"Wolf Creek",17010102,"Fisher",48.4009591615614,-115.08601796586
"170101020304","Little Wolf Creek",1701010203,"Wolf Creek",17010102,"Fisher",48.299903544483,-114.928129796931
"170101020305","Middle Wolf Creek",1701010203,"Wolf Creek",17010102,"Fisher",48.3482242416316,-115.041414588943
"170101020306","Lower Wolf Creek",1701010203,"Wolf Creek",17010102,"Fisher",48.2681020378254,-115.135160866519
"170101020401","West Fisher Creek",1701010204,"Fisher River",17010102,"Fisher",48.0410708209866,-115.503567529749
"170101020402","Upper Fisher River",1701010204,"Fisher River",17010102,"Fisher",48.0918470342651,-115.390682324146
"170101020403","McKillop Creek",1701010204,"Fisher River",17010102,"Fisher",48.1429663195331,-115.237436380843
"170101020404","Cow Creek",1701010204,"Fisher River",17010102,"Fisher",48.2108208180387,-115.190308292458
"170101020405","Middle Fisher River",1701010204,"Fisher River",17010102,"Fisher",48.1819660606212,-115.31230075621
"170101020406","Lower Fisher River",1701010204,"Fisher River",17010102,"Fisher",48.295638262397,-115.318375698684
"170101030101","North Fork Yaak River",1701010301,"Upper Yaak River",17010103,"Yaak",48.984671193953,-115.645554446523
"170101030102","Basin Creek",1701010301,"Upper Yaak River",17010103,"Yaak",48.8812117436891,-115.46464765723
"170101030103","East Fork Yaak River",1701010301,"Upper Yaak River",17010103,"Yaak",48.9417691147079,-115.497627679451
"170101030104","West Fork Yaak River",1701010301,"Upper Yaak River",17010103,"Yaak",48.9534311745976,-115.81614015473
"170101030105","Yaak River-Vinal Creek",1701010301,"Upper Yaak River",17010103,"Yaak",48.8849281024587,-115.633417581993
"170101030201","South Fork Yaak River",1701010302,"Middle Yaak River",17010103,"Yaak",48.76256633029,-115.640982670096
"170101030202","Pete Creek",1701010302,"Middle Yaak River",17010103,"Yaak",48.8961574274832,-115.808635600267
"170101030203","Spread Creek",1701010302,"Middle Yaak River",17010103,"Yaak",48.8790073370585,-115.931955601485
"170101030204","Hellroaring Creek",1701010302,"Middle Yaak River",17010103,"Yaak",48.8464503504097,-115.983689288876
"170101030205","Meadow Creek",1701010302,"Middle Yaak River",17010103,"Yaak",48.7908001973417,-115.993100614091
"170101030206","Yaak River-Pheasant Creek",1701010302,"Middle Yaak River",17010103,"Yaak",48.8086761848523,-115.802158838709
"170101030301","Burnt Creek",1701010303,"Lower Yaak River",17010103,"Yaak",48.7402738729507,-115.797457124292
"170101030302","Yaak River-Independence Creek",1701010303,"Lower Yaak River",17010103,"Yaak",48.725566579505,-115.912718214876
"170101030303","Upper Seventeenmile Creek",1701010303,"Lower Yaak River",17010103,"Yaak",48.6161726590082,-115.718719236767
"170101030304","Lower Seventeenmile Creek",1701010303,"Lower Yaak River",17010103,"Yaak",48.6682690777529,-115.769283257603
"170101030305","Yaak River-Kilbrennan Creek",1701010303,"Lower Yaak River",17010103,"Yaak",48.6269567794944,-115.888438189227
"170101040101","Upper Boulder Creek",1701010401,"Boulder Creek",17010104,"Lower Kootenai",48.5689255893668,-116.205028234285
"170101040102","Lower Boulder Creek",1701010401,"Boulder Creek",17010104,"Lower Kootenai",48.573910166177,-116.120694270217
"170101040201","Pine Creek",1701010402,"Curley Creek-Kootenai River",17010104,"Lower Kootenai",48.6587177517797,-115.980070707953
"170101040202","Curley Creek",1701010402,"Curley Creek-Kootenai River",17010104,"Lower Kootenai",48.7273186341997,-116.055252579283
"170101040203","Lime Creek-Kootenai River",1701010402,"Curley Creek-Kootenai River",17010104,"Lower Kootenai",48.6137887392937,-116.020556807348
"170101040301","Sand Creek-Kootenai River",1701010403,"Cow Creek-Kootenai River",17010104,"Lower Kootenai",48.6820341605961,-116.103655781471
"170101040302","Dobson Creek-Kootenai River",1701010403,"Cow Creek-Kootenai River",17010104,"Lower Kootenai",48.6934110662791,-116.164667141951
"170101040303","Cabin Creek-Cow Creek",1701010403,"Cow Creek-Kootenai River",17010104,"Lower Kootenai",48.6620956332223,-116.245942880597
"170101040304","Dawson Lake-Kootenai River",1701010403,"Cow Creek-Kootenai River",17010104,"Lower Kootenai",48.7175381775444,-116.287024811901
"170101040401","Deep Creek-McArthur Lake",1701010404,"Deep Creek",17010104,"Lower Kootenai",48.5121195085919,-116.483840586456
"170101040402","Fall Creek",1701010404,"Deep Creek",17010104,"Lower Kootenai",48.5938581412812,-116.512433381387
"170101040403","Trail Creek-Deep Creek",1701010404,"Deep Creek",17010104,"Lower Kootenai",48.549719933659,-116.370022419561
"170101040404","Twentymile Creek",1701010404,"Deep Creek",17010104,"Lower Kootenai",48.5981286762222,-116.316558692753
"170101040405","Snow Creek",1701010404,"Deep Creek",17010104,"Lower Kootenai",48.6815885913639,-116.527681833586
"170101040406","Caribou Creek-Deep Creek",1701010404,"Deep Creek",17010104,"Lower Kootenai",48.647975951226,-116.446165136738
"170101040501","Upper Smith Creek",1701010405,"Smith Creek",17010104,"Lower Kootenai",48.8510203456704,-116.702580758593
"170101040502","Cow Creek",1701010405,"Smith Creek",17010104,"Lower Kootenai",48.9115424978425,-116.757140827534
"170101040503","Lower Smith Creek",1701010405,"Smith Creek",17010104,"Lower Kootenai",48.9382359436303,-116.622785393769
"170101040601","Grass Creek",1701010406,"Boundary Creek",17010104,"Lower Kootenai",48.9451251826491,-116.8155206784
"170101040602","Blue Joe Creek",1701010406,"Boundary Creek",17010104,"Lower Kootenai",48.9902347133071,-116.854794831405
"170101040603","Saddle Creek-Boundary Creek",1701010406,"Boundary Creek",17010104,"Lower Kootenai",48.9896148643172,-116.674391188005
"170101040701","Myrtle Creek",1701010407,"Myrtle Creek-Kootenai River",17010104,"Lower Kootenai",48.7259326876123,-116.540152681741
"170101040702","Fleming Creek",1701010407,"Myrtle Creek-Kootenai River",17010104,"Lower Kootenai",48.7699014978088,-116.307995821904
"170101040703","Burton Creek-Kootenai River",1701010407,"Myrtle Creek-Kootenai River",17010104,"Lower Kootenai",48.7528799632048,-116.405854387436
"170101040704","Ball Creek",1701010407,"Myrtle Creek-Kootenai River",17010104,"Lower Kootenai",48.7844038217495,-116.539096477146
"170101040705","Trout Creek",1701010407,"Myrtle Creek-Kootenai River",17010104,"Lower Kootenai",48.8251013434089,-116.527614200882
