"OBJECTID","LocationID","Species","Run","UseType","HUC10","HUC12","CA_POPID","Count"
898,"1210723461256","Steelhead","Summer","Migration only","1707010602","170701060206",61,6
899,"1209222467350","Steelhead","Summer","Migration only","1703000203","170300020307",73,2
900,"1211968460373","Steelhead","Summer","Migration only","1707010602","170701060201",61,14
901,"1210667468101","Steelhead","Summer","Spawning and rearing","1703000202","170300020206",73,21
902,"1209321471130","Steelhead","Summer","Migration only","1703000105","170300010504",76,1
902,"1209321471130","Steelhead","Summer","Migration only","1703000105","170300010503",76,11
903,"1210723461256","Steelhead","Summer","Spawning and rearing","1707010602","170701060206",61,6
905,"1210267471768","Steelhead","Summer","Spawning and rearing","1703000103","170300010306",76,4
906,"1209278479407","Steelhead","Summer","Spawning and rearing","1702001101","170200110103",108,3
906,"1209278479407","Steelhead","Summer","Spawning and rearing","1702001101","170200110105",108,1
907,"1209321471130","Steelhead","Summer","Migration only","1703000105","170300010503",76,13
908,"1208593465281","Steelhead","Summer","Spawning and rearing","1703000301","170300030102",73,1
909,"1209452472645","Steelhead","Summer","Migration only","1703000102","170300010203",76,1
910,"1210723461256","Steelhead","Summer","Migration only","1707010602","170701060206",61,11
912,"1210036462394","Steelhead","Summer","Spawning and rearing","1703000306","170300030602",75,25
913,"1209389468300","Steelhead","Summer","Spawning and rearing","1703000202","170300020203",73,33
913,"1209389468300","Steelhead","Summer","Spawning and rearing","1703000202","170300020207",73,2
914,"1209479468144","Steelhead","Summer","Migration only","1703000202","170300020205",73,17
915,"1210946468718","Steelhead","Summer","Migration only","1703000202","170300020203",73,10
916,"1209169465640","Steelhead","Summer","Migration only","1703000301","170300030102",73,17
917,"1209389468300","Steelhead","Summer","Migration only","1703000202","170300020203",73,10
918,"1210432458423","Steelhead","Summer","Spawning and rearing","1707010603","170701060307",61,21
919,"1209189468062","Steelhead","Summer","Spawning and rearing","1703000202","170300020208",73,2
920,"1210935469888","Steelhead","Summer","Spawning and rearing","1703000201","170300020108",73,75
920,"1210935469888","Steelhead","Summer","Spawning and rearing","1703000202","170300020202",73,1
921,"1209479468144","Steelhead","Summer","Spawning and rearing","1703000202","170300020205",73,20
921,"1209479468144","Steelhead","Summer","Spawning and rearing","1703000202","170300020206",73,1
922,"1210929459286","Steelhead","Summer","Spawning and rearing","1707010604","170701060402",61,2
923,"1210141465182","Steelhead","Summer","Migration only","1703000301","170300030101",73,4
924,"1210141465182","Steelhead","Summer","Migration only","1703000301","170300030101",73,26
925,"1211089472199","Steelhead","Summer","Migration only","1703000103","170300010306",76,2
926,"1211569469758","Steelhead","Summer","Spawning and rearing","1703000201","170300020107",73,37
926,"1211569469758","Steelhead","Summer","Spawning and rearing","1703000201","170300020108",73,1
927,"1212934456914","Steelhead","Summer","Migration only","1707010504","170701050406",60,2
928,"1212032457948","Steelhead","Summer","Spawning and rearing","1707010604","170701060409",61,2
929,"1211721457928","Steelhead","Summer","Spawning and rearing","1707010604","170701060407",61,1
930,"1211022460645","Steelhead","Summer","Migration only","1707010602","170701060207",61,15
931,"1211569469758","Steelhead","Summer","Spawning and rearing","1703000201","170300020106",73,23
931,"1211569469758","Steelhead","Summer","Spawning and rearing","1703000201","170300020107",73,21
932,"1210956458254","Steelhead","Summer","Spawning and rearing","1707010604","170701060405",61,58
932,"1210956458254","Steelhead","Summer","Spawning and rearing","1707010604","170701060407",61,1
933,"1211476458196","Steelhead","Summer","Spawning and rearing","1707010604","170701060407",61,1
933,"1211476458196","Steelhead","Summer","Spawning and rearing","1707010604","170701060406",61,13
934,"1211022460645","Steelhead","Summer","Spawning and rearing","1707010602","170701060207",61,2
935,"1211246459864","Steelhead","Summer","Spawning and rearing","1707010602","170701060209",61,5
935,"1211246459864","Steelhead","Summer","Spawning and rearing","1707010604","170701060401",61,1
937,"1211297459365","Steelhead","Summer","Spawning and rearing","1707010604","170701060401",61,17
938,"1212934456914","Steelhead","Summer","Migration only","1707010601","170701060101",61,82
938,"1212934456914","Steelhead","Summer","Migration only","1707010601","170701060104",61,1
939,"1211985464647","Steelhead","Summer","Migration only","1707010601","170701060102",61,7
940,"1212803470890","Steelhead","Summer","Spawning and rearing","1703000201","170300020102",73,9
941,"1211925457947","Steelhead","Summer","Spawning and rearing","1707010604","170701060407",61,7
941,"1211925457947","Steelhead","Summer","Spawning and rearing","1707010604","170701060409",61,1
942,"1211476458196","Steelhead","Summer","Spawning and rearing","1707010604","170701060406",61,2
943,"1211269472220","Steelhead","Summer","Spawning and rearing","1703000103","170300010306",76,1
944,"1212934456914","Steelhead","Summer","Migration only","1707010601","170701060108",61,34
944,"1212934456914","Steelhead","Summer","Migration only","1707010602","170701060210",61,56
945,"1211718464513","Steelhead","Summer","Migration only","1707010601","170701060102",61,3
946,"1211968460373","Steelhead","Summer","Migration only","1707010602","170701060201",61,22
946,"1211968460373","Steelhead","Summer","Migration only","1707010602","170701060210",61,1
947,"1212703461850","Steelhead","Summer","Rearing and migration","1707010601","170701060108",61,4
949,"1211476458196","Steelhead","Summer","Migration only","1707010604","170701060406",61,6
950,"1210966472175","Steelhead","Summer","Spawning and rearing","1703000103","170300010305",76,10
950,"1210966472175","Steelhead","Summer","Spawning and rearing","1703000103","170300010306",76,1
951,"1211022460645","Steelhead","Summer","Migration only","1707010602","170701060207",61,8
952,"1211496460130","Steelhead","Summer","Migration only","1707010602","170701060208",61,22
953,"1211932463746","Steelhead","Summer","Migration only","1707010601","170701060102",61,59
953,"1211932463746","Steelhead","Summer","Migration only","1707010601","170701060104",61,1
954,"1212118460621","Steelhead","Summer","Migration only","1707010602","170701060201",61,5
955,"1211528460159","Steelhead","Summer","Migration only","1707010602","170701060210",61,1
955,"1211528460159","Steelhead","Summer","Migration only","1707010602","170701060205",61,5
956,"1211985464647","Steelhead","Summer","Migration only","1707010601","170701060102",61,8
957,"1211496460130","Steelhead","Summer","Spawning and rearing","1707010602","170701060208",61,70
957,"1211496460130","Steelhead","Summer","Spawning and rearing","1707010602","170701060210",61,1
958,"1211569469758","Steelhead","Summer","Migration only","1703000201","170300020106",73,2
959,"1212703461850","Steelhead","Summer","Rearing and migration","1707010601","170701060108",61,9
960,"1212002472513","Steelhead","Summer","Migration only","1703000103","170300010306",76,8
962,"1211906469433","Steelhead","Summer","Migration only","1703000201","170300020108",73,2
963,"1212704468909","Steelhead","Summer","Migration only","1703000201","170300020108",73,3
964,"1211629467850","Steelhead","Summer","Spawning and rearing","1703000202","170300020204",73,1
964,"1211629467850","Steelhead","Summer","Spawning and rearing","1703000202","170300020206",73,1
966,"1211908463618","Steelhead","Summer","Migration only","1707010601","170701060104",61,4
968,"1212072457826","Steelhead","Summer","Spawning and rearing","1707010604","170701060409",61,5
969,"1211022460645","Steelhead","Summer","Spawning and rearing","1707010602","170701060208",61,1
969,"1211022460645","Steelhead","Summer","Spawning and rearing","1707010602","170701060207",61,5
970,"1211220466649","Steelhead","Summer","Migration only","1703000203","170300020306",73,9
971,"1211339470167","Steelhead","Summer","Migration only","1703000201","170300020109",73,10
972,"1211022460645","Steelhead","Summer","Spawning and rearing","1707010602","170701060207",61,1
973,"1211988469368","Steelhead","Summer","Migration only","1703000201","170300020108",73,2
974,"1211521458499","Steelhead","Summer","Rearing and migration","1707010604","170701060407",61,2
975,"1211022460645","Steelhead","Summer","Migration only","1707010602","170701060207",61,3
976,"1211496472250","Steelhead","Summer","Migration only","1703000103","170300010306",76,5
977,"1212703461850","Steelhead","Summer","Migration only","1707010601","170701060108",61,24
978,"1212253470660","Steelhead","Summer","Spawning and rearing","1703000201","170300020102",73,9
979,"1212630460812","Steelhead","Summer","Migration only","1707010602","170701060210",61,1
980,"1212222469173","Steelhead","Summer","Migration only","1703000201","170300020108",73,2
982,"1212967468732","Steelhead","Summer","Spawning and rearing","1703000201","170300020108",73,2
983,"1212266464567","Steelhead","Summer","Migration only","1707010601","170701060102",61,6
985,"1212934456914","Steelhead","Summer","Migration only","1707010601","170701060104",61,9
986,"1212125462075","Steelhead","Summer","Spawning and rearing","1707010601","170701060108",61,5
992,"1212920468729","Steelhead","Summer","Migration only","1703000201","170300020108",73,4
994,"1212803470900","Steelhead","Summer","Migration only","1703000201","170300020101",73,22
995,"1212790469605","Steelhead","Summer","Migration only","1703000201","170300020107",73,2
996,"1212934456914","Steelhead","Summer","Migration only","1707010601","170701060104",61,16
997,"1213117469449","Steelhead","Summer","Migration only","1703000201","170300020107",73,1
999,"1212934456914","Steelhead","Summer","Spawning and rearing","1707010601","170701060104",61,2
1000,"1212908470903","Steelhead","Summer","Migration only","1703000201","170300020101",73,10
1002,"1212934456914","Steelhead","Summer","Spawning and rearing","1707010602","170701060210",61,24
1002,"1212934456914","Steelhead","Summer","Spawning and rearing","1707010604","170701060401",61,39
1002,"1212934456914","Steelhead","Summer","Spawning and rearing","1707010604","170701060402",61,53
1002,"1212934456914","Steelhead","Summer","Spawning and rearing","1707010604","170701060407",61,30
1002,"1212934456914","Steelhead","Summer","Spawning and rearing","1707010604","170701060409",61,31
1003,"1212934456914","Steelhead","Summer","Rearing and migration","1707010604","170701060409",61,19
1008,"1212168470648","Steelhead","Summer","Migration only","1703000201","170300020102",73,7
1010,"1212934456914","Steelhead","Summer","Migration only","1707010604","170701060409",61,2
1011,"1212456469007","Steelhead","Summer","Migration only","1703000201","170300020108",73,2
1013,"1212894469545","Steelhead","Summer","Migration only","1703000201","170300020107",73,2
1014,"1212934456914","Steelhead","Summer","Migration only","1707010601","170701060104",61,4
1014,"1212934456914","Steelhead","Summer","Migration only","1707010601","170701060108",61,10
1015,"1212770468854","Steelhead","Summer","Migration only","1703000201","170300020108",73,2
1016,"1212934456914","Steelhead","Summer","Migration only","1707010601","170701060104",61,30
1017,"1212410470734","Steelhead","Summer","Migration only","1703000201","170300020102",73,1
1019,"1212176469208","Steelhead","Summer","Migration only","1703000201","170300020108",73,1
