OBJECTID,Year,Species,Pop,Latitude,Longitude,Count 
1,2009,Spring Chinook,Catherine Creek,45.1395172,-117.7205574,1
2,2009,Spring Chinook,Catherine Creek,45.13538829,-117.7136441,1
3,2009,Spring Chinook,Catherine Creek,45.15032,-117.74872,1
4,2009,Spring Chinook,Catherine Creek,45.1517,-117.74589,1
5,2009,Spring Chinook,Catherine Creek,45.15173,-117.74551,1
6,2009,Spring Chinook,Catherine Creek,45.15178,-117.74557,1
7,2009,Spring Chinook,Catherine Creek,45.15213,-117.74306,1
8,2009,Spring Chinook,Catherine Creek,45.15182,-117.74113,1
9,2009,Spring Chinook,Catherine Creek,45.15083,-117.73645,1
10,2009,Spring Chinook,Catherine Creek,45.15196,-117.75591,1
11,2009,Spring Chinook,Catherine Creek,45.14027973,-117.7211164,1
12,2009,Spring Chinook,Catherine Creek,45.14426,-117.72483,1
13,2009,Spring Chinook,Catherine Creek,45.13794152,-117.7197891,1
14,2009,Spring Chinook,Catherine Creek,45.13759816,-117.7189172,1
15,2009,Spring Chinook,Catherine Creek,45.13736472,-117.7190206,1
16,2009,Spring Chinook,Catherine Creek,45.1372334,-117.7187477,1
17,2009,Spring Chinook,Catherine Creek,45.13722989,-117.718668,1
18,2009,Spring Chinook,Catherine Creek,45.13714495,-117.7185338,1
19,2009,Spring Chinook,Catherine Creek,45.13677633,-117.7177292,1
20,2009,Spring Chinook,Catherine Creek,45.13663759,-117.7174708,1
21,2009,Spring Chinook,Catherine Creek,45.13537762,-117.7136949,1
22,2009,Spring Chinook,Catherine Creek,45.14748,-117.734,1
23,2009,Spring Chinook,Catherine Creek,45.1685,-117.7996,1
24,2009,Spring Chinook,Catherine Creek,45.12162,-117.64446,1
25,2009,Spring Chinook,Catherine Creek,45.19143855,-117.8306146,1
26,2009,Spring Chinook,Catherine Creek,45.18991841,-117.8276835,1
27,2009,Spring Chinook,Catherine Creek,45.19055695,-117.8280582,1
28,2009,Spring Chinook,Catherine Creek,45.1905307,-117.8280705,1
29,2009,Spring Chinook,Catherine Creek,45.17404,-117.80748,1
30,2009,Spring Chinook,Catherine Creek,45.17392,-117.80752,1
31,2009,Spring Chinook,Catherine Creek,45.17286,-117.80669,1
32,2009,Spring Chinook,Catherine Creek,45.15115,-117.75321,1
33,2009,Spring Chinook,Catherine Creek,45.17128,-117.80262,1
34,2009,Spring Chinook,Catherine Creek,45.12263311,-117.693852,1
35,2009,Spring Chinook,Catherine Creek,45.15499,-117.78112,1
36,2009,Spring Chinook,Catherine Creek,45.15492,-117.78085,1
37,2009,Spring Chinook,Catherine Creek,45.15477,-117.78078,1
38,2009,Spring Chinook,Catherine Creek,45.15513,-117.77801,1
39,2009,Spring Chinook,Catherine Creek,45.1555,-117.77592,1
40,2009,Spring Chinook,Catherine Creek,45.15561,-117.77578,1
41,2009,Spring Chinook,Catherine Creek,45.15237,-117.76381,1
42,2009,Spring Chinook,Catherine Creek,45.15229,-117.76134,1
43,2009,Spring Chinook,Catherine Creek,45.1444,-117.72576,1
44,2009,Spring Chinook,Catherine Creek,45.17174,-117.80405,1
45,2009,Spring Chinook,Catherine Creek,45.1196,-117.64198,1
46,2009,Spring Chinook,Catherine Creek,45.11613095,-117.6741702,1
47,2009,Spring Chinook,Catherine Creek,45.11386734,-117.6694347,1
48,2009,Spring Chinook,Catherine Creek,45.11478595,-117.6668478,1
49,2009,Spring Chinook,Catherine Creek,45.11455766,-117.6662941,1
50,2009,Spring Chinook,Catherine Creek,45.11606556,-117.6640895,1
51,2009,Spring Chinook,Catherine Creek,45.11869041,-117.6580682,1
52,2009,Spring Chinook,Catherine Creek,45.11877119,-117.6573243,1
53,2009,Spring Chinook,Catherine Creek,45.11896285,-117.6569037,1
54,2009,Spring Chinook,Catherine Creek,45.11903806,-117.6564859,1
55,2009,Spring Chinook,Catherine Creek,45.11613165,-117.6746333,1
56,2009,Spring Chinook,Catherine Creek,45.13478723,-117.7121934,1
57,2009,Spring Chinook,Catherine Creek,45.11946,-117.64215,1
58,2009,Spring Chinook,Catherine Creek,45.14972,-117.73558,1
59,2009,Spring Chinook,Catherine Creek,45.11683,-117.63872,1
60,2009,Spring Chinook,Catherine Creek,45.13124,-117.63023,1
61,2009,Spring Chinook,Catherine Creek,45.13108,-117.62902,1
62,2009,Spring Chinook,Catherine Creek,45.13997,-117.62281,1
63,2009,Spring Chinook,Catherine Creek,45.14013,-117.62273,1
64,2009,Spring Chinook,Catherine Creek,45.14085,-117.6225,1
65,2009,Spring Chinook,Catherine Creek,45.14096,-117.62258,1
66,2009,Spring Chinook,Catherine Creek,45.12586,-117.63802,1
67,2009,Spring Chinook,Catherine Creek,45.11952,-117.64673,1
68,2009,Spring Chinook,Catherine Creek,45.12482022,-117.6998444,1
69,2009,Spring Chinook,Catherine Creek,45.11683,-117.64056,1
70,2009,Spring Chinook,Catherine Creek,45.11695067,-117.680674,1
71,2009,Spring Chinook,Catherine Creek,45.13112413,-117.7081735,1
72,2009,Spring Chinook,Catherine Creek,45.13027234,-117.7062167,1
73,2009,Spring Chinook,Catherine Creek,45.12900838,-117.7053095,1
74,2009,Spring Chinook,Catherine Creek,45.12505847,-117.7006647,1
75,2009,Spring Chinook,Catherine Creek,45.13328941,-117.7103676,1
76,2009,Spring Chinook,Catherine Creek,45.1230701,-117.6989608,1
77,2009,Spring Chinook,Catherine Creek,45.12314558,-117.6980198,1
78,2009,Spring Chinook,Catherine Creek,45.12310632,-117.6974895,1
79,2009,Spring Chinook,Catherine Creek,45.12319979,-117.6973617,1
80,2009,Spring Chinook,Catherine Creek,45.11819632,-117.6869152,1
81,2009,Spring Chinook,Catherine Creek,45.11707693,-117.6838881,1
82,2009,Spring Chinook,Catherine Creek,45.12667992,-117.7020255,1
83,2009,Spring Chinook,Catherine Creek,45.12268548,-117.6969164,1
84,2009,Spring Chinook,Catherine Creek,45.11823033,-117.6868981,1
85,2009,Spring Chinook,Catherine Creek,45.11680843,-117.6840279,1
86,2009,Spring Chinook,Catherine Creek,45.11844478,-117.6871117,1
87,2009,Spring Chinook,Catherine Creek,45.11858459,-117.687029,1
88,2009,Spring Chinook,Catherine Creek,45.11753845,-117.6629121,1
89,2009,Spring Chinook,Catherine Creek,45.11817871,-117.6868389,1
90,2009,Spring Chinook,Upper Grande Ronde River,45.07246203,-118.3176518,1
91,2009,Spring Chinook,Upper Grande Ronde River,45.07206126,-118.3172102,1
92,2009,Spring Chinook,Upper Grande Ronde River,45.07257521,-118.3180943,1
93,2009,Spring Chinook,Upper Grande Ronde River,45.07245976,-118.3176945,1
94,2009,Spring Chinook,Upper Grande Ronde River,45.07288317,-118.3192427,1
95,2009,Spring Chinook,Upper Grande Ronde River,45.0724246,-118.3174829,1
96,2009,Spring Chinook,Upper Grande Ronde River,45.07127474,-118.3167797,1
97,2009,Spring Chinook,Upper Grande Ronde River,45.07085076,-118.3165087,1
98,2009,Spring Chinook,Upper Grande Ronde River,45.06965975,-118.3139762,1
99,2009,Spring Chinook,Upper Grande Ronde River,45.07291218,-118.3202375,1
100,2009,Spring Chinook,Upper Grande Ronde River,45.06769595,-118.3126865,1
101,2009,Spring Chinook,Upper Grande Ronde River,45.06945556,-118.3136487,1
102,2009,Spring Chinook,Upper Grande Ronde River,45.06984626,-118.3142301,1
103,2009,Spring Chinook,Upper Grande Ronde River,45.07291191,-118.3202338,1
104,2009,Spring Chinook,Upper Grande Ronde River,45.07262724,-118.3204487,1
105,2009,Spring Chinook,Upper Grande Ronde River,45.07252493,-118.3203973,1
106,2009,Spring Chinook,Upper Grande Ronde River,45.14752437,-118.3722084,1
107,2009,Spring Chinook,Upper Grande Ronde River,45.14172307,-118.3648186,1
108,2009,Spring Chinook,Upper Grande Ronde River,45.143401,-118.366751,1
109,2009,Spring Chinook,Upper Grande Ronde River,45.18891,-118.391336,1
110,2009,Spring Chinook,Upper Grande Ronde River,45.174046,-118.387784,1
111,2009,Spring Chinook,Upper Grande Ronde River,45.215773,-118.393458,1
112,2009,Spring Chinook,Upper Grande Ronde River,45.25849017,-118.3837878,1
113,2009,Spring Chinook,Upper Grande Ronde River,45.04801116,-118.278593,1
114,2009,Spring Chinook,Upper Grande Ronde River,45.06113976,-118.3062575,1
115,2009,Spring Chinook,Upper Grande Ronde River,45.06518609,-118.3132576,1
116,2009,Spring Chinook,Upper Grande Ronde River,45.2513735,-118.388066,1
117,2009,Spring Chinook,Upper Grande Ronde River,45.0509573,-118.2874674,1
118,2009,Spring Chinook,Upper Grande Ronde River,45.06313336,-118.3103594,1
119,2009,Spring Chinook,Upper Grande Ronde River,45.06313411,-118.3103089,1
120,2009,Spring Chinook,Upper Grande Ronde River,45.05067114,-118.2854058,1
121,2009,Spring Chinook,Upper Grande Ronde River,45.05128422,-118.2865969,1
122,2009,Spring Chinook,Upper Grande Ronde River,45.05127352,-118.2873169,1
123,2009,Spring Chinook,Upper Grande Ronde River,45.05106636,-118.2875094,1
124,2009,Spring Chinook,Upper Grande Ronde River,45.05099848,-118.2890126,1
125,2009,Spring Chinook,Upper Grande Ronde River,45.05138508,-118.2899694,1
126,2009,Spring Chinook,Upper Grande Ronde River,45.05174065,-118.2920429,1
127,2009,Spring Chinook,Upper Grande Ronde River,45.05312424,-118.2926775,1
128,2009,Spring Chinook,Upper Grande Ronde River,45.05429004,-118.2949885,1
129,2009,Spring Chinook,Upper Grande Ronde River,45.05603862,-118.2982121,1
130,2009,Spring Chinook,Upper Grande Ronde River,45.05701097,-118.2995252,1
131,2009,Spring Chinook,Upper Grande Ronde River,45.06058594,-118.3053411,1
132,2009,Spring Chinook,Upper Grande Ronde River,45.05120565,-118.2875212,1
133,2009,Spring Chinook,Upper Grande Ronde River,45.05702773,-118.2995469,1
134,2009,Spring Chinook,Upper Grande Ronde River,45.06221381,-118.3078077,1
135,2009,Spring Chinook,Upper Grande Ronde River,45.06083753,-118.3055357,1
136,2009,Spring Chinook,Upper Grande Ronde River,45.05988637,-118.3026295,1
137,2009,Spring Chinook,Upper Grande Ronde River,45.05902211,-118.3003636,1
138,2009,Spring Chinook,Upper Grande Ronde River,45.05852034,-118.3007377,1
139,2009,Spring Chinook,Upper Grande Ronde River,45.05832493,-118.300571,1
140,2009,Spring Chinook,Upper Grande Ronde River,45.05839463,-118.3006039,1
141,2009,Spring Chinook,Upper Grande Ronde River,45.0582779,-118.3005272,1
142,2009,Spring Chinook,Upper Grande Ronde River,45.05786611,-118.2999645,1
143,2009,Spring Chinook,Upper Grande Ronde River,45.05753555,-118.2997583,1
144,2010,Spring Chinook,Catherine Creek,45.15101667,-117.7469655,1
145,2010,Spring Chinook,Catherine Creek,45.15159736,-117.7597483,1
146,2010,Spring Chinook,Catherine Creek,45.15060327,-117.74914,1
147,2010,Spring Chinook,Catherine Creek,45.15076898,-117.7504813,1
148,2010,Spring Chinook,Catherine Creek,45.15067116,-117.7505482,1
149,2010,Spring Chinook,Catherine Creek,45.15121792,-117.752304,1
150,2010,Spring Chinook,Catherine Creek,45.15228,-117.76132,1
151,2010,Spring Chinook,Catherine Creek,45.15119243,-117.7525613,1
152,2010,Spring Chinook,Catherine Creek,45.1503291,-117.748252,1
153,2010,Spring Chinook,Catherine Creek,45.15129897,-117.7530928,1
154,2010,Spring Chinook,Catherine Creek,45.15133484,-117.7531572,1
155,2010,Spring Chinook,Catherine Creek,45.15132001,-117.7542288,1
156,2010,Spring Chinook,Catherine Creek,45.15134934,-117.754491,1
157,2010,Spring Chinook,Catherine Creek,45.15158035,-117.755121,1
158,2010,Spring Chinook,Catherine Creek,45.15158462,-117.7597301,1
159,2010,Spring Chinook,Catherine Creek,45.15162419,-117.7602714,1
160,2010,Spring Chinook,Catherine Creek,45.15221,-117.76123,1
161,2010,Spring Chinook,Catherine Creek,45.15186114,-117.7458503,1
162,2010,Spring Chinook,Catherine Creek,45.15187011,-117.7416239,1
163,2010,Spring Chinook,Catherine Creek,45.15222693,-117.7582361,1
164,2010,Spring Chinook,Catherine Creek,45.15222508,-117.7429178,1
165,2010,Spring Chinook,Catherine Creek,45.15171622,-117.7391174,1
166,2010,Spring Chinook,Catherine Creek,45.15169887,-117.7392762,1
167,2010,Spring Chinook,Catherine Creek,45.15167339,-117.7399925,1
168,2010,Spring Chinook,Catherine Creek,45.15185921,-117.7402938,1
169,2010,Spring Chinook,Catherine Creek,45.15172561,-117.7404426,1
170,2010,Spring Chinook,Catherine Creek,45.15163156,-117.7408204,1
171,2010,Spring Chinook,Catherine Creek,45.15174656,-117.7407455,1
172,2010,Spring Chinook,Catherine Creek,45.15198134,-117.7414099,1
173,2010,Spring Chinook,Catherine Creek,45.15488,-117.77927,1
174,2010,Spring Chinook,Catherine Creek,45.15200799,-117.7419781,1
175,2010,Spring Chinook,Catherine Creek,45.15217,-117.76217,1
176,2010,Spring Chinook,Catherine Creek,45.1518303,-117.745878,1
177,2010,Spring Chinook,Catherine Creek,45.15215275,-117.7430824,1
178,2010,Spring Chinook,Catherine Creek,45.15209072,-117.7434284,1
179,2010,Spring Chinook,Catherine Creek,45.15206918,-117.7437876,1
180,2010,Spring Chinook,Catherine Creek,45.15204244,-117.743817,1
181,2010,Spring Chinook,Catherine Creek,45.15201436,-117.7442325,1
182,2010,Spring Chinook,Catherine Creek,45.15201889,-117.7446048,1
183,2010,Spring Chinook,Catherine Creek,45.15184094,-117.7450933,1
184,2010,Spring Chinook,Catherine Creek,45.15176307,-117.7452697,1
185,2010,Spring Chinook,Catherine Creek,45.15177799,-117.7455772,1
186,2010,Spring Chinook,Catherine Creek,45.15200305,-117.7416615,1
187,2010,Spring Chinook,Catherine Creek,45.17153,-117.80272,1
188,2010,Spring Chinook,Catherine Creek,45.16316,-117.79324,1
189,2010,Spring Chinook,Catherine Creek,45.16842,-117.79957,1
190,2010,Spring Chinook,Catherine Creek,45.16869,-117.79901,1
191,2010,Spring Chinook,Catherine Creek,45.16868,-117.79897,1
192,2010,Spring Chinook,Catherine Creek,45.16898,-117.79901,1
193,2010,Spring Chinook,Catherine Creek,45.16899,-117.79902,1
194,2010,Spring Chinook,Catherine Creek,45.16936,-117.79921,1
195,2010,Spring Chinook,Catherine Creek,45.16966,-117.80013,1
196,2010,Spring Chinook,Catherine Creek,45.15523,-117.77805,1
197,2010,Spring Chinook,Catherine Creek,45.17124,-117.80266,1
198,2010,Spring Chinook,Catherine Creek,45.16124,-117.79132,1
199,2010,Spring Chinook,Catherine Creek,45.17197,-117.80441,1
200,2010,Spring Chinook,Catherine Creek,45.17273,-117.80589,1
201,2010,Spring Chinook,Catherine Creek,45.17271,-117.806,1
202,2010,Spring Chinook,Catherine Creek,45.17269,-117.80607,1
203,2010,Spring Chinook,Catherine Creek,45.17273,-117.80612,1
204,2010,Spring Chinook,Catherine Creek,45.17334,-117.80725,1
205,2010,Spring Chinook,Catherine Creek,45.14252281,-117.6222019,1
206,2010,Spring Chinook,Catherine Creek,45.15173382,-117.7389486,1
207,2010,Spring Chinook,Catherine Creek,45.17141,-117.8011,1
208,2010,Spring Chinook,Catherine Creek,45.1555,-117.77629,1
209,2010,Spring Chinook,Catherine Creek,45.15235,-117.76343,1
210,2010,Spring Chinook,Catherine Creek,45.15311,-117.76579,1
211,2010,Spring Chinook,Catherine Creek,45.15424,-117.76719,1
212,2010,Spring Chinook,Catherine Creek,45.15456,-117.7674,1
213,2010,Spring Chinook,Catherine Creek,45.1547,-117.77032,1
214,2010,Spring Chinook,Catherine Creek,45.15556,-117.77471,1
215,2010,Spring Chinook,Catherine Creek,45.15553,-117.77518,1
216,2010,Spring Chinook,Catherine Creek,45.15543,-117.77591,1
217,2010,Spring Chinook,Catherine Creek,45.16305,-117.79316,1
218,2010,Spring Chinook,Catherine Creek,45.15542,-117.77644,1
219,2010,Spring Chinook,Catherine Creek,45.16176,-117.79167,1
220,2010,Spring Chinook,Catherine Creek,45.15522,-117.77807,1
221,2010,Spring Chinook,Catherine Creek,45.15462,-117.78426,1
222,2010,Spring Chinook,Catherine Creek,45.15576,-117.78664,1
223,2010,Spring Chinook,Catherine Creek,45.15708,-117.78571,1
224,2010,Spring Chinook,Catherine Creek,45.15818,-117.78742,1
225,2010,Spring Chinook,Catherine Creek,45.15841,-117.78775,1
226,2010,Spring Chinook,Catherine Creek,45.16002,-117.79014,1
227,2010,Spring Chinook,Catherine Creek,45.16114,-117.79116,1
228,2010,Spring Chinook,Catherine Creek,45.15222,-117.76229,1
229,2010,Spring Chinook,Catherine Creek,45.15546,-117.776,1
230,2010,Spring Chinook,Catherine Creek,45.10333227,-117.6195085,1
231,2010,Spring Chinook,Catherine Creek,45.15129383,-117.6184011,1
232,2010,Spring Chinook,Catherine Creek,45.15254384,-117.616946,1
233,2010,Spring Chinook,Catherine Creek,45.10190718,-117.6145123,1
234,2010,Spring Chinook,Catherine Creek,45.10209619,-117.616031,1
235,2010,Spring Chinook,Catherine Creek,45.10294436,-117.6188854,1
236,2010,Spring Chinook,Catherine Creek,45.10317603,-117.6193604,1
237,2010,Spring Chinook,Catherine Creek,45.10318802,-117.619467,1
238,2010,Spring Chinook,Catherine Creek,45.10319598,-117.6194751,1
239,2010,Spring Chinook,Catherine Creek,45.11073031,-117.6285044,1
240,2010,Spring Chinook,Catherine Creek,45.10328139,-117.6193987,1
241,2010,Spring Chinook,Catherine Creek,45.14605284,-117.619634,1
242,2010,Spring Chinook,Catherine Creek,45.10429267,-117.6211624,1
243,2010,Spring Chinook,Catherine Creek,45.10601599,-117.6218525,1
244,2010,Spring Chinook,Catherine Creek,45.10605438,-117.6218717,1
245,2010,Spring Chinook,Catherine Creek,45.10614038,-117.6217852,1
246,2010,Spring Chinook,Catherine Creek,45.10839595,-117.6234626,1
247,2010,Spring Chinook,Catherine Creek,45.10851019,-117.6237331,1
248,2010,Spring Chinook,Catherine Creek,45.10882149,-117.6242462,1
249,2010,Spring Chinook,Catherine Creek,45.1426659,-117.62221,1
250,2010,Spring Chinook,Catherine Creek,45.10327309,-117.6194036,1
251,2010,Spring Chinook,Catherine Creek,45.14213281,-117.622426,1
252,2010,Spring Chinook,Catherine Creek,45.13809288,-117.62364,1
253,2010,Spring Chinook,Catherine Creek,45.13870084,-117.6237419,1
254,2010,Spring Chinook,Catherine Creek,45.13871183,-117.62346,1
255,2010,Spring Chinook,Catherine Creek,45.13896386,-117.623496,1
256,2010,Spring Chinook,Catherine Creek,45.13964088,-117.623035,1
257,2010,Spring Chinook,Catherine Creek,45.13987782,-117.6229001,1
258,2010,Spring Chinook,Catherine Creek,45.13989785,-117.622726,1
259,2010,Spring Chinook,Catherine Creek,45.14063285,-117.6225909,1
260,2010,Spring Chinook,Catherine Creek,45.14949681,-117.618635,1
261,2010,Spring Chinook,Catherine Creek,45.14166782,-117.622683,1
262,2010,Spring Chinook,Catherine Creek,45.14759583,-117.618818,1
263,2010,Spring Chinook,Catherine Creek,45.14249588,-117.6222549,1
264,2010,Spring Chinook,Catherine Creek,45.11708383,-117.681068,1
265,2010,Spring Chinook,Catherine Creek,45.14260582,-117.622001,1
266,2010,Spring Chinook,Catherine Creek,45.17429,-117.80811,1
267,2010,Spring Chinook,Catherine Creek,45.14280686,-117.622061,1
268,2010,Spring Chinook,Catherine Creek,45.14289982,-117.621935,1
269,2010,Spring Chinook,Catherine Creek,45.14317786,-117.62179,1
270,2010,Spring Chinook,Catherine Creek,45.14538486,-117.6200579,1
271,2010,Spring Chinook,Catherine Creek,45.11086207,-117.6281861,1
272,2010,Spring Chinook,Catherine Creek,45.14135784,-117.622742,1
273,2010,Spring Chinook,Catherine Creek,45.14975058,-117.7354236,1
274,2010,Spring Chinook,Catherine Creek,45.11803439,-117.6402005,1
275,2010,Spring Chinook,Catherine Creek,45.11861017,-117.6407928,1
276,2010,Spring Chinook,Catherine Creek,45.11891717,-117.6412379,1
277,2010,Spring Chinook,Catherine Creek,45.11894783,-117.6415502,1
278,2010,Spring Chinook,Catherine Creek,45.11902113,-117.6417192,1
279,2010,Spring Chinook,Catherine Creek,45.11903228,-117.6411583,1
280,2010,Spring Chinook,Catherine Creek,45.11941002,-117.6420709,1
281,2010,Spring Chinook,Catherine Creek,45.11969152,-117.6475786,1
282,2010,Spring Chinook,Catherine Creek,45.11065755,-117.627035,1
283,2010,Spring Chinook,Catherine Creek,45.14784965,-117.734674,1
284,2010,Spring Chinook,Catherine Creek,45.11695624,-117.6389089,1
285,2010,Spring Chinook,Catherine Creek,45.14978821,-117.7355789,1
286,2010,Spring Chinook,Catherine Creek,45.14983448,-117.7355866,1
287,2010,Spring Chinook,Catherine Creek,45.1508378,-117.7365804,1
288,2010,Spring Chinook,Catherine Creek,45.15108691,-117.7368242,1
289,2010,Spring Chinook,Catherine Creek,45.15093176,-117.7369414,1
290,2010,Spring Chinook,Catherine Creek,45.15095958,-117.7370275,1
291,2010,Spring Chinook,Catherine Creek,45.15115966,-117.7371522,1
292,2010,Spring Chinook,Catherine Creek,45.15133342,-117.7376506,1
293,2010,Spring Chinook,Catherine Creek,45.14315838,-117.7238385,1
294,2010,Spring Chinook,Catherine Creek,45.11492318,-117.6355189,1
295,2010,Spring Chinook,Catherine Creek,45.1109308,-117.6280029,1
296,2010,Spring Chinook,Catherine Creek,45.11094421,-117.6283335,1
297,2010,Spring Chinook,Catherine Creek,45.11098838,-117.6279545,1
298,2010,Spring Chinook,Catherine Creek,45.11130229,-117.6301267,1
299,2010,Spring Chinook,Catherine Creek,45.11149658,-117.6300023,1
300,2010,Spring Chinook,Catherine Creek,45.11200226,-117.6302686,1
301,2010,Spring Chinook,Catherine Creek,45.11340019,-117.6317654,1
302,2010,Spring Chinook,Catherine Creek,45.11354319,-117.63206,1
303,2010,Spring Chinook,Catherine Creek,45.11789486,-117.6398492,1
304,2010,Spring Chinook,Catherine Creek,45.11478279,-117.6327572,1
305,2010,Spring Chinook,Catherine Creek,45.11698619,-117.6389162,1
306,2010,Spring Chinook,Catherine Creek,45.11505838,-117.6335611,1
307,2010,Spring Chinook,Catherine Creek,45.1151583,-117.6359654,1
308,2010,Spring Chinook,Catherine Creek,45.11518562,-117.6336647,1
309,2010,Spring Chinook,Catherine Creek,45.11671355,-117.6385751,1
310,2010,Spring Chinook,Catherine Creek,45.11673499,-117.6386387,1
311,2010,Spring Chinook,Catherine Creek,45.11678044,-117.6387147,1
312,2010,Spring Chinook,Catherine Creek,45.11679971,-117.6387348,1
313,2010,Spring Chinook,Catherine Creek,45.11680728,-117.6387694,1
314,2010,Spring Chinook,Catherine Creek,45.15172695,-117.7381779,1
315,2010,Spring Chinook,Catherine Creek,45.11466879,-117.6328417,1
316,2010,Spring Chinook,Catherine Creek,45.13030485,-117.706379,1
317,2010,Spring Chinook,Catherine Creek,45.12781981,-117.703846,1
318,2010,Spring Chinook,Catherine Creek,45.12807984,-117.70391,1
319,2010,Spring Chinook,Catherine Creek,45.12812188,-117.703923,1
320,2010,Spring Chinook,Catherine Creek,45.12887086,-117.704808,1
321,2010,Spring Chinook,Catherine Creek,45.12892288,-117.7052029,1
322,2010,Spring Chinook,Catherine Creek,45.12958983,-117.7057111,1
323,2010,Spring Chinook,Catherine Creek,45.12963483,-117.705742,1
324,2010,Spring Chinook,Catherine Creek,45.12980787,-117.705869,1
325,2010,Spring Chinook,Catherine Creek,45.13164088,-117.7082979,1
326,2010,Spring Chinook,Catherine Creek,45.13012781,-117.706171,1
327,2010,Spring Chinook,Catherine Creek,45.12703687,-117.7030229,1
328,2010,Spring Chinook,Catherine Creek,45.13049087,-117.706547,1
329,2010,Spring Chinook,Catherine Creek,45.13063588,-117.706809,1
330,2010,Spring Chinook,Catherine Creek,45.13076589,-117.706791,1
331,2010,Spring Chinook,Catherine Creek,45.13105987,-117.707462,1
332,2010,Spring Chinook,Catherine Creek,45.13115686,-117.708139,1
333,2010,Spring Chinook,Catherine Creek,45.13136989,-117.708581,1
334,2010,Spring Chinook,Catherine Creek,45.13133983,-117.70855,1
335,2010,Spring Chinook,Catherine Creek,45.12307486,-117.698223,1
336,2010,Spring Chinook,Catherine Creek,45.12985281,-117.705909,1
337,2010,Spring Chinook,Catherine Creek,45.12511888,-117.700825,1
338,2010,Spring Chinook,Catherine Creek,45.11692081,-117.6804019,1
339,2010,Spring Chinook,Catherine Creek,45.12303783,-117.698464,1
340,2010,Spring Chinook,Catherine Creek,45.12342488,-117.699644,1
341,2010,Spring Chinook,Catherine Creek,45.12344684,-117.699645,1
342,2010,Spring Chinook,Catherine Creek,45.12467089,-117.69969,1
343,2010,Spring Chinook,Catherine Creek,45.12480386,-117.6997161,1
344,2010,Spring Chinook,Catherine Creek,45.12483385,-117.700258,1
345,2010,Spring Chinook,Catherine Creek,45.12497581,-117.70061,1
346,2010,Spring Chinook,Catherine Creek,45.12650684,-117.7029949,1
347,2010,Spring Chinook,Catherine Creek,45.12510686,-117.70073,1
348,2010,Spring Chinook,Catherine Creek,45.12704684,-117.703055,1
349,2010,Spring Chinook,Catherine Creek,45.12526983,-117.700944,1
350,2010,Spring Chinook,Catherine Creek,45.12552983,-117.701026,1
351,2010,Spring Chinook,Catherine Creek,45.12605686,-117.701777,1
352,2010,Spring Chinook,Catherine Creek,45.12618187,-117.701796,1
353,2010,Spring Chinook,Catherine Creek,45.12647783,-117.702121,1
354,2010,Spring Chinook,Catherine Creek,45.12691189,-117.702356,1
355,2010,Spring Chinook,Catherine Creek,45.12687087,-117.702542,1
356,2010,Spring Chinook,Catherine Creek,45.12697083,-117.702681,1
357,2010,Spring Chinook,Catherine Creek,45.13198183,-117.7082599,1
358,2010,Spring Chinook,Catherine Creek,45.12512389,-117.700727,1
359,2010,Spring Chinook,Catherine Creek,45.13952183,-117.720581,1
360,2010,Spring Chinook,Catherine Creek,45.13675982,-117.7177529,1
361,2010,Spring Chinook,Catherine Creek,45.13674983,-117.717881,1
362,2010,Spring Chinook,Catherine Creek,45.13734683,-117.71891,1
363,2010,Spring Chinook,Catherine Creek,45.13737381,-117.719,1
364,2010,Spring Chinook,Catherine Creek,45.13772185,-117.719352,1
365,2010,Spring Chinook,Catherine Creek,45.13865781,-117.719844,1
366,2010,Spring Chinook,Catherine Creek,45.13910687,-117.719722,1
367,2010,Spring Chinook,Catherine Creek,45.13919784,-117.719899,1
368,2010,Spring Chinook,Catherine Creek,45.13166382,-117.708634,1
369,2010,Spring Chinook,Catherine Creek,45.13991285,-117.720355,1
370,2010,Spring Chinook,Catherine Creek,45.13533689,-117.714744,1
371,2010,Spring Chinook,Catherine Creek,45.13946381,-117.720674,1
372,2010,Spring Chinook,Catherine Creek,45.14022786,-117.721204,1
373,2010,Spring Chinook,Catherine Creek,45.14094882,-117.721515,1
374,2010,Spring Chinook,Catherine Creek,45.14095188,-117.721459,1
375,2010,Spring Chinook,Catherine Creek,45.14140988,-117.7218161,1
376,2010,Spring Chinook,Catherine Creek,45.14149683,-117.721917,1
377,2010,Spring Chinook,Catherine Creek,45.14157588,-117.722056,1
378,2010,Spring Chinook,Catherine Creek,45.14202388,-117.722387,1
379,2010,Spring Chinook,Catherine Creek,45.13957687,-117.720003,1
380,2010,Spring Chinook,Catherine Creek,45.13365387,-117.710816,1
381,2010,Spring Chinook,Catherine Creek,45.13201984,-117.708272,1
382,2010,Spring Chinook,Catherine Creek,45.13207488,-117.708279,1
383,2010,Spring Chinook,Catherine Creek,45.13201189,-117.708233,1
384,2010,Spring Chinook,Catherine Creek,45.13230683,-117.708428,1
385,2010,Spring Chinook,Catherine Creek,45.13277388,-117.709799,1
386,2010,Spring Chinook,Catherine Creek,45.13296784,-117.709919,1
387,2010,Spring Chinook,Catherine Creek,45.13317583,-117.710244,1
388,2010,Spring Chinook,Catherine Creek,45.13321383,-117.710272,1
389,2010,Spring Chinook,Catherine Creek,45.13675388,-117.717738,1
